afnRemovalShipmentId,dataStartTime,dataEndTime,requestDate,orderId,shipmentDate,skuId,fnsku,disposition,shippedQuantity,carrier,trackingNumber,orderType,warehouseId
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-10-19T14:54:56+05:30,2991,X0018FKZPJ,Sellable,2,DRUDE,003406018110401207284,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-10-19T14:54:56+05:30,2062,X00173VKPV,Sellable,2,DRUDE,003406018110401207284,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-10-19T14:54:56+05:30,2917,X0018FKIY7,Sellable,2,DRUDE,003406018110401207284,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-10-19T14:54:56+05:30,2203,X00173L25J,Sellable,1,DRUDE,003406018110401207284,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-10-19T14:54:56+05:30,2754,X001877YSX,Sellable,1,DRUDE,003406018110401207284,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-10-19T14:54:56+05:30,2931,X0018FKJJ1,Sellable,2,DRUDE,003406018110401207284,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-10-19T14:54:56+05:30,2896,X0018FL0E9,Sellable,2,DRUDE,003406018110401207284,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-10-19T14:54:56+05:30,2159,X00173L2IL,Sellable,1,DRUDE,003406018110401207284,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-10-19T14:54:56+05:30,2072,X00173L26N,Sellable,1,DRUDE,003406018110401207284,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-10-19T14:54:56+05:30,3259,X0019CBZ0F,Sellable,2,DRUDE,003406018110401207284,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-10-19T14:54:56+05:30,2880,X0018FKZQX,Sellable,2,DRUDE,003406018110401207284,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-10-19T14:54:56+05:30,2758,X0018769A7,Sellable,1,DRUDE,003406018110401207284,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-10-19T14:54:56+05:30,1334,X0014MYLC9,Sellable,1,DRUDE,003406018110401207284,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-10-19T14:54:56+05:30,2226,X00173VKM9,Sellable,1,DRUDE,003406018110401207284,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-10-19T14:54:56+05:30,2067,X00173VKV5,Sellable,5,DRUDE,003406018110401207284,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-10-19T14:54:56+05:30,2029,X00173VKQ5,Sellable,5,DRUDE,003406018110401207284,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-10-19T14:54:56+05:30,2137,X00173VKZV,Sellable,1,DRUDE,003406018110401207284,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-10-19T14:54:56+05:30,2776,X001876Y5R,Sellable,2,DRUDE,003406018110401207284,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-10-19T14:54:56+05:30,2803,X001876911,Sellable,1,DRUDE,003406018110401207284,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-10-19T14:54:56+05:30,1957,X0016K316V,Sellable,1,DRUDE,003406018110401207284,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-10-19T14:54:56+05:30,2797,X00187691V,Sellable,4,DRUDE,003406018110401207284,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-10-19T14:54:56+05:30,2079,X00173L2GD,Sellable,1,DRUDE,003406018110401207284,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-10-19T14:54:56+05:30,1127,X0013LGJKN,Sellable,2,DRUDE,003406018110401207284,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-10-19T14:54:56+05:30,2963,X0018FKJ6J,Sellable,1,DRUDE,003406018110401207284,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-10-19T14:54:56+05:30,2813,X001876TKH,Sellable,4,DRUDE,003406018110401207284,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-10-19T14:54:56+05:30,2961,X0018FM0VV,Sellable,2,DRUDE,003406018110401207284,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-10-19T14:54:56+05:30,2820,X001876TIJ,Sellable,1,DRUDE,003406018110401207284,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-10-19T14:54:56+05:30,1019,X0013LFNYB,Sellable,2,DRUDE,003406018110401207284,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-10-19T14:54:56+05:30,2026,X00173UKUR,Sellable,2,DRUDE,003406018110401207284,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-10-19T14:54:56+05:30,2071,X00173VKSN,Sellable,3,DRUDE,003406018110401207284,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-10-19T14:54:56+05:30,2915,X0018FKJ0F,Sellable,2,DRUDE,003406018110401207284,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-10-19T14:54:56+05:30,2952,X0018FM0QL,Sellable,2,DRUDE,003406018110401207284,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-10-19T14:54:56+05:30,2988,X0018FKJO1,Sellable,1,DRUDE,003406018110401207284,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-10-19T14:54:56+05:30,2978,X0018FL049,Sellable,1,DRUDE,003406018110401207284,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-10-19T14:54:56+05:30,2966,X0018FKJ0P,Sellable,2,DRUDE,003406018110401207284,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-10-19T14:54:56+05:30,2877,X0018FM0QB,Sellable,2,DRUDE,003406018110401207284,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-10-19T14:54:56+05:30,2128,X00173VKRT,Sellable,1,DRUDE,003406018110401207284,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-09-18T16:26:25+05:30,1322,X0014N1MMZ,Sellable,3,LP,6G57306235810,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-09-18T16:26:25+05:30,2699,X00180IUGF,Sellable,1,LP,6G57306235810,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-09-18T16:26:25+05:30,3026,X0018XLFO1,Sellable,1,LP,6G57306235810,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-09-18T16:26:25+05:30,3244,X0019CBZ23,Sellable,1,LP,6G57306235810,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-09-18T16:26:25+05:30,1955,X0016JVA8N,Sellable,1,LP,6G57306235810,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-09-18T16:26:25+05:30,3246,X0019CBZIH,Sellable,1,LP,6G57306235810,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-09-18T16:26:25+05:30,3141,X0019CBZCN,Sellable,1,LP,6G57306235810,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-09-18T16:26:25+05:30,2715,X00180GNJ1,Sellable,1,LP,6G57306235810,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-09-18T16:26:25+05:30,1054,X0013LGHPF,Sellable,1,LP,6G57306235810,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-09-18T16:26:25+05:30,3165,X0019CBYSX,Sellable,1,LP,6G57306235810,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-09-18T16:26:25+05:30,2000,X0016K4GSD,Sellable,1,LP,6G57306235810,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-09-18T16:26:25+05:30,1959,X0016K0187,Sellable,1,LP,6G57306235810,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-09-18T16:26:25+05:30,3130,X0019CBZBJ,Sellable,1,LP,6G57306235810,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-09-18T16:26:25+05:30,3010,X0018XLFRX,Sellable,1,LP,6G57306235810,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-09-18T16:26:25+05:30,1838,X0016K01AF,Sellable,1,LP,6G57306235810,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-09-18T16:26:25+05:30,3192,X0019CBZDH,Sellable,1,LP,6G57306235810,Return,1
,2019-01-01,2024-03-19,2021-09-18T12:01:22+05:30,LANG0921,2021-09-18T16:26:25+05:30,1974,X0016K02TF,Sellable,1,LP,6G57306235810,Return,1
,2019-01-01,2024-03-19,2021-09-18T11:57:57+05:30,BADBSR0921,2021-09-24T16:33:54+05:30,1976,X0016JY7E7,Sellable,4,LP,6G56785103290,Return,1
,2019-01-01,2024-03-19,2021-09-18T11:57:57+05:30,BADBSR0921,2021-09-24T16:33:54+05:30,2377,X0017KIKLL,Sellable,1,LP,6G56785103290,Return,1
,2019-01-01,2024-03-19,2021-09-18T11:57:57+05:30,BADBSR0921,2021-09-24T16:33:54+05:30,2272,X0017KI0C5,Sellable,1,LP,6G56785103290,Return,1
,2019-01-01,2024-03-19,2021-09-18T11:57:57+05:30,BADBSR0921,2021-09-24T16:33:54+05:30,1789,X0016K3111,Sellable,3,LP,6G56785103290,Return,1
,2019-01-01,2024-03-19,2021-09-18T11:57:57+05:30,BADBSR0921,2021-09-24T16:33:54+05:30,2310,X0017KIKDJ,Sellable,1,LP,6G56785103290,Return,1
,2019-01-01,2024-03-19,2021-09-18T11:57:57+05:30,BADBSR0921,2021-09-24T16:33:54+05:30,2451,X0017KFXVV,Sellable,1,LP,6G56785103290,Return,1
,2019-01-01,2024-03-19,2021-09-18T11:57:57+05:30,BADBSR0921,2021-10-19T10:58:36+05:30,2181,X00173VKR9,Sellable,1,DRUDE,003406018110401205921,Return,1
,2019-01-01,2024-03-19,2021-09-18T11:57:57+05:30,BADBSR0921,2021-10-19T10:58:36+05:30,1116,X0013LFPAX,Sellable,2,DRUDE,003406018110401205921,Return,1
,2019-01-01,2024-03-19,2021-09-18T11:57:57+05:30,BADBSR0921,2021-10-19T10:58:36+05:30,1098,X0013LGIPT,Sellable,2,DRUDE,003406018110401205921,Return,1
,2019-01-01,2024-03-19,2021-09-18T11:57:57+05:30,BADBSR0921,2021-10-19T10:58:36+05:30,2914,X0018FM10L,Sellable,2,DRUDE,003406018110401205921,Return,1
,2019-01-01,2024-03-19,2021-09-18T11:57:57+05:30,BADBSR0921,2021-10-19T10:58:36+05:30,2890,X0018FKJ3H,Sellable,2,DRUDE,003406018110401205921,Return,1
,2019-01-01,2024-03-19,2021-09-18T11:57:57+05:30,BADBSR0921,2021-10-19T10:58:36+05:30,2922,X0018FM0RZ,Sellable,2,DRUDE,003406018110401205921,Return,1
,2019-01-01,2024-03-19,2021-09-18T11:57:57+05:30,BADBSR0921,2021-10-19T10:58:36+05:30,2927,X0018FL0EJ,Sellable,2,DRUDE,003406018110401205921,Return,1
,2019-01-01,2024-03-19,2021-09-18T11:57:57+05:30,BADBSR0921,2021-10-19T10:58:36+05:30,2903,X0018FJAT1,Sellable,1,DRUDE,003406018110401205921,Return,1
,2019-01-01,2024-03-19,2021-09-18T11:57:57+05:30,BADBSR0921,2021-10-19T10:58:36+05:30,2948,X0018FL02B,Sellable,2,DRUDE,003406018110401205921,Return,1
,2019-01-01,2024-03-19,2021-09-18T11:57:57+05:30,BADBSR0921,2021-10-19T10:58:36+05:30,2892,X0018FJB8V,Sellable,2,DRUDE,003406018110401205921,Return,1
,2019-01-01,2024-03-19,2021-09-18T11:57:57+05:30,BADBSR0921,2021-10-19T10:58:36+05:30,2895,X0018FKJZF,Sellable,2,DRUDE,003406018110401205921,Return,1
,2019-01-01,2024-03-19,2021-09-18T11:57:57+05:30,BADBSR0921,2021-10-19T10:58:36+05:30,2921,X0018FL06H,Sellable,1,DRUDE,003406018110401205921,Return,1
,2019-01-01,2024-03-19,2021-09-18T11:57:57+05:30,BADBSR0921,2021-10-19T10:58:36+05:30,2938,X0018FL0B7,Sellable,2,DRUDE,003406018110401205921,Return,1
,2019-01-01,2024-03-19,2021-09-18T11:57:57+05:30,BADBSR0921,2021-10-19T10:58:36+05:30,2973,X0018FKZTF,Sellable,2,DRUDE,003406018110401205921,Return,1
,2019-01-01,2024-03-19,2021-09-18T11:57:57+05:30,BADBSR0921,2021-10-19T10:58:36+05:30,1088,X0013LGFC5,Sellable,1,DRUDE,003406018110401205921,Return,1
,2019-01-01,2024-03-19,2021-09-18T11:57:57+05:30,BADBSR0921,2021-10-19T10:58:36+05:30,2989,X0018FKJ7N,Sellable,2,DRUDE,003406018110401205921,Return,1
,2019-01-01,2024-03-19,2021-09-18T11:57:57+05:30,BADBSR0921,2021-10-19T10:58:36+05:30,2028,X00173UKQV,Sellable,2,DRUDE,003406018110401205921,Return,1
,2019-01-01,2024-03-19,2021-09-18T11:57:57+05:30,BADBSR0921,2021-10-19T10:58:36+05:30,2954,X0018FZT7D,Sellable,1,DRUDE,003406018110401205921,Return,1
,2019-01-01,2024-03-19,2021-09-18T11:57:57+05:30,BADBSR0921,2021-10-19T10:58:36+05:30,2898,X0018FKJG9,Sellable,1,DRUDE,003406018110401205921,Return,1
,2019-01-01,2024-03-19,2021-09-18T11:57:57+05:30,BADBSR0921,2021-10-19T10:58:36+05:30,1147,X0013LFFKX,Sellable,2,DRUDE,003406018110401205921,Return,1
,2019-01-01,2024-03-19,2021-09-18T11:57:57+05:30,BADBSR0921,2021-10-19T10:58:36+05:30,2918,X0018FKJ8R,Sellable,2,DRUDE,003406018110401205921,Return,1
,2019-01-01,2024-03-19,2021-09-18T11:57:57+05:30,BADBSR0921,2021-09-18T16:26:43+05:30,3267,X0019CBZ2X,Sellable,1,LP,6G57306224371,Return,1
,2019-01-01,2024-03-19,2021-09-18T11:57:57+05:30,BADBSR0921,2021-09-18T16:26:43+05:30,3139,X0019CBXL1,Sellable,1,LP,6G57306224371,Return,1
,2019-01-01,2024-03-19,2021-09-06T06:05:36+05:30,wklt0OpLyK,2021-09-23T15:21:10+05:30,3121,X0019AF95J,Unsellable,1,LP,6G56842638673,Return,1
,2019-01-01,2024-03-19,2021-09-06T06:05:36+05:30,wklt0OpLyK,2021-09-23T15:21:10+05:30,3121,X0019AF95J,Unsellable,1,LP,6G56842638673,Return,1
,2019-01-01,2024-03-19,2021-09-06T06:05:36+05:30,wklt0OpLyK,2021-09-23T15:21:10+05:30,3160,X0019CBYUL,Unsellable,2,LP,6G56842638673,Return,1
,2019-01-01,2024-03-19,2021-08-20T16:32:22+05:30,20c34mlccf,2021-09-21T14:39:08+05:30,2884,X0018FL017,Unsellable,1,LP,6G56842378586,Return,1
,2019-01-01,2024-03-19,2021-08-20T16:32:22+05:30,20c34mlccf,2021-09-21T14:39:08+05:30,1917,X0016K0335,Unsellable,1,LP,6G56842378586,Return,1
,2019-01-01,2024-03-19,2021-08-20T16:32:22+05:30,20c34mlccf,2021-09-21T14:39:08+05:30,3107,B004XNLCGG,Unsellable,1,LP,6G56842378586,Return,1
,2019-01-01,2024-03-19,2021-08-05T17:19:17+05:30,p5WEQTCxHh,2021-09-20T12:39:13+05:30,3376,X001DZ73EP,Unsellable,1,LP,6G56842237722,Return,1
,2019-01-01,2024-03-19,2021-07-21T02:08:24+05:30,vl7kkCc228,2021-07-22T19:14:29+05:30,3289,B07Q7DSWF4,Unsellable,1,COLIS,24100011410593130,Return,1
,2019-01-01,2024-03-19,2021-07-21T02:08:24+05:30,vl7kkCc228,2021-09-17T20:01:43+05:30,3350,X001DZ7FBV,Unsellable,1,LP,6G56841897910,Return,1
,2019-01-01,2024-03-19,2021-07-21T02:08:24+05:30,vl7kkCc228,2021-09-17T20:01:43+05:30,2502,X0017KI0CP,Unsellable,1,LP,6G56841897910,Return,1
,2019-01-01,2024-03-19,2021-06-21T01:15:30+05:30,vl6kjJt232,2021-09-15T02:48:10+05:30,2487,X0017KHZUN,Unsellable,1,LP,6G56841510963,Return,1
,2019-01-01,2024-03-19,2021-05-13T11:53:16+05:30,210513N9W,2021-05-14T16:44:34+05:30,1815,X0016K4GVP,Sellable,1,LP,6G56759842767,Return,1
,2019-01-01,2024-03-19,2021-05-13T11:53:16+05:30,210513N9W,2021-05-14T05:35:29+05:30,1011,X0013LGFBB,Sellable,1,AMZN,CC0191286833,Return,1
,2019-01-01,2024-03-19,2021-05-12T19:00:35+05:30,CHADOGmai,2021-05-14T16:45:22+05:30,3115,B005NZLBEG,Sellable,1,LP,6G56759669654,Return,1
,2019-01-01,2024-03-19,2021-05-12T19:00:35+05:30,CHADOGmai,2021-05-14T05:37:14+05:30,3113,B07Q7DSWF4,Sellable,2,AMZN,CC0191289060,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,1154,X0013LFQ7Z,Sellable,1,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,2000,X0016K4GSD,Sellable,2,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,2297,X0017KIK7P,Sellable,1,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,2609,X0017KFXON,Sellable,2,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,3010,X0018XLFRX,Sellable,6,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,2532,X0017KIKJN,Sellable,1,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,3106,X0019AIAFF,Sellable,7,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,2495,X0017KFXT3,Sellable,1,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,1334,X0014MYLC9,Sellable,1,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,1751,X0016K02TP,Sellable,4,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,1921,X0016K0349,Sellable,4,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,2378,X0017KFXQL,Sellable,2,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,3034,X0018XMUXL,Sellable,1,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,2500,X0017KIK39,Sellable,1,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,3026,X0018XLFO1,Sellable,1,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,1880,X0016K4H0F,Sellable,2,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,1653,X0016K030N,Sellable,2,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,3244,X0019CBZ23,Sellable,1,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,1815,X0016K4GVP,Sellable,1,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,1758,X0016K30VH,Sellable,1,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,1772,X0016K030D,Sellable,4,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,3057,X0018XMUYP,Sellable,1,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,2264,X0017KIK43,Sellable,1,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,1960,X0016K02W7,Sellable,2,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,1925,X0016K038F,Sellable,2,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,2633,X0017M7RJF,Sellable,15,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,2336,X0017KHV2F,Sellable,1,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,2474,X0017KIJZ3,Sellable,1,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,3276,B07NSMBVYS,Sellable,5,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,2418,X0017KFXN9,Sellable,1,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,1139,X0013LFNZF,Sellable,1,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,1442,X0014N1P7R,Sellable,1,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,2254,X0017KHZML,Sellable,3,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,2646,X0017M7RK9,Sellable,3,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,2586,X0017KHZMV,Sellable,1,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,1446,X0014N2SQJ,Sellable,12,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,2379,X0017KFY0B,Sellable,2,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,986,X0013CFUXJ,Sellable,1,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,2632,X0017MDLG3,Sellable,18,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,2407,X0017KHZKN,Sellable,2,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,3289,B07Q7DSWF4,Sellable,5,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,1841,X0016K4GWJ,Sellable,2,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,983,X0013CESKP,Sellable,2,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,1858,X0016K314D,Sellable,2,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,1918,X0016K4GXN,Sellable,2,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,3275,B00O4EEXCE,Sellable,5,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,2372,X0017KIK3J,Sellable,1,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,1365,X0014N378H,Sellable,1,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,2389,X0017KIKOX,Sellable,1,DRUDE,003406018110100627301,Return,1
,2019-01-01,2024-03-19,2021-05-05T14:00:36+05:30,CLASS10MIN,2021-05-21T14:43:37+05:30,1054,X0013LGHPF,Sellable,1,DRUDE,003406018110100627301,Return,1
