afnRemovalOrderDetailId,afnRemovalOrderId,skuId,fnsku,disposition,requestedQuantity,cancelledQuantity,disposedQuantity,shippedQuantity,inProcessQuantity,removalFee,currency
,69,2991,X0018FKZPJ,Sellable,2,0,,2,0,0.60,EUR
,69,2880,X0018FKZQX,Sellable,2,0,,2,0,0.60,EUR
,69,2978,X0018FL049,Sellable,1,0,,1,0,0.25,EUR
,69,2896,X0018FL0E9,Sellable,2,0,,2,0,1.10,EUR
,69,2897,X0018FL0PN,Sellable,2,0,,2,0,1.10,EUR
,69,2908,X0018FM0MZ,Sellable,2,0,,2,0,0.60,EUR
,69,2877,X0018FM0QB,Sellable,2,0,,2,0,0.60,EUR
,69,2952,X0018FM0QL,Sellable,2,0,,2,0,0.60,EUR
,69,2961,X0018FM0VV,Sellable,2,0,,2,0,0.60,EUR
,69,3026,X0018XLFO1,Sellable,1,0,,1,0,0.30,EUR
,69,3079,X0018XLFOB,Sellable,2,0,,2,0,1.10,EUR
,69,3010,X0018XLFRX,Sellable,1,0,,1,0,0.25,EUR
,69,3031,X0018XPT07,Sellable,1,0,,1,0,0.30,EUR
,69,3165,X0019CBYSX,Sellable,1,0,,1,0,0.30,EUR
,69,3259,X0019CBZ0F,Sellable,2,0,,2,0,1.10,EUR
,69,3245,X0019CBZ1T,Sellable,1,0,,1,0,0.30,EUR
,69,3244,X0019CBZ23,Sellable,1,0,,1,0,0.30,EUR
,69,3130,X0019CBZBJ,Sellable,1,0,,1,0,0.30,EUR
,69,3141,X0019CBZCN,Sellable,1,0,,1,0,0.30,EUR
,69,3192,X0019CBZDH,Sellable,1,0,,1,0,0.55,EUR
,69,3246,X0019CBZIH,Sellable,1,0,,1,0,0.30,EUR
,69,3162,X0019CESL3,Sellable,1,0,,1,0,0.30,EUR
,69,3154,X0019CESM7,Sellable,1,1,,0,0,,
,70,1147,X0013LFFKX,Sellable,2,0,,2,0,2.30,EUR
,70,1116,X0013LFPAX,Sellable,2,0,,2,0,0.60,EUR
,70,1088,X0013LGFC5,Sellable,1,0,,1,0,0.55,EUR
,70,1098,X0013LGIPT,Sellable,2,0,,2,0,2.30,EUR
,70,1976,X0016JY7E7,Sellable,4,0,,4,0,1.20,EUR
,70,1789,X0016K3111,Sellable,3,0,,3,0,0.90,EUR
,70,2028,X00173UKQV,Sellable,2,0,,2,0,0.60,EUR
,70,2181,X00173VKR9,Sellable,1,0,,1,0,0.30,EUR
,70,2451,X0017KFXVV,Sellable,1,0,,1,0,0.30,EUR
,70,2272,X0017KI0C5,Sellable,1,0,,1,0,0.25,EUR
,70,2310,X0017KIKDJ,Sellable,1,0,,1,0,0.30,EUR
,70,2377,X0017KIKLL,Sellable,1,0,,1,0,0.25,EUR
,70,2903,X0018FJAT1,Sellable,1,0,,1,0,0.30,EUR
,70,2892,X0018FJB8V,Sellable,2,0,,2,0,0.50,EUR
,70,2890,X0018FKJ3H,Sellable,2,0,,2,0,0.50,EUR
,70,2989,X0018FKJ7N,Sellable,2,0,,2,0,0.60,EUR
,70,2918,X0018FKJ8R,Sellable,2,0,,2,0,0.50,EUR
,70,2898,X0018FKJG9,Sellable,1,0,,1,0,0.55,EUR
,70,2895,X0018FKJZF,Sellable,2,0,,2,0,1.10,EUR
,70,2973,X0018FKZTF,Sellable,2,0,,2,0,0.60,EUR
,70,2948,X0018FL02B,Sellable,2,0,,2,0,0.60,EUR
,70,2921,X0018FL06H,Sellable,1,0,,1,0,0.30,EUR
,70,2938,X0018FL0B7,Sellable,2,0,,2,0,0.50,EUR
,70,2927,X0018FL0EJ,Sellable,2,0,,2,0,0.60,EUR
,70,2922,X0018FM0RZ,Sellable,2,0,,2,0,0.60,EUR
,70,2914,X0018FM10L,Sellable,2,0,,2,0,0.60,EUR
,70,2954,X0018FZT7D,Sellable,1,0,,1,0,0.30,EUR
,70,3139,X0019CBXL1,Sellable,1,0,,1,0,0.30,EUR
,70,3267,X0019CBZ2X,Sellable,1,0,,1,0,0.55,EUR
,71,3121,X0019AF95J,Unsellable,2,0,,2,0,0.60,EUR
,71,3160,X0019CBYUL,Unsellable,2,0,,2,0,1.10,EUR
,73,3107,B004XNLCGG,Unsellable,1,0,,1,0,0.25,EUR
,73,1917,X0016K0335,Unsellable,1,0,,1,0,0.55,EUR
,73,2884,X0018FL017,Unsellable,1,0,,1,0,0.55,EUR
,74,3376,X001DZ73EP,Unsellable,1,0,,1,0,1.15,EUR
,75,3289,B07Q7DSWF4,Unsellable,1,0,,1,0,0.30,EUR
,75,2502,X0017KI0CP,Unsellable,1,0,,1,0,0.55,EUR
,75,3350,X001DZ7FBV,Unsellable,1,0,,1,0,0.30,EUR
,76,2487,X0017KHZUN,Unsellable,1,0,,1,0,0.30,EUR
,77,3160,X0019CBYUL,Unsellable,2,2,,0,0,,
,78,1011,X0013LGFBB,Sellable,1,0,,1,0,0.45,EUR
,78,1815,X0016K4GVP,Sellable,1,0,,1,0,0.25,EUR
,79,3115,B005NZLBEG,Sellable,1,0,,1,0,0.45,EUR
,79,3113,B07Q7DSWF4,Sellable,3,1,,2,0,0.50,EUR
,80,3275,B00O4EEXCE,Sellable,7,1,,6,0,1.50,EUR
,80,3276,B07NSMBVYS,Sellable,9,0,,9,0,2.25,EUR
,80,3289,B07Q7DSWF4,Sellable,12,7,,5,0,1.25,EUR
,80,983,X0013CESKP,Sellable,2,0,,2,0,0.50,EUR
,80,951,X0013CF93P,Sellable,1,0,,1,0,0.90,EUR
,80,986,X0013CFUXJ,Sellable,1,0,,1,0,0.25,EUR
,80,1169,X0013LDMBR,Sellable,1,1,,0,0,,
,80,1139,X0013LFNZF,Sellable,1,0,,1,0,0.25,EUR
,80,1109,X0013LFPG7,Sellable,2,2,,0,0,,
,80,1106,X0013LFQ6B,Sellable,1,1,,0,0,,
,80,1154,X0013LFQ7Z,Sellable,2,0,,2,0,1.80,EUR
,80,1053,X0013LGHOV,Sellable,1,1,,0,0,,
,80,1054,X0013LGHPF,Sellable,1,0,,1,0,0.45,EUR
,80,1250,X00142NQWP,Sellable,2,2,,0,0,,
,80,1334,X0014MYLC9,Sellable,1,0,,1,0,0.25,EUR
,80,1442,X0014N1P7R,Sellable,1,0,,1,0,0.25,EUR
,80,1446,X0014N2SQJ,Sellable,14,0,,14,0,6.30,EUR
,80,1365,X0014N378H,Sellable,1,0,,1,0,0.45,EUR
,80,1751,X0016K02TP,Sellable,4,0,,4,0,1.00,EUR
,80,1632,X0016K02V3,Sellable,2,0,,2,0,0.50,EUR
,80,1960,X0016K02W7,Sellable,2,0,,2,0,0.50,EUR
,80,1772,X0016K030D,Sellable,4,0,,4,0,1.00,EUR
,80,1653,X0016K030N,Sellable,2,0,,2,0,0.50,EUR
,80,1921,X0016K0349,Sellable,4,0,,4,0,1.80,EUR
,80,1925,X0016K038F,Sellable,2,0,,2,0,0.90,EUR
,80,1758,X0016K30VH,Sellable,1,0,,1,0,0.25,EUR
,80,1866,X0016K30XF,Sellable,3,0,,3,0,0.75,EUR
,80,1858,X0016K314D,Sellable,2,0,,2,0,0.90,EUR
,80,1950,X0016K4GOR,Sellable,2,0,,2,0,0.50,EUR
,80,2000,X0016K4GSD,Sellable,2,0,,2,0,0.50,EUR
,80,1949,X0016K4GT7,Sellable,2,0,,2,0,0.50,EUR
,80,1815,X0016K4GVP,Sellable,1,0,,1,0,0.25,EUR
,80,1841,X0016K4GWJ,Sellable,2,0,,2,0,0.90,EUR
,80,1918,X0016K4GXN,Sellable,2,0,,2,0,0.50,EUR
,80,1880,X0016K4H0F,Sellable,2,0,,2,0,0.50,EUR
,80,2027,X00173L2HH,Sellable,1,1,,0,0,,
,80,2025,X00173OOKJ,Sellable,2,2,,0,0,,
,80,2070,X00173UG9R,Sellable,2,2,,0,0,,
,80,2068,X00173UKO3,Sellable,2,2,,0,0,,
,80,2028,X00173UKQV,Sellable,2,2,,0,0,,
,80,2026,X00173UKUR,Sellable,2,2,,0,0,,
,80,2024,X00173UKW5,Sellable,2,2,,0,0,,
,80,2036,X00173VKLZ,Sellable,2,2,,0,0,,
,80,2062,X00173VKPV,Sellable,2,2,,0,0,,
,80,2029,X00173VKQ5,Sellable,4,4,,0,0,,
,80,2071,X00173VKSN,Sellable,2,2,,0,0,,
,80,2067,X00173VKV5,Sellable,4,4,,0,0,,
,80,2418,X0017KFXN9,Sellable,1,0,,1,0,0.25,EUR
,80,2612,X0017KFXNJ,Sellable,1,0,,1,0,0.25,EUR
,80,2609,X0017KFXON,Sellable,2,0,,2,0,0.50,EUR
,80,2378,X0017KFXQL,Sellable,2,0,,2,0,0.50,EUR
,80,2495,X0017KFXT3,Sellable,1,0,,1,0,0.45,EUR
,80,2379,X0017KFY0B,Sellable,2,0,,2,0,0.50,EUR
,80,2610,X0017KHV07,Sellable,1,0,,1,0,0.45,EUR
,80,2336,X0017KHV2F,Sellable,1,0,,1,0,0.25,EUR
,80,2407,X0017KHZKN,Sellable,2,0,,2,0,0.50,EUR
,80,2254,X0017KHZML,Sellable,3,0,,3,0,0.75,EUR
,80,2586,X0017KHZMV,Sellable,1,0,,1,0,0.25,EUR
,80,2445,X0017KHZT9,Sellable,1,0,,1,0,0.25,EUR
,80,2474,X0017KIJZ3,Sellable,1,0,,1,0,0.90,EUR
,80,2611,X0017KIJZX,Sellable,1,0,,1,0,0.25,EUR
,80,2368,X0017KIK11,Sellable,2,0,,2,0,0.50,EUR
,80,2500,X0017KIK39,Sellable,1,0,,1,0,0.25,EUR
,80,2372,X0017KIK3J,Sellable,1,0,,1,0,0.45,EUR
,80,2264,X0017KIK43,Sellable,1,0,,1,0,0.90,EUR
,80,2297,X0017KIK7P,Sellable,1,0,,1,0,0.45,EUR
,80,2532,X0017KIKJN,Sellable,1,0,,1,0,0.45,EUR
,80,2391,X0017KIKNJ,Sellable,1,0,,1,0,0.45,EUR
,80,2389,X0017KIKOX,Sellable,1,0,,1,0,0.45,EUR
,80,2633,X0017M7RJF,Sellable,15,0,,15,0,3.75,EUR
,80,2646,X0017M7RK9,Sellable,3,0,,3,0,0.75,EUR
,80,2632,X0017MDLG3,Sellable,18,0,,18,0,16.20,EUR
,80,2678,X00180GNJL,Sellable,1,0,,1,0,0.90,EUR
,80,2735,X00180IUEH,Sellable,4,0,,4,0,1.80,EUR
,80,2728,X00180IUG5,Sellable,2,0,,2,0,0.90,EUR
,80,2742,X00180IZUV,Sellable,1,0,,1,0,0.45,EUR
,80,2681,X00180K9NH,Sellable,1,0,,1,0,0.45,EUR
,80,2757,X0018768ZX,Sellable,1,1,,0,0,,
,80,2819,X00187691B,Sellable,4,4,,0,0,,
,80,2814,X001876TFH,Sellable,4,4,,0,0,,
,80,2780,X001876TFR,Sellable,1,1,,0,0,,
,80,2776,X001876Y5R,Sellable,1,1,,0,0,,
,80,2806,X001877YRJ,Sellable,4,4,,0,0,,
,80,2966,X0018FKJ0P,Sellable,1,1,,0,0,,
,80,2935,X0018FKJ2X,Sellable,2,2,,0,0,,
,80,2963,X0018FKJ6J,Sellable,1,1,,0,0,,
,80,2918,X0018FKJ8R,Sellable,1,1,,0,0,,
,80,2992,X0018FKJC3,Sellable,1,1,,0,0,,
,80,2898,X0018FKJG9,Sellable,1,1,,0,0,,
,80,2960,X0018FKZMR,Sellable,1,1,,0,0,,
,80,2958,X0018FKZOP,Sellable,1,1,,0,0,,
,80,2991,X0018FKZPJ,Sellable,1,1,,0,0,,
,80,2962,X0018FKZRH,Sellable,1,1,,0,0,,
,80,2973,X0018FKZTF,Sellable,1,1,,0,0,,
,80,2921,X0018FL06H,Sellable,1,1,,0,0,,
,80,2897,X0018FL0PN,Sellable,1,1,,0,0,,
,80,2981,X0018FM0R5,Sellable,1,1,,0,0,,
,80,2961,X0018FM0VV,Sellable,1,1,,0,0,,
,80,2941,X0018FM0ZH,Sellable,1,1,,0,0,,
,80,2901,X0018FZMRP,Sellable,1,1,,0,0,,
,80,2944,X0018FZT6T,Sellable,1,1,,0,0,,
,80,2954,X0018FZT7D,Sellable,1,1,,0,0,,
,80,3026,X0018XLFO1,Sellable,2,0,,2,0,0.50,EUR
,80,3041,X0018XLFQJ,Sellable,2,0,,2,0,0.50,EUR
,80,3010,X0018XLFRX,Sellable,14,0,,14,0,3.50,EUR
,80,3042,X0018XLFU5,Sellable,1,0,,1,0,0.25,EUR
,80,3034,X0018XMUXL,Sellable,1,0,,1,0,0.90,EUR
,80,3057,X0018XMUYP,Sellable,1,0,,1,0,0.45,EUR
,80,3022,X0018XNTLN,Sellable,3,0,,3,0,1.35,EUR
,80,3106,X0019AIAFF,Sellable,8,0,,8,0,2.00,EUR
,80,3259,X0019CBZ0F,Sellable,2,2,,0,0,,
,80,3244,X0019CBZ23,Sellable,2,0,,2,0,0.50,EUR
,80,3182,X0019CBZCX,Sellable,2,2,,0,0,,
,81,980,X0013CFEXF,Sellable,2,0,,2,0,0.90,EUR
,81,1031,X0013LDLHH,Sellable,2,0,,2,0,0.50,EUR
,81,1008,X0013LDLHR,Sellable,1,1,,0,0,,
,81,1041,X0013LDLIB,Sellable,2,0,,2,0,0.50,EUR
,81,1030,X0013LFFH1,Sellable,1,1,,0,0,,
,81,1147,X0013LFFKX,Sellable,2,2,,0,0,,
,81,1019,X0013LFNYB,Sellable,2,2,,0,0,,
,81,1012,X0013LFNZ5,Sellable,1,0,,1,0,0.25,EUR
,81,1107,X0013LFPAD,Sellable,1,0,,1,0,0.25,EUR
,81,1116,X0013LFPAX,Sellable,2,2,,0,0,,
,81,1081,X0013LFPBR,Sellable,1,1,,0,0,,
,81,994,X0013LFPCL,Sellable,2,2,,0,0,,
,81,1064,X0013LFPFX,Sellable,1,1,,0,0,,
,81,1063,X0013LGFGL,Sellable,3,0,,3,0,0.75,EUR
,81,1098,X0013LGIPT,Sellable,2,2,,0,0,,
,81,999,X0013LGIQN,Sellable,2,0,,2,0,0.50,EUR
,81,1110,X0013LHHZ9,Sellable,2,0,,2,0,0.50,EUR
,81,1372,X0014MYL3X,Sellable,1,0,,1,0,0.90,EUR
,81,1266,X0014N1MKH,Sellable,1,0,,1,0,1.30,EUR
,81,1282,X0014N1P31,Sellable,2,0,,2,0,0.50,EUR
,81,1387,X0014N2SDR,Sellable,1,0,,1,0,1.30,EUR
,81,1317,X0014N2SFP,Sellable,1,0,,1,0,0.25,EUR
,81,1451,X0014N2SFZ,Sellable,2,0,,2,0,0.50,EUR
,81,1458,X0014N2SIR,Sellable,2,0,,2,0,0.50,EUR
,81,1310,X0014N2SKF,Sellable,2,0,,2,0,0.90,EUR
,81,1287,X0014N2SL9,Sellable,1,0,,1,0,0.90,EUR
,81,1270,X0014N377D,Sellable,3,0,,3,0,1.35,EUR
,81,1304,X0014N37A5,Sellable,2,0,,2,0,0.90,EUR
,81,1323,X0014N37C3,Sellable,2,0,,2,0,1.80,EUR
,81,1536,X00151MBL7,Sellable,1,0,,1,0,0.45,EUR
,81,1507,X00151O93F,Sellable,1,0,,1,0,0.45,EUR
,81,1516,X00151O93P,Sellable,3,0,,3,0,0.75,EUR
,81,1741,X0016JV9ZR,Sellable,1,0,,1,0,0.25,EUR
,81,1763,X0016JVAKL,Sellable,1,0,,1,0,0.25,EUR
,81,1975,X0016JVASD,Sellable,1,0,,1,0,0.25,EUR
,81,1951,X0016JVASX,Sellable,1,0,,1,0,0.45,EUR
,81,1947,X0016JVAZ1,Sellable,1,0,,1,0,0.25,EUR
,81,1983,X0016JVB23,Sellable,1,0,,1,0,0.45,EUR
,81,1753,X0016JVB8H,Sellable,1,0,,1,0,0.45,EUR
,81,1831,X0016JY3SH,Sellable,1,0,,1,0,0.25,EUR
,81,1566,X0016K00OH,Sellable,1,0,,1,0,0.25,EUR
,81,1931,X0016K012D,Sellable,1,0,,1,0,0.25,EUR
,81,1598,X0016K0141,Sellable,1,0,,1,0,0.25,EUR
,81,1998,X0016K0155,Sellable,1,0,,1,0,0.45,EUR
,81,2203,X00173L25J,Sellable,1,1,,0,0,,
,81,2148,X00173L281,Sellable,1,1,,0,0,,
,81,2090,X00173OOOF,Sellable,1,1,,0,0,,
,81,2147,X00173UGBF,Sellable,1,1,,0,0,,
,81,2099,X00173UKS9,Sellable,1,1,,0,0,,
,81,2189,X00173UKVB,Sellable,1,1,,0,0,,
,81,2097,X00173UKX9,Sellable,1,1,,0,0,,
,81,2219,X00173VKPL,Sellable,1,1,,0,0,,
,81,2181,X00173VKR9,Sellable,1,1,,0,0,,
,81,2212,X00173VKRJ,Sellable,1,1,,0,0,,
,81,2128,X00173VKRT,Sellable,1,1,,0,0,,
,81,2235,X00173VKZL,Sellable,1,1,,0,0,,
,81,2543,X0017KFXJN,Sellable,1,0,,1,0,0.25,EUR
,81,2266,X0017KFXLB,Sellable,1,0,,1,0,0.25,EUR
,81,2358,X0017KFXLV,Sellable,1,0,,1,0,0.25,EUR
,81,2401,X0017KHV8J,Sellable,1,0,,1,0,0.25,EUR
,81,2598,X0017KHVDJ,Sellable,1,0,,1,0,0.25,EUR
,81,2507,X0017KHVEN,Sellable,1,0,,1,0,0.25,EUR
,81,2294,X0017KHVF7,Sellable,1,0,,1,0,0.45,EUR
,81,2626,X0017KHZSZ,Sellable,1,0,,1,0,0.25,EUR
,81,2281,X0017KHZXP,Sellable,1,0,,1,0,0.25,EUR
,81,2521,X0017KIKIJ,Sellable,2,0,,2,0,0.90,EUR
,81,2298,X0017KIKLV,Sellable,1,1,,0,0,,
,81,2267,X0017KILYR,Sellable,1,0,,1,0,0.25,EUR
,81,2832,X00187696B,Sellable,1,1,,0,0,,
,81,2818,X001876THF,Sellable,1,1,,0,0,,
,81,2837,X001876TM5,Sellable,2,2,,0,0,,
,81,2781,X001877YQ5,Sellable,1,1,,0,0,,
,81,2763,X001877YS3,Sellable,1,1,,0,0,,
,81,2903,X0018FJAT1,Sellable,2,2,,0,0,,
,81,2892,X0018FJB8V,Sellable,2,2,,0,0,,
,81,2917,X0018FKIY7,Sellable,2,2,,0,0,,
,81,2915,X0018FKJ0F,Sellable,2,2,,0,0,,
,81,2945,X0018FKJ0Z,Sellable,2,2,,0,0,,
,81,2989,X0018FKJ7N,Sellable,2,2,,0,0,,
,81,2876,X0018FKJAP,Sellable,2,2,,0,0,,
,81,2887,X0018FKJF5,Sellable,2,2,,0,0,,
,81,2934,X0018FKJFZ,Sellable,1,1,,0,0,,
,81,2939,X0018FKJIH,Sellable,2,2,,0,0,,
,81,2931,X0018FKJJ1,Sellable,2,2,,0,0,,
,81,2988,X0018FKJO1,Sellable,2,2,,0,0,,
,81,2880,X0018FKZQX,Sellable,2,2,,0,0,,
,81,2948,X0018FL02B,Sellable,2,2,,0,0,,
,81,2936,X0018FL03F,Sellable,2,2,,0,0,,
,81,2938,X0018FL0B7,Sellable,2,2,,0,0,,
,81,2896,X0018FL0E9,Sellable,2,2,,0,0,,
,81,2927,X0018FL0EJ,Sellable,2,2,,0,0,,
,81,2923,X0018FL0GR,Sellable,2,2,,0,0,,
,81,2908,X0018FM0MZ,Sellable,2,2,,0,0,,
,81,2965,X0018FM0Q1,Sellable,2,2,,0,0,,
,81,2877,X0018FM0QB,Sellable,2,2,,0,0,,
,81,2952,X0018FM0QL,Sellable,2,2,,0,0,,
,81,2922,X0018FM0RZ,Sellable,2,2,,0,0,,
,81,2888,X0018FM0XJ,Sellable,2,2,,0,0,,
,81,2914,X0018FM10L,Sellable,2,2,,0,0,,
,81,2943,X0018FM16P,Sellable,2,2,,0,0,,
,81,2946,X0018FZT8H,Sellable,1,1,,0,0,,
,81,3083,X0018XLFOL,Sellable,1,0,,1,0,0.25,EUR
,81,3077,X0018XLFRD,Sellable,1,0,,1,0,0.25,EUR
,81,3044,X0018XNTM7,Sellable,1,0,,1,0,0.25,EUR
,81,3043,X0018XPSVH,Sellable,1,0,,1,0,0.45,EUR
,81,3150,X0019CBYTH,Sellable,1,0,,1,0,0.45,EUR
,81,3233,X0019CBZHN,Sellable,2,0,,2,0,0.90,EUR
,81,3161,X0019CDJCH,Sellable,1,0,,1,0,0.45,EUR
,81,3218,X0019CDJE5,Sellable,1,0,,1,0,0.25,EUR
,81,3269,X0019CDJJ5,Sellable,3,3,,0,0,,
,81,3274,X0019CESTZ,Sellable,3,3,,0,0,,
,81,3293,X0019MZHQD,Sellable,10,6,,4,0,1.00,EUR
,82,3121,X0019AF95J,Unsellable,1,1,,0,0,,
,83,3107,B004XNLCGG,Unsellable,1,1,,0,0,,
,83,3287,B01BKRYIZ4,Unsellable,1,0,,1,0,0.00,EUR
,83,1118,X0013LFNX7,Unsellable,1,0,,1,0,0.00,EUR
,83,1917,X0016K0335,Unsellable,1,1,,0,0,,
,83,2471,X0017KIKFH,Unsellable,1,0,,1,0,0.00,EUR
,83,3160,X0019CBYUL,Unsellable,1,0,,1,0,0.00,EUR
,84,1917,X0016K0335,Sellable,2,0,,2,0,0.90,EUR
,85,1214,X0013V652Z,Sellable,1,0,,1,0,0.45,EUR
,86,1263,X0014N1AV3,Sellable,2,0,,2,0,1.80,EUR
,87,399,X00105U3UT,Sellable,1,0,,1,0,0.00,EUR
,88,353,X00102O303,Sellable,1,0,,1,0,0.25,EUR
,89,358,X00102NLCT,Sellable,2,0,,2,0,0.50,EUR
,90,1388,X0014MYLB5,Unsellable,1,0,,1,0,1.30,EUR
,90,3160,X0019CBYUL,Unsellable,1,0,,1,0,0.45,EUR
,91,1142,X0013LFO0T,Unsellable,1,0,,1,0,0.90,EUR
,92,1358,X0014MYLDD,Unsellable,1,0,,1,0,5.50,EUR
,92,2653,X0017MD9AB,Unsellable,1,0,,1,0,1.30,EUR
,92,3102,X0019ASF0F,Unsellable,7,0,,7,0,1.75,EUR
,93,1126,X0013LFFKD,Unsellable,1,0,,1,0,0.90,EUR
,93,3121,X0019AF95J,Unsellable,5,0,,5,0,1.25,EUR
,94,1358,X0014MYLDD,Unsellable,1,0,,1,0,1.30,EUR
,94,1359,X0014N1MJ3,Unsellable,1,0,,1,0,0.45,EUR
,94,1360,X0014N2SNR,Unsellable,1,0,,1,0,0.90,EUR
,94,3279,X0019DCB93,Unsellable,1,0,,1,0,0.65,EUR
,95,3282,X0019DMWFB,Sellable,6,0,6,,0,1.80,EUR
,97,3002,X0018PL4Y5,Unsellable,1,0,,1,0,0.65,EUR
,97,3270,X0019CDJKJ,Unsellable,1,0,,1,0,0.25,EUR
,98,2244,X00176Z2P7,Sellable,6,0,,6,0,1.50,EUR
,99,1471,X0014N1P4F,Unsellable,1,0,,1,0,2.00,EUR
,99,2660,X0017TCSLF,Unsellable,1,0,,1,0,1.00,EUR
,99,3002,X0018PL4Y5,Unsellable,1,0,,1,0,0.65,EUR
,100,2657,X0017NYB25,Sellable,8,0,,8,0,2.00,EUR
,100,2865,X00188U67D,Sellable,1,0,,1,0,0.45,EUR
,100,2864,X001891OVJ,Sellable,5,0,,5,0,1.25,EUR
,100,2996,X0018LC2P9,Sellable,3,0,,3,0,0.75,EUR
,100,2999,X0018LC9TD,Sellable,15,0,,15,0,3.75,EUR
,100,3000,X0018LCPBZ,Sellable,9,0,,9,0,4.05,EUR
,102,1358,X0014MYLDD,Unsellable,1,0,,1,0,5.50,EUR
,102,1647,X0016K4GV5,Unsellable,1,0,,1,0,2.00,EUR
,104,455,X0010AO305,Sellable,4,0,,4,0,1.00,EUR
,105,940,X0013CEU03,Unsellable,1,0,,1,0,2.00,EUR
,105,1224,X0013VD965,Unsellable,1,0,,1,0,0.25,EUR
,105,2853,X00187GJW5,Unsellable,1,1,,0,0,,
,106,2051,X00173VKU1,Unsellable,1,0,,1,0,0.00,EUR
,107,352,X00102749F,Sellable,3,0,,3,0,0.00,EUR
,107,330,X0010CZGKJ,Sellable,2,0,,2,0,0.00,EUR
,107,333,X0010CZI07,Sellable,2,0,,2,0,0.00,EUR
,107,347,X0010CZKJV,Sellable,5,0,,5,0,0.00,EUR
,107,338,X0010CZM2L,Sellable,1,0,,1,0,0.00,EUR
,107,331,X0010K8I8D,Sellable,2,0,,2,0,0.00,EUR
,107,348,X0010K9KSZ,Sellable,3,0,,3,0,0.00,EUR
,108,1142,X0013LFO0T,Sellable,3,0,,3,0,0.00,EUR
,108,1123,X0013LGIPJ,Sellable,3,0,,3,0,0.00,EUR
,108,1226,X0013V65F7,Sellable,4,0,,4,0,0.00,EUR
,108,1466,X0014MYLBF,Sellable,9,0,,9,0,0.00,EUR
,108,1284,X0014MYLD3,Sellable,6,0,,6,0,0.00,EUR
,108,1358,X0014MYLDD,Sellable,10,0,,10,0,0.00,EUR
,108,1385,X0014N1AXB,Sellable,9,0,,9,0,0.00,EUR
,108,1398,X0014N1MIT,Sellable,7,1,,6,0,0.00,EUR
,108,1472,X0014N2SJB,Sellable,3,0,,3,0,0.00,EUR
,108,1335,X0014N2SKP,Sellable,27,0,,27,0,0.00,EUR
,108,1312,X0014N3737,Sellable,10,0,,10,0,0.00,EUR
,108,1470,X0014N379L,Sellable,5,0,,5,0,0.00,EUR
,108,1326,X0014N37B9,Sellable,19,0,,19,0,0.00,EUR
,108,1534,X00151MBLH,Sellable,2,0,,2,0,0.00,EUR
,108,1525,X00151NX3R,Sellable,12,0,,12,0,0.00,EUR
,108,1555,X00151O97V,Sellable,4,0,,4,0,0.00,EUR
,109,290,B06XCP6CCZ,Sellable,1,1,,0,0,,
,109,11,X000YYNSDB,Sellable,1,1,,0,0,,
,109,4,X000YYNVAV,Sellable,1,0,,1,0,0.00,EUR
,109,15,X000YYNWA5,Unsellable,1,1,,0,0,,
,109,44,X000Z2QEZ1,Sellable,2,0,,2,0,0.00,EUR
,109,51,X000Z2QLMH,Sellable,1,0,,1,0,0.00,EUR
,109,50,X000Z2QR8P,Sellable,3,0,,3,0,0.00,EUR
,109,100,X000Z87A9J,Sellable,1,0,,1,0,0.00,EUR
,109,123,X000Z99K5Z,Sellable,1,1,,0,0,,
,109,119,X000Z99KA5,Sellable,1,1,,0,0,,
,109,38,X000ZACS0N,Sellable,2,0,,2,0,0.00,EUR
,109,39,X000ZACS53,Sellable,2,2,,0,0,,
,109,55,X000ZF18QN,Sellable,2,0,,2,0,0.00,EUR
,109,73,X000ZFE1MV,Sellable,2,0,,2,0,0.00,EUR
,109,187,X000ZHAXNF,Sellable,1,1,,0,0,,
,109,197,X000ZHB0FZ,Sellable,2,2,,0,0,,
,109,142,X000ZL0ZAH,Sellable,1,1,,0,0,,
,109,124,X000ZL11SH,Sellable,1,0,,1,0,0.00,EUR
,109,121,X000ZL12DB,Sellable,1,1,,0,0,,
,109,122,X000ZL14C5,Sellable,1,1,,0,0,,
,109,139,X000ZL14IJ,Sellable,1,0,,1,0,0.00,EUR
,109,151,X000ZL14QV,Sellable,1,1,,0,0,,
,109,191,X000ZL586N,Sellable,2,2,,0,0,,
,109,66,X000ZMXG6L,Sellable,2,0,,2,0,0.00,EUR
,109,101,X000ZNSACF,Sellable,1,0,,1,0,0.00,EUR
,109,129,X000ZOX7GX,Sellable,2,1,,1,0,0.00,EUR
,109,137,X000ZOXCLD,Sellable,1,1,,0,0,,
,109,135,X000ZOXEQ1,Sellable,1,0,,1,0,0.00,EUR
,109,204,X000ZP1VYR,Sellable,2,2,,0,0,,
,109,132,X000ZU1PYN,Sellable,1,1,,0,0,,
,109,219,X000ZUB6JH,Sellable,1,0,,1,0,0.00,EUR
,109,232,X000ZUMCO5,Sellable,1,0,,1,0,0.00,EUR
,109,229,X000ZUYYY1,Sellable,1,0,,1,0,0.00,EUR
,109,224,X000ZUZK9T,Sellable,1,0,,1,0,0.00,EUR
,109,237,X000ZV0LXX,Sellable,1,0,,1,0,0.00,EUR
,109,231,X000ZV0ZHP,Sellable,1,0,,1,0,0.00,EUR
,109,221,X000ZV1RSV,Sellable,1,1,,0,0,,
,109,240,X000ZVKV3X,Sellable,1,0,,1,0,0.00,EUR
