referralFeeCategoryId,countryCode,referralFeeCategoryNameEn,referralFeePercentage,reducedReferralFeePercentage,reducedReferralFeeLimit,reducedReferralFeeThreshold,perItemMinimumReferralFee,closingFee,currencyCode
,TR,Additive Manufacturing,0.150000,,,,0.00,0.00,TRY
,TR,Amazon Device Accessories,0.150000,,,,0.00,0.00,TRY
,TR,Automotive and Powersports,0.070000,,,,0.00,0.00,TRY
,TR,Baby Products,0.115000,,,,0.00,0.00,TRY
,TR,Backpacks and Handbags,0.150000,,,,0.00,0.00,TRY
,TR,"Beauty, Health, and Personal Care*",0.110000,,,,0.00,0.00,TRY
,TR,"Beer, Wine, and Spirits",0.150000,,,,0.00,0.00,TRY
,TR,Books,0.102000,,,,0.00,0.00,TRY
,TR,"Media – Books, DVD, Music, Software, Video",0.100000,,,,0.00,0.00,TRY
,TR,"Business, Industrial, and Scientific Supplies",0.150000,,,,0.00,0.00,TRY
,TR,Car and Motorbike Electronic Accessories,0.070000,,,,0.00,0.00,TRY
,TR,Clothing and Accessories,0.150000,,,,0.00,0.00,TRY
,TR,Compact Appliances,0.150000,,,,0.00,0.00,TRY
,TR,Computers,0.060000,,,,0.00,0.00,TRY
,TR,Computer Accessories,0.060000,,,,0.00,0.00,TRY
,TR,Consumer Electronics,0.060000,,,,0.00,0.00,TRY
,TR,Cycling,0.150000,,,,0.00,0.00,TRY
,TR,Cycling Accessories,0.150000,,,,0.00,0.00,TRY
,TR,DIY & Tools,0.150000,,,,0.00,0.00,TRY
,TR,Education Supplies,0.150000,,,,0.00,0.00,TRY
,TR,Electronic Accessories,0.110000,,,,0.00,0.00,TRY
,TR,Eyewear,0.150000,,,,0.00,0.00,TRY
,TR,Flow Control and Filtration,0.150000,,,,0.00,0.00,TRY
,TR,Fluid Transfer,0.150000,,,,0.00,0.00,TRY
,TR,Food Service,0.150000,,,,0.00,0.00,TRY
,TR,Footwear,0.150000,,,,0.00,0.00,TRY
,TR,Full-Size Appliances,0.150000,,,,0.00,0.00,TRY
,TR,Furniture,0.150000,,,,0.00,0.00,TRY
,TR,Grocery and Gourmet,0.127000,,,,0.00,0.00,TRY
,TR,Handmade,0.150000,,,,0.00,0.00,TRY
,TR,Home and Kitchen,0.150000,,,,0.00,0.00,TRY
,TR,Industrial Electrical Supplies,0.150000,,,,0.00,0.00,TRY
,TR,Industrial Tools and Instruments,0.150000,,,,0.00,0.00,TRY
,TR,Jewelry,0.200000,,,,0.00,0.00,TRY
,TR,Lawn and Garden,0.140000,,,,0.00,0.00,TRY
,TR,Material Handling,0.150000,,,,0.00,0.00,TRY
,TR,Mattresses,0.150000,,,,0.00,0.00,TRY
,TR,Metalworking,0.150000,,,,0.00,0.00,TRY
,TR,Musical Instruments and AV Production,0.150000,,,,0.00,0.00,TRY
,TR,Office Products,0.120000,,,,0.00,0.00,TRY
,TR,Pet Products,0.127000,,,,0.00,0.00,TRY
,TR,Renewable Energy Supplies,0.150000,,,,0.00,0.00,TRY
,TR,Personal Care Appliances,0.136000,,,,0.00,0.00,TRY
,TR,Shoes and Handbags,0.150000,,,,0.00,0.00,TRY
,TR,Software,0.150000,,,,0.00,0.00,TRY
,TR,Sports and Outdoors,0.100000,,,,0.00,0.00,TRY
,TR,Tires,0.150000,,,,0.00,0.00,TRY
,TR,Tools and Home Improvement,0.150000,,,,0.00,0.00,TRY
,TR,Toys and Games,0.130000,,,,0.00,0.00,TRY
,TR,Video Games and Gaming Accessories,0.100000,,,,0.00,0.00,TRY
,TR,Video Games Consoles,0.085000,,,,0.00,0.00,TRY
,TR,Watches,0.150000,,,,0.00,0.00,TRY
,TR,Everything else,0.100000,,,,0.00,0.00,TRY
