skuId,sku,countryCode,fnsku,skuAcquisitionCostExc,skuAcquisitionCostInc,skuAfnTotalQuantity,skuAverageSellingPriceInc,skuAverageNetMargin,skuAverageNetMarginPercentage,skuAverageReturnOnInvestmentRate,skuAverageDailyReturnOnInvestmentRate,isActive,numberOfActiveDays,numberOfUnitSold,skuAverageUnitSoldPerDay,skuRestockAlertQuantity,skuIsTest
,"Expodif-nov.19-2,64-200",FR,null,2.63,2.78,0,15.95,1.74,0.13120,0.65970,0.00248,FALSE,null,2,0.00,1,FALSE
,"Expodif-nov.19-2,64-201",FR,null,2.63,2.78,0,18.00,4.56,0.32770,1.73390,0.02312,FALSE,null,2,0.02,1,FALSE
,"Expodif-nov.19-4,75-202",FR,null,4.63,4.89,0,29.95,16.13,0.53860,3.48380,0.28413,FALSE,null,1,0.17,1,FALSE
,"Expodif-nov.19-2,64-203",FR,null,2.63,2.78,0,17.00,0.09,0.01140,0.03420,0.00009,FALSE,null,1,0.00,1,FALSE
,"Expodif-nov.19-4,22-204",FR,null,4.13,4.36,0,19.90,5.42,0.32470,1.31230,0.00500,FALSE,null,2,0.01,1,FALSE
,"Expodif-nov.19-2,11-205",FR,null,2.13,2.25,0,15.90,0.90,0.10020,0.42250,0.00210,FALSE,null,2,0.01,1,FALSE
,"Expodif-nov.19-4,75-206",FR,null,4.63,4.89,0,24.95,6.01,0.33430,1.29810,0.00995,FALSE,null,1,0.01,1,FALSE
,"Expodif-nov.19-5,28-207",FR,X0013LGHNH,5.13,5.42,0,24.95,4.35,0.22300,0.84700,0.00436,FALSE,null,2,0.01,1,FALSE
,"Expodif-nov.19-2,64-208",FR,null,2.63,2.78,0,16.95,1.87,0.17150,0.71110,0.00325,FALSE,null,2,0.01,1,FALSE
,"Expodif-nov.19-2,11-209",FR,null,2.13,2.25,0,16.95,5.10,0.35550,2.39440,0.02441,FALSE,null,3,0.02,1,FALSE
,"Expodif-nov.19-6,33-210",FR,null,6.13,6.47,0,29.95,9.64,0.41730,1.57260,0.01947,FALSE,null,2,0.02,1,FALSE
,"Expodif-nov.19-4,75-211",FR,null,4.63,4.89,0,19.95,1.01,0.07380,0.21810,0.00065,FALSE,null,1,0.00,1,FALSE
,"Expodif-nov.19-2,64-212",FR,null,2.63,2.78,0,24.95,5.26,0.32250,2.00000,0.03607,FALSE,null,1,0.03,1,FALSE
,"Expodif-nov.19-2,64-213",FR,null,2.63,2.78,0,19.95,1.48,0.11200,0.56150,0.00289,FALSE,null,3,0.01,1,FALSE
,"Expodif-nov.19-2,64-214",FR,null,2.63,2.78,0,19.95,0.09,0.00860,0.03420,0.00020,FALSE,null,3,0.01,1,FALSE
,"Stokomani-nov.19-6,48-001",FR,null,5.65,6.78,0,21.99,7.65,0.34790,1.35400,0.05496,FALSE,null,1,0.06,1,FALSE
,"Stokomani-nov.19-3,7-002",FR,null,3.76,3.96,0,12.72,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Stokomani-nov.19-6,5-003",FR,null,6.41,6.76,0,22.40,7.97,0.35580,1.24340,0.05180,FALSE,null,1,0.06,1,FALSE
,"Stokomani-nov.19-4,4-024",FR,X0013V7O11,4.42,4.66,0,11.96,3.28,0.22620,0.74210,0.00290,FALSE,null,1,0.01,1,FALSE
,"Stokomani-nov.19-12,5-005",FR,null,12.10,12.76,0,31.20,8.38,0.26860,0.69260,0.01968,FALSE,null,1,0.04,1,FALSE
,"Stokomani-nov.19-12,46-023",FR,null,10.63,12.76,0,30.90,10.62,0.34370,0.99910,0.41390,FALSE,null,1,0.50,1,FALSE
,"Stokomani-nov.19-3,25-007",FR,null,3.33,3.51,0,11.70,0.66,0.05640,0.19820,0.00323,FALSE,null,2,0.02,1,FALSE
,"Stokomani-nov.19-10,25-008",FR,null,9.97,10.51,0,29.95,1.46,0.06520,0.14640,0.00038,FALSE,null,1,0.00,1,FALSE
,"Stokomani-nov.19-8,5-009",FR,null,8.31,8.76,0,16.00,0.66,0.04130,0.07940,0.00041,FALSE,null,1,0.01,1,FALSE
,"Stokomani-nov.19-5,25-010",FR,null,5.23,5.51,0,25.00,-0.35,-0.02690,-0.06690,-0.00018,FALSE,null,1,0.00,1,FALSE
,"Stokomani-nov.19-12,25-011",FR,null,11.86,12.51,0,12.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Stokomani-nov.19-7,25-012",FR,null,7.12,7.51,0,9.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Stokomani-nov.19-6,24-013",FR,null,6.16,6.50,0,20.90,6.92,0.31250,1.12280,0.01044,FALSE,null,3,0.01,1,FALSE
,"Stokomani-nov.19-13,25-014",FR,null,11.67,14.01,0,39.98,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Stokomani-nov.19-2,74-016",FR,null,2.53,3.04,0,12.00,2.51,0.20920,0.99210,0.10347,FALSE,null,1,0.14,1,FALSE
,"Stokomani-nov.19-20,24-017",FR,null,17.12,20.54,0,49.99,20.04,0.40090,1.17060,1.17060,FALSE,null,2,1.00,1,FALSE
,"Stokomani-nov.19-13,24-018",FR,null,11.66,14.00,0,29.92,8.24,0.27480,0.70670,0.00082,FALSE,null,1,0.00,1,FALSE
,"Stokomani-nov.19-5,24-020",FR,B0009U7DT2,5.20,6.24,0,27.42,8.05,0.36700,1.54890,0.06071,FALSE,null,16,0.06,1,FALSE
,"Stokomani-nov.19-0,99-021",FR,null,1.08,1.29,0,8.99,2.12,0.24310,1.96370,0.20713,FALSE,null,31,0.17,1,FALSE
,"Stokomani-nov.19-4,47-022",FR,null,3.98,4.77,0,14.99,null,null,null,null,FALSE,null,7,0.54,1,FALSE
,"Stokomani-nov.19-16,25-023",FR,null,13.79,16.55,0,40.12,null,null,null,null,FALSE,null,4,0.57,1,FALSE
,"Stokomani-nov.19-3,25-024",FR,X0013VD965,2.96,3.55,0,10.80,null,null,null,null,FALSE,null,3,0.02,1,FALSE
,"Stokomani-nov.19-3,75-025",FR,null,3.38,4.05,0,10.68,null,null,null,null,FALSE,null,5,0.07,1,FALSE
,"Stokomani-nov.19-10,24-015",FR,null,9.17,11.01,0,24.99,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Stokomani-nov.19-20,25-027",FR,null,17.13,20.55,0,42.91,13.86,0.32300,0.80910,0.14661,FALSE,null,3,0.23,1,FALSE
,"Stokomani-nov.19-20,24-019",FR,null,17.13,20.55,0,57.40,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Stokomani-nov.19-10,25-029",FR,null,8.79,10.55,0,26.99,null,null,null,null,FALSE,null,5,0.71,1,FALSE
,"Stokomani-nov.19-4,73-030",FR,null,4.19,5.03,0,19.99,null,null,null,null,FALSE,null,2,0.40,1,FALSE
,"Stokomani-nov.19-4,73-031",FR,null,4.19,5.03,0,16.68,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Stokomani-nov.19-4,73-032",FR,null,4.19,5.03,0,16.99,null,null,null,null,FALSE,null,2,0.15,1,FALSE
,"Stokomani-nov.19-7,84-033",FR,null,6.78,8.14,0,19.38,3.10,0.16000,0.45720,0.02332,FALSE,null,3,0.06,1,FALSE
,"Stokomani-nov.19-4,05-034",FR,null,3.63,4.35,0,14.99,3.95,0.26360,1.08830,0.27820,FALSE,null,18,0.33,1,FALSE
,Expodif-nov19-4-1000,FR,null,3.33,3.52,0,17.85,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Stokomani-nov.19-4,99-001",FR,B01EWEJDDY,5.24,6.29,0,11.39,0.91,0.06270,0.17320,0.01040,FALSE,null,49,0.06,1,FALSE
,"Stokomani-nov.19-1,99-002",FR,null,1.91,2.29,0,6.99,1.97,0.28160,1.03060,1.57138,FALSE,null,12,1.33,1,FALSE
,"Stokomani-nov.19-2,99-003",FR,null,3.08,3.25,0,9.90,1.87,0.18930,0.60830,0.28030,FALSE,null,23,0.52,1,FALSE
,"Stokomani-nov.19-4,22-004",FR,null,3.77,4.52,0,14.87,null,null,null,null,FALSE,null,29,0.50,1,FALSE
,"Stokomani-nov.19-3,79-005",FR,null,3.41,4.09,0,14.99,4.57,0.30460,1.33870,0.12524,FALSE,null,5,0.14,1,FALSE
,"Stokomani-nov.19-4,47-006",FR,null,3.98,4.77,0,19.99,7.81,0.39070,1.96230,0.15961,FALSE,null,3,0.14,1,FALSE
,"Stokomani-nov.19-19,99-007",FR,null,16.91,20.29,0,45.50,null,null,null,null,FALSE,null,5,0.07,1,FALSE
,"Stokomani-nov.19-9,99-008",FR,null,8.58,10.29,0,23.99,6.76,0.28160,0.78740,0.43760,FALSE,null,5,0.63,1,FALSE
,"Stokomani-nov.19-9,4-009",FR,null,8.08,9.70,0,26.88,9.54,0.35490,1.18070,2.58151,FALSE,null,17,1.64,1,FALSE
,"Stokomani-nov.19-19,99-010",FR,null,16.91,20.29,0,62.90,null,null,null,null,FALSE,null,5,0.08,1,FALSE
,"Expodif-nov.19-3,67-214",FR,X00142GBU9,3.48,3.67,0,13.90,4.29,0.30860,1.23280,0.04151,FALSE,null,10,0.05,1,FALSE
,"Expodif-nov.19-7,05-215",FR,null,6.68,7.05,0,24.00,7.89,0.32900,1.18180,0.02368,FALSE,null,9,0.03,1,FALSE
,"Expodif-nov.19-3,59-216",FR,null,3.40,3.59,0,13.70,3.65,0.26660,1.07440,0.06112,FALSE,null,10,0.08,1,FALSE
,"Expodif-nov.19-3,84-217",FR,null,3.64,3.84,0,14.90,5.35,0.35910,1.46980,0.03258,FALSE,null,10,0.04,1,FALSE
,"Expodif-nov.19-4,05-218",FR,null,3.84,4.05,0,15.80,4.68,0.30350,1.21830,0.02189,FALSE,null,17,0.03,1,FALSE
,"Expodif-nov.19-4,94-219",FR,X00142MMP7,4.68,4.94,0,19.90,8.02,0.40480,1.71300,0.01347,FALSE,null,10,0.01,1,FALSE
,"Expodif-nov.19-4,94-220",FR,X00142GC7B,4.68,4.94,0,19.90,6.36,0.34060,1.35810,0.01305,FALSE,null,12,0.02,1,FALSE
,"Expodif-nov.19-3,67-221",FR,null,3.48,3.67,0,13.50,3.38,0.25060,0.97220,1.05258,FALSE,null,18,1.06,1,FALSE
,"Expodif-nov.19-3,67-222",FR,null,3.48,3.67,0,13.90,3.32,0.24660,0.95310,0.02363,FALSE,null,12,0.03,1,FALSE
,"Expodif-nov.19-3,67-223",FR,null,3.48,3.67,0,13.50,3.37,0.24960,0.96840,1.69065,FALSE,null,19,1.46,1,FALSE
,"Expodif-nov.19-3,67-224",FR,null,3.48,3.67,0,11.25,1.47,0.13070,0.42240,0.02377,FALSE,null,1,0.07,1,FALSE
,"Expodif-nov.19-3,67-225",FR,null,3.48,3.67,0,11.25,1.47,0.13070,0.42240,0.00318,FALSE,null,1,0.01,1,FALSE
,"Expodif-nov.19-4,94-226",FR,null,4.68,4.94,0,16.58,1.99,0.14980,0.42520,0.00142,FALSE,null,1,0.00,1,FALSE
,"Expodif-nov.19-4,05-227",FR,null,3.84,4.05,0,13.17,-0.23,-0.02560,-0.05990,-0.00015,FALSE,null,1,0.00,1,FALSE
,"Expodif-nov.19-3,59-228",FR,null,3.40,3.59,0,11.42,1.70,0.14890,0.50000,0.01420,FALSE,null,4,0.03,1,FALSE
,Expodif-juin19-6-362,FR,null,5.82,6.14,0,18.70,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-janv.20-5,28-001",FR,null,5.00,5.28,0,19.90,5.71,0.28690,1.14200,0.00634,FALSE,null,2,0.01,1,FALSE
,"Expodif-janv.20-7,91-002",FR,null,7.50,7.91,0,29.90,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-janv.20-3,9-003",FR,null,3.70,3.90,0,14.95,3.07,0.22500,0.82910,0.01139,FALSE,null,9,0.02,1,FALSE
,"Expodif-janv.20-4,44-004",FR,null,4.21,4.44,0,14.95,2.50,0.16720,0.59380,0.00923,FALSE,null,7,0.02,1,FALSE
,"Expodif-janv.20-7,91-005",FR,null,7.50,7.91,0,29.95,10.31,0.34420,1.37470,0.00988,FALSE,null,1,0.01,1,FALSE
,"Expodif-janv.20-7,91-006",FR,null,7.50,7.91,0,29.95,10.40,0.34730,1.38710,0.03046,FALSE,null,3,0.03,1,FALSE
,"Expodif-janv.20-3,17-007",FR,null,3.00,3.17,0,14.95,0.03,0.00330,0.01000,0.00006,FALSE,null,2,0.01,1,FALSE
,"Expodif-janv.20-2,64-008",FR,null,2.50,2.64,0,14.95,5.44,0.36780,2.17600,0.02572,FALSE,null,2,0.02,1,FALSE
,"Expodif-janv.20-2,11-009",FR,null,2.00,2.11,0,14.95,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-janv.20-5,28-010",FR,null,5.00,5.28,0,19.95,4.60,0.24680,0.91920,0.02850,FALSE,null,10,0.04,1,FALSE
,"Expodif-janv.20-3,9-011",FR,null,3.70,3.90,0,15.00,0.06,0.00520,0.01620,0.00018,FALSE,null,3,0.01,1,FALSE
,"Expodif-janv.20-5,28-012",FR,null,5.00,5.28,0,19.95,null,null,null,null,FALSE,null,1,0.02,1,FALSE
,"Expodif-janv.20-7,91-013",FR,null,7.50,7.91,0,29.95,3.08,0.15490,0.41070,0.00219,FALSE,null,2,0.01,1,FALSE
,"Expodif-janv.20-2,64-014",FR,null,2.50,2.64,0,14.95,6.16,0.41200,2.46400,0.02372,FALSE,null,3,0.02,1,FALSE
,"Expodif-janv.20-3,69-015",FR,null,3.50,3.69,0,14.90,5.12,0.34360,1.46290,0.40214,FALSE,null,3,0.38,1,FALSE
,"Expodif-janv.20-5,28-016",FR,null,5.00,5.28,0,49.00,null,null,null,null,FALSE,null,2,0.01,1,FALSE
,"Expodif-janv.20-4,22-017",FR,null,4.00,4.22,0,19.95,11.14,0.55840,2.78500,0.04537,FALSE,null,2,0.03,1,FALSE
,"Expodif-janv.20-3,17-018",FR,X0014N2SFF,3.00,3.17,0,14.95,4.55,0.32160,1.51670,0.01222,FALSE,null,2,0.01,1,FALSE
,"Expodif-janv.20-5,28-019",FR,null,5.00,5.28,0,19.95,7.31,0.36640,1.46200,0.25263,FALSE,null,1,0.25,1,FALSE
,"Expodif-janv.20-4,75-020",FR,null,4.50,4.75,0,17.95,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-janv.20-4,43-021",FR,null,4.20,4.43,0,17.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-janv.20-4,43-022",FR,null,4.20,4.43,0,17.00,1.58,0.13390,0.37560,0.00396,FALSE,null,4,0.01,1,FALSE
,"Expodif-janv.20-3,9-023",FR,null,3.70,3.90,0,14.95,1.03,0.09370,0.27840,0.00258,FALSE,null,3,0.01,1,FALSE
,"Expodif-janv.20-4,64-024",FR,X0014N2SMN,4.40,4.64,0,17.50,4.30,0.24890,0.97790,0.01171,FALSE,null,12,0.02,1,FALSE
,"Expodif-janv.20-4,43-025",FR,null,4.20,4.43,0,16.95,6.15,0.36280,1.46430,0.00615,FALSE,null,1,0.01,1,FALSE
,"Expodif-janv.20-6,54-026",FR,null,6.20,6.54,0,25.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-janv.20-4,33-027",FR,null,4.10,4.33,0,16.50,5.29,0.32060,1.29020,0.01238,FALSE,null,3,0.01,1,FALSE
,"Expodif-janv.20-3,9-028",FR,null,3.70,3.90,0,14.90,4.34,0.29130,1.17300,0.01665,FALSE,null,2,0.02,1,FALSE
,"Expodif-janv.20-4,43-029",FR,null,4.20,4.43,0,16.90,4.16,0.24620,0.99050,0.00479,FALSE,null,1,0.01,1,FALSE
,"Expodif-janv.20-4,22-030",FR,null,4.00,4.22,0,15.90,5.46,0.34340,1.36500,0.00572,FALSE,null,2,0.01,1,FALSE
,"Expodif-janv.20-3,9-031",FR,X0014N1MMF,3.70,3.90,0,14.90,4.06,0.28640,1.09600,0.00162,FALSE,null,2,0.00,1,FALSE
,"Expodif-janv.20-4,22-032",FR,null,4.00,4.22,0,15.90,4.49,0.29020,1.12250,0.00268,FALSE,null,2,0.00,1,FALSE
,"Expodif-janv.20-4,75-033",FR,null,4.50,4.75,0,17.90,6.07,0.33910,1.34890,0.00470,FALSE,null,1,0.01,1,FALSE
,"Expodif-janv.20-4,75-034",FR,null,4.50,4.75,0,17.90,6.07,0.33910,1.34890,0.00612,FALSE,null,1,0.01,1,FALSE
,"Expodif-janv.20-3,17-035",FR,null,3.00,3.17,0,14.95,5.76,0.37750,1.91890,0.01365,FALSE,null,3,0.01,1,FALSE
,"Expodif-janv.20-3,17-036",FR,null,3.00,3.17,0,19.95,0.42,0.04210,0.13840,0.00070,FALSE,null,2,0.01,1,FALSE
,"Expodif-janv.20-3,17-037",FR,null,3.00,3.17,0,20.29,8.99,0.45910,2.99670,0.01424,FALSE,null,2,0.01,1,FALSE
,"Expodif-janv.20-4,22-038",FR,null,4.00,4.22,0,19.95,8.31,0.41650,2.07750,0.10760,FALSE,null,2,0.09,1,FALSE
,"Expodif-janv.20-3,17-039",FR,null,3.00,3.17,0,15.95,4.19,0.30130,1.39500,0.00909,FALSE,null,2,0.01,1,FALSE
,"Expodif-janv.20-4,22-040",FR,null,4.00,4.22,0,15.95,6.05,0.37930,1.51250,0.01721,FALSE,null,1,0.02,1,FALSE
,"Expodif-janv.20-3,17-041",FR,null,3.00,3.17,0,17.95,8.20,0.45680,2.73330,0.02424,FALSE,null,1,0.02,1,FALSE
,"Expodif-janv.20-2,64-042",FR,null,2.50,2.64,0,15.00,4.60,0.33160,1.84000,0.01359,FALSE,null,3,0.01,1,FALSE
,"Expodif-janv.20-4,75-043",FR,null,4.50,4.75,0,18.00,null,null,null,null,FALSE,null,0,null,1,FALSE
,"Expodif-janv.20-4,75-044",FR,null,4.50,4.75,0,18.00,5.45,0.31740,1.21040,0.00728,FALSE,null,3,0.01,1,FALSE
