afnRemovalShipmentId,afnRemovalOrderId,dataStartTime,dataEndTime,requestDate,shipmentDate,skuId,fnsku,disposition,shippedQuantity,carrier,trackingNumber
,30,2019-01-01,2024-03-19,2023-01-17,2023-01-19,3293,X0019MZHQD,Sellable,5,"LP, LP, LP, LP, LP","8G02037325316, 8G02037326269, 8G02037326139, 8G02037326009, 8G02037326146"
,30,2019-01-01,2024-03-19,2023-01-17,2023-01-19,3257,X0019CDJJF,Sellable,1,"LP, LP, LP, LP, LP","8G02037325316, 8G02037326269, 8G02037326139, 8G02037326009, 8G02037326146"
,30,2019-01-01,2024-03-19,2023-01-17,2023-01-19,1064,X0013LFPFX,Sellable,1,"LP, LP, LP, LP, LP","8G02037325316, 8G02037326269, 8G02037326139, 8G02037326009, 8G02037326146"
,30,2019-01-01,2024-03-19,2023-01-17,2023-01-19,976,X0013CFHJB,Sellable,1,"LP, LP, LP, LP, LP","8G02037325316, 8G02037326269, 8G02037326139, 8G02037326009, 8G02037326146"
,30,2019-01-01,2024-03-19,2023-01-17,2023-01-19,2108,X00173UKST,Sellable,1,LP,8G02037330372
,30,2019-01-01,2024-03-19,2023-01-17,2023-01-19,2188,X00173UKVV,Sellable,1,LP,8G02037330372
,30,2019-01-01,2024-03-19,2023-01-17,2023-01-19,2836,X001877YPB,Sellable,1,LP,8G02037330372
,30,2019-01-01,2024-03-19,2023-01-17,2023-01-19,2992,X0018FKJC3,Sellable,1,LP,8G02037330372
,30,2019-01-01,2024-03-19,2023-01-17,2023-01-19,3769,X001HTMSE7,Sellable,1,LP,8G02037330372
,30,2019-01-01,2024-03-19,2023-01-17,2023-01-19,2818,X001876THF,Sellable,1,LP,8G02037330372
,30,2019-01-01,2024-03-19,2023-01-17,2023-01-19,3133,X0019CBZCD,Sellable,1,LP,8G02037330372
,30,2019-01-01,2024-03-19,2023-01-17,2023-01-19,3260,X0019CDJJP,Sellable,1,LP,8G02037330372
,30,2019-01-01,2024-03-19,2023-01-17,2023-01-19,3754,X001HTSS55,Sellable,1,LP,8G02037330372
,30,2019-01-01,2024-03-19,2023-01-17,2023-01-19,2902,X0018FKJHN,Sellable,1,LP,8G02037330372
,30,2019-01-01,2024-03-19,2023-01-17,2023-01-19,3489,X001GXMDGH,Sellable,1,LP,8G02037330372
,30,2019-01-01,2024-03-19,2023-01-17,2023-01-19,2981,X0018FM0R5,Sellable,1,LP,8G02037330372
,30,2019-01-01,2024-03-19,2023-01-17,2023-01-19,2097,X00173UKX9,Sellable,1,LP,8G02037330372
,30,2019-01-01,2024-03-19,2023-01-17,2023-01-19,2219,X00173VKPL,Sellable,1,LP,8G02037330372
,30,2019-01-01,2024-03-19,2023-01-17,2023-01-19,3766,X001HTMTOB,Sellable,1,LP,8G02037330372
,30,2019-01-01,2024-03-19,2023-01-17,2023-01-18,3032,X0018XNTO5,Sellable,1,LP,6G58058384023
,30,2019-01-01,2024-03-19,2023-01-17,2023-01-18,3191,X0019CBZF5,Sellable,1,LP,6G58058384023
,30,2019-01-01,2024-03-19,2023-01-17,2023-01-18,3343,X001DZ7FAH,Sellable,1,LP,6G58058384023
,30,2019-01-01,2024-03-19,2023-01-17,2023-01-18,3167,X0019CBXLB,Sellable,1,LP,6G58058384023
,30,2019-01-01,2024-03-19,2023-01-17,2023-01-18,3249,X0019CESSV,Sellable,1,LP,6G58058384023
,30,2019-01-01,2024-03-19,2023-01-17,2023-01-18,3232,X0019CDJIB,Sellable,1,LP,6G58058384023
,30,2019-01-01,2024-03-19,2023-01-17,2023-01-18,3058,X0018XLFP5,Sellable,1,LP,6G58058384023
,30,2019-01-01,2024-03-19,2023-01-17,2023-01-18,3754,X001HTSS55,Sellable,1,LP,6G58058384023
,30,2019-01-01,2024-03-19,2023-01-17,2023-01-18,3140,X0019CBYUV,Sellable,1,LP,6G58058384023
,30,2019-01-01,2024-03-19,2023-01-17,2023-01-18,3750,X001HTSSAP,Sellable,1,LP,6G58058384023
,30,2019-01-01,2024-03-19,2023-01-17,2023-01-18,3063,X0018XMV49,Sellable,1,LP,6G58058384023
,30,2019-01-01,2024-03-19,2023-01-17,2023-01-18,3098,X0018XPSYJ,Sellable,1,LP,6G58058384023
,30,2019-01-01,2024-03-19,2023-01-17,2023-01-18,3540,X001GLFRIZ,Sellable,1,LP,6G58058384023
,30,2019-01-01,2024-03-19,2023-01-17,2023-01-18,3062,X0018XPT0R,Sellable,1,LP,6G58058384023
,31,2019-01-01,2024-03-19,2023-01-03,2023-01-20,3778,X001N4MSIH,Sellable,1,LP,6G58171985220
,31,2019-01-01,2024-03-19,2023-01-03,2023-01-20,3778,X001N4MSIH,Sellable,20,LP,6G58171985220
,33,2019-01-01,2024-03-19,2022-12-21,2022-12-30,3739,X001MN9UET,Unsellable,1,COLIS,24000022220093130
,34,2019-01-01,2024-03-19,2022-12-06,2023-01-09,3772,X001N3BTPB,Unsellable,102,"LP, LP, LP","6C14871355046, 6C14871355114, 6G58169844416"
,34,2019-01-01,2024-03-19,2022-12-06,2023-01-10,3730,X001MFGU4Z,Unsellable,1,LP,6G57939161210
,35,2019-01-01,2024-03-19,2022-11-21,2022-12-30,3713,X001KV12LH,Unsellable,4,LP,6G58556636457
,38,2019-01-01,2024-03-19,2022-11-11,2022-11-16,3738,X001MNAW0Z,Unsellable,1,LP,6G57804522566
,41,2019-01-01,2024-03-19,2022-11-06,2022-11-17,3611,X001ID0GNH,Unsellable,1,DHLPL,22666047165
,42,2019-01-01,2024-03-19,2022-09-21,2022-10-04,3602,X001HVGSBJ,Unsellable,1,LP,6P56624422339
,43,2019-01-01,2024-03-19,2022-09-06,2022-09-19,3724,X001LR0D9R,Unsellable,1,LP,6G57796950682
,45,2019-01-01,2024-03-19,2022-08-06,2022-08-14,3621,X001HWC8ZN,Unsellable,1,COLIS,24000020974793130
,46,2019-01-01,2024-03-19,2022-08-06,2022-08-16,3611,X001ID0GNH,Unsellable,1,TAXIPOST,323212505100028602784030
,47,2019-01-01,2024-03-19,2022-07-06,2022-08-03,3586,X001HAB0XV,Unsellable,1,LP,6G56870757681
,48,2019-01-01,2024-03-19,2022-07-06,2022-07-29,3611,X001ID0GNH,Unsellable,2,HERMES,H1020280031859001044
,48,2019-01-01,2024-03-19,2022-07-06,2022-07-29,3621,X001HWC8ZN,Unsellable,1,DHLPL,22663661210
,49,2019-01-01,2024-03-19,2022-06-21,2022-07-13,3516,X001GXJHPR,Unsellable,1,LP,6G56869039316
,50,2019-01-01,2024-03-19,2022-06-21,2022-06-27,3647,X001KK4B8J,Unsellable,1,DHLPL,22663126407
,52,2019-01-01,2024-03-19,2022-05-06,2022-05-27,2870,X001891OUF,Unsellable,1,LP,8G48422489546
,53,2019-01-01,2024-03-19,2022-04-21,2022-05-23,3622,X001HWD13V,Unsellable,1,LP,6G57682687586
,53,2019-01-01,2024-03-19,2022-04-21,2022-05-20,3622,X001HWD13V,Unsellable,25,LP,6G56864768280
,53,2019-01-01,2024-03-19,2022-04-21,2022-04-28,3622,X001HWD13V,Unsellable,2,LP,8G02351310036
,54,2019-01-01,2024-03-19,2022-04-21,2022-04-22,3466,X001GFIF2L,Unsellable,1,LP,6G57430900400
,54,2019-01-01,2024-03-19,2022-04-21,2022-04-24,3623,X001HWCU5L,Unsellable,1,LP,6G57431015882
,54,2019-01-01,2024-03-19,2022-04-21,2022-04-22,3620,X001HYRWHP,Unsellable,1,DRUDE,00340312891920060039
,55,2019-01-01,2024-03-19,2022-04-08,2022-05-19,3614,X001HWD35H,Sellable,56,DRUDE,003406018110401310126
,55,2019-01-01,2024-03-19,2022-04-08,2022-04-11,3614,X001HWD35H,Sellable,32,"LP, LP","6G57355919044, 6G57355918214"
,57,2019-01-01,2024-03-19,2022-03-21,2022-03-22,3552,X001GZ0XSF,Unsellable,1,LP,6G57427493274
,57,2019-01-01,2024-03-19,2022-03-21,2022-04-26,3611,X001ID0GNH,Unsellable,1,COLIS,24000020634993130
,58,2019-01-01,2024-03-19,2022-03-06,2022-05-05,2741,X00180I6E1,Unsellable,1,LP,6G57679685946
,58,2019-01-01,2024-03-19,2022-03-06,2022-05-05,2681,X00180K9NH,Unsellable,1,LP,6G57679685946
,59,2019-01-01,2024-03-19,2022-02-21,2022-02-28,3539,X001GLGPCH,Unsellable,1,LP,6G57425099867
,59,2019-01-01,2024-03-19,2022-02-21,2022-02-28,3563,X001HABPP9,Unsellable,1,LP,6G57425099867
,59,2019-01-01,2024-03-19,2022-02-21,2022-02-22,3417,X001FVFLR3,Unsellable,2,LP,6G57775840300
,59,2019-01-01,2024-03-19,2022-02-21,2022-03-08,3121,X0019AF95J,Unsellable,1,COLIS,24100011999593130
,60,2019-01-01,2024-03-19,2022-02-06,2022-02-09,3392,X001FVFLNR,Unsellable,1,LP,6G57423356412
,61,2019-01-01,2024-03-19,2022-02-03,2022-04-25,3545,X001GLJ03X,Unsellable,3,LP,6G57678086515
,61,2019-01-01,2024-03-19,2022-02-03,2022-04-21,3545,X001GLJ03X,Unsellable,6,AMZN,CC0359519774
,61,2019-01-01,2024-03-19,2022-02-03,2022-02-10,3545,X001GLJ03X,Unsellable,3,LP,6G57343795766
,63,2019-01-01,2024-03-19,2022-01-21,2022-01-23,3408,X001FVFLN7,Unsellable,1,LP,6G57421606366
,63,2019-01-01,2024-03-19,2022-01-21,2022-04-18,3496,X001GXKNI7,Unsellable,1,COLIS,24000020572293130
,64,2019-01-01,2024-03-19,2022-01-06,2022-01-09,3490,X001GXJHR5,Unsellable,1,LP,6G57420187637
,65,2019-01-01,2024-03-19,2021-12-21,2022-01-10,3551,X001GLJ01F,Unsellable,1,LP,6G56856615035
,66,2019-01-01,2024-03-19,2021-12-06,2021-12-16,3406,X001FVIVWF,Unsellable,1,ADREXO,56590013397393130
,67,2019-01-01,2024-03-19,2021-11-21,2021-11-24,3430,X001FVJPCZ,Unsellable,1,ADREXO,56590012595193130
,67,2019-01-01,2024-03-19,2021-11-21,2021-11-24,3468,X001GFIF35,Unsellable,1,LP,6G56793060875
,67,2019-01-01,2024-03-19,2021-11-21,2021-11-22,3394,X001FVJPEX,Unsellable,1,LP,8G00892651618
,68,2019-01-01,2024-03-19,2021-10-06,2021-10-06,3121,X0019AF95J,Unsellable,1,LP,6G56844125119
,68,2019-01-01,2024-03-19,2021-10-06,2021-10-06,3335,X0019P927P,Unsellable,1,LP,6G56844125119
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,2591,X0017KIKHP,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,1919,X0016K3107,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,1787,X0016K00SN,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,2285,X0017KHZDZ,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,2434,X0017KFY2T,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,931,X0013CF93Z,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,1819,X0016JVB5P,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,1742,X0016JVACT,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,2633,X0017M7RJF,Sellable,2,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,1925,X0016K038F,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,1949,X0016K4GT7,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,1607,X0016JVAL5,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,2368,X0017KIK11,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,2364,X0017KI02Z,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,1820,X0016K4CZ5,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,2363,X0017KIKZ7,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,1939,X0016JVB6J,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,1817,X0016K00Y7,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,3031,X0018XPT07,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,984,X0013CFUWP,Sellable,3,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,2404,X0017KIKK7,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,2255,X0017KIK8J,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,2495,X0017KFXT3,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,1322,X0014N1MMZ,Sellable,9,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,2389,X0017KIKOX,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,2378,X0017KFXQL,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,2297,X0017KIK7P,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,1633,X0016JVB87,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,3162,X0019CESL3,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,2428,X0017KHVCZ,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,2306,X0017KHZWB,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,2391,X0017KIKNJ,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,1977,X0016JVA6P,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,3245,X0019CBZ1T,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,2613,X0017KIKCZ,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,2489,X0017KHZZ3,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,1910,X0016K4H1T,Sellable,2,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,2624,X0017KIKDT,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,2589,X0017KHZUX,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,1926,X0016K30Z3,Sellable,4,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,1618,X0016K015F,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,2315,X0017KI07P,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,2418,X0017KFXN9,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,1624,X0016K4DEZ,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,1640,X0016K4GYH,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,2268,X0017KFXZ7,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,2607,X0017KIK1V,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,2373,X0017KI0CF,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,1892,X0016JVAUL,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,1397,X0014N37AP,Sellable,3,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,1174,X0013LFFHB,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,2372,X0017KIK3J,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,2354,X0017KIK75,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,983,X0013CESKP,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,3079,X0018XLFOB,Sellable,2,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,2393,X0017KIKTD,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-30,1653,X0016K030N,Sellable,1,DRUDE,003406018110100736849
,69,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2897,X0018FL0PN,Sellable,2,DRUDE,003406018110401207284
,69,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2908,X0018FM0MZ,Sellable,2,DRUDE,003406018110401207284
,69,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2814,X001876TFH,Sellable,4,DRUDE,003406018110401207284
,69,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2065,X00173OOL3,Sellable,1,DRUDE,003406018110401207284
,69,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2035,X00173VL0F,Sellable,3,DRUDE,003406018110401207284
,69,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2991,X0018FKZPJ,Sellable,2,DRUDE,003406018110401207284
,69,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2062,X00173VKPV,Sellable,2,DRUDE,003406018110401207284
,69,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2917,X0018FKIY7,Sellable,2,DRUDE,003406018110401207284
,69,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2203,X00173L25J,Sellable,1,DRUDE,003406018110401207284
,69,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2754,X001877YSX,Sellable,1,DRUDE,003406018110401207284
,69,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2931,X0018FKJJ1,Sellable,2,DRUDE,003406018110401207284
,69,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2896,X0018FL0E9,Sellable,2,DRUDE,003406018110401207284
,69,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2159,X00173L2IL,Sellable,1,DRUDE,003406018110401207284
,69,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2072,X00173L26N,Sellable,1,DRUDE,003406018110401207284
,69,2019-01-01,2024-03-19,2021-09-18,2021-10-19,3259,X0019CBZ0F,Sellable,2,DRUDE,003406018110401207284
,69,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2880,X0018FKZQX,Sellable,2,DRUDE,003406018110401207284
,69,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2758,X0018769A7,Sellable,1,DRUDE,003406018110401207284
,69,2019-01-01,2024-03-19,2021-09-18,2021-10-19,1334,X0014MYLC9,Sellable,1,DRUDE,003406018110401207284
,69,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2226,X00173VKM9,Sellable,1,DRUDE,003406018110401207284
,69,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2067,X00173VKV5,Sellable,5,DRUDE,003406018110401207284
,69,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2029,X00173VKQ5,Sellable,5,DRUDE,003406018110401207284
,69,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2137,X00173VKZV,Sellable,1,DRUDE,003406018110401207284
,69,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2776,X001876Y5R,Sellable,2,DRUDE,003406018110401207284
,69,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2803,X001876911,Sellable,1,DRUDE,003406018110401207284
,69,2019-01-01,2024-03-19,2021-09-18,2021-10-19,1957,X0016K316V,Sellable,1,DRUDE,003406018110401207284
,69,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2797,X00187691V,Sellable,4,DRUDE,003406018110401207284
,69,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2079,X00173L2GD,Sellable,1,DRUDE,003406018110401207284
,69,2019-01-01,2024-03-19,2021-09-18,2021-10-19,1127,X0013LGJKN,Sellable,2,DRUDE,003406018110401207284
,69,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2963,X0018FKJ6J,Sellable,1,DRUDE,003406018110401207284
,69,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2813,X001876TKH,Sellable,4,DRUDE,003406018110401207284
,69,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2961,X0018FM0VV,Sellable,2,DRUDE,003406018110401207284
,69,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2820,X001876TIJ,Sellable,1,DRUDE,003406018110401207284
,69,2019-01-01,2024-03-19,2021-09-18,2021-10-19,1019,X0013LFNYB,Sellable,2,DRUDE,003406018110401207284
,69,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2026,X00173UKUR,Sellable,2,DRUDE,003406018110401207284
,69,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2071,X00173VKSN,Sellable,3,DRUDE,003406018110401207284
,69,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2915,X0018FKJ0F,Sellable,2,DRUDE,003406018110401207284
,69,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2952,X0018FM0QL,Sellable,2,DRUDE,003406018110401207284
,69,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2988,X0018FKJO1,Sellable,1,DRUDE,003406018110401207284
,69,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2978,X0018FL049,Sellable,1,DRUDE,003406018110401207284
,69,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2966,X0018FKJ0P,Sellable,2,DRUDE,003406018110401207284
,69,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2877,X0018FM0QB,Sellable,2,DRUDE,003406018110401207284
,69,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2128,X00173VKRT,Sellable,1,DRUDE,003406018110401207284
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-18,1322,X0014N1MMZ,Sellable,3,LP,6G57306235810
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-18,2699,X00180IUGF,Sellable,1,LP,6G57306235810
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-18,3026,X0018XLFO1,Sellable,1,LP,6G57306235810
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-18,3244,X0019CBZ23,Sellable,1,LP,6G57306235810
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-18,1955,X0016JVA8N,Sellable,1,LP,6G57306235810
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-18,3246,X0019CBZIH,Sellable,1,LP,6G57306235810
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-18,3141,X0019CBZCN,Sellable,1,LP,6G57306235810
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-18,2715,X00180GNJ1,Sellable,1,LP,6G57306235810
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-18,1054,X0013LGHPF,Sellable,1,LP,6G57306235810
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-18,3165,X0019CBYSX,Sellable,1,LP,6G57306235810
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-18,2000,X0016K4GSD,Sellable,1,LP,6G57306235810
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-18,1959,X0016K0187,Sellable,1,LP,6G57306235810
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-18,3130,X0019CBZBJ,Sellable,1,LP,6G57306235810
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-18,3010,X0018XLFRX,Sellable,1,LP,6G57306235810
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-18,1838,X0016K01AF,Sellable,1,LP,6G57306235810
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-18,3192,X0019CBZDH,Sellable,1,LP,6G57306235810
,69,2019-01-01,2024-03-19,2021-09-18,2021-09-18,1974,X0016K02TF,Sellable,1,LP,6G57306235810
,70,2019-01-01,2024-03-19,2021-09-18,2021-09-24,1976,X0016JY7E7,Sellable,4,LP,6G56785103290
,70,2019-01-01,2024-03-19,2021-09-18,2021-09-24,2377,X0017KIKLL,Sellable,1,LP,6G56785103290
,70,2019-01-01,2024-03-19,2021-09-18,2021-09-24,2272,X0017KI0C5,Sellable,1,LP,6G56785103290
,70,2019-01-01,2024-03-19,2021-09-18,2021-09-24,1789,X0016K3111,Sellable,3,LP,6G56785103290
,70,2019-01-01,2024-03-19,2021-09-18,2021-09-24,2310,X0017KIKDJ,Sellable,1,LP,6G56785103290
,70,2019-01-01,2024-03-19,2021-09-18,2021-09-24,2451,X0017KFXVV,Sellable,1,LP,6G56785103290
,70,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2181,X00173VKR9,Sellable,1,DRUDE,003406018110401205921
,70,2019-01-01,2024-03-19,2021-09-18,2021-10-19,1116,X0013LFPAX,Sellable,2,DRUDE,003406018110401205921
,70,2019-01-01,2024-03-19,2021-09-18,2021-10-19,1098,X0013LGIPT,Sellable,2,DRUDE,003406018110401205921
,70,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2914,X0018FM10L,Sellable,2,DRUDE,003406018110401205921
,70,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2890,X0018FKJ3H,Sellable,2,DRUDE,003406018110401205921
,70,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2922,X0018FM0RZ,Sellable,2,DRUDE,003406018110401205921
,70,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2927,X0018FL0EJ,Sellable,2,DRUDE,003406018110401205921
,70,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2903,X0018FJAT1,Sellable,1,DRUDE,003406018110401205921
,70,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2948,X0018FL02B,Sellable,2,DRUDE,003406018110401205921
,70,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2892,X0018FJB8V,Sellable,2,DRUDE,003406018110401205921
,70,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2895,X0018FKJZF,Sellable,2,DRUDE,003406018110401205921
,70,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2921,X0018FL06H,Sellable,1,DRUDE,003406018110401205921
,70,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2938,X0018FL0B7,Sellable,2,DRUDE,003406018110401205921
,70,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2973,X0018FKZTF,Sellable,2,DRUDE,003406018110401205921
,70,2019-01-01,2024-03-19,2021-09-18,2021-10-19,1088,X0013LGFC5,Sellable,1,DRUDE,003406018110401205921
,70,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2989,X0018FKJ7N,Sellable,2,DRUDE,003406018110401205921
,70,2019-01-01,2024-03-19,2021-09-18,2021-10-19,2028,X00173UKQV,Sellable,2,DRUDE,003406018110401205921
