fbaFeeId,asinId,packageLength,packageWidth,packageHeight,packageWeight,priceGridFbaFeeId
,153,13.3,13.1,4.8,310.0,6
,154,20.8,15.0,1.8,220.0,4
,155,24.0,21.4,2.2,962.0,10
,156,23.2,16.7,2.8,717.0,5
,157,26.0,20.6,1.8,558.0,5
,158,20.2,13.4,2.8,500.0,5
,159,20.8,15.0,1.7,320.0,4
,160,29.5,24.4,2.3,1480.0,11
,161,33.0,26.2,2.8,2160.0,18
,162,13.2,12.9,4.8,300.0,6
,163,31.0,21.6,2.2,1060.0,10
,164,23.8,16.0,3.8,760.0,5
,165,22.2,14.2,3.0,499.0,5
,166,24.8,19.2,2.6,920.0,5
,167,28.6,22.8,2.4,1520.0,11
,168,21.0,13.6,5.4,780.0,6
,169,22.2,13.8,2.6,460.0,5
,170,26.2,20.4,2.4,1139.0,10
,171,20.8,14.8,1.8,380.0,4
,172,20.8,15.0,1.4,260.0,4
,173,24.0,19.2,2.0,780.0,5
,174,21.8,16.6,2.2,1501.0,11
,175,23.3,15.4,3.2,580.0,5
,176,20.8,14.8,1.6,220.0,4
,177,25.0,17.2,2.2,780.0,5
,178,29.0,21.8,0.8,422.0,4
,179,20.8,14.8,2.0,300.0,4
,180,29.0,21.0,2.4,1080.0,10
,181,22.8,18.8,2.8,940.0,5
,182,23.2,19.0,1.8,800.0,5
,183,24.9,20.1,2.5,880.0,5
,184,22.8,18.8,3.2,1061.0,10
,185,23.2,17.0,3.8,898.0,5
,186,25.8,20.4,1.4,740.0,5
,187,22.6,18.8,4.0,1040.0,10
,188,23.8,15.4,3.2,580.0,5
,189,48.0,30.2,5.8,1360.0,25
,190,23.2,16.7,2.8,717.0,5
,191,29.5,23.6,2.5,1440.0,11
,192,34.4,26.2,2.0,1460.0,17
,193,23.6,19.6,2.0,660.0,5
,194,23.5,19.9,2.1,820.0,5
,195,26.6,24.6,1.8,1060.0,10
,196,25.2,19.6,2.4,1080.0,10
,197,29.6,25.8,2.8,1800.0,17
,198,29.2,24.0,2.0,1202.0,10
,199,26.2,24.2,2.0,1280.0,10
,200,22.8,18.6,2.0,400.0,4
,201,18.8,10.6,1.4,340.0,4
,202,28.0,22.0,1.2,800.0,5
,203,18.8,13.0,1.2,120.0,3
,204,27.4,20.0,1.0,381.0,4
,205,28.8,24.6,2.4,1420.0,11
,206,29.4,17.8,10.2,300.0,8
,207,22.2,18.4,1.8,340.0,4
,208,19.8,13.0,2.2,10.0,2
,209,20.8,13.8,7.2,280.0,8
,210,22.4,14.2,3.4,520.0,5
,211,21.8,14.0,2.2,340.0,4
,212,20.4,14.0,2.6,440.0,5
,213,21.9,14.6,4.6,800.0,6
,214,22.5,14.0,2.8,428.0,5
,215,22.5,14.7,2.0,300.0,4
,216,22.4,14.0,3.6,460.0,5
,217,21.4,13.6,3.0,420.0,5
,218,23.6,15.2,3.6,581.0,5
,219,20.8,13.0,2.0,240.0,4
,220,20.2,14.0,2.6,540.0,5
,221,20.0,13.0,2.0,358.0,4
,222,22.4,14.0,4.0,481.0,5
,223,22.4,14.4,2.6,422.0,5
,224,23.1,14.2,3.0,680.0,5
,225,23.2,14.6,3.8,662.0,5
,226,24.0,15.2,3.8,700.0,5
,227,22.6,15.8,3.6,370.0,5
,228,20.8,14.0,4.1,750.0,6
,229,20.5,14.0,1.9,180.0,3
,230,21.6,14.8,2.4,500.0,5
,231,21.4,13.8,3.4,431.0,5
,232,21.4,13.4,1.6,10.0,2
,233,22.3,15.6,3.6,640.0,5
,234,23.8,14.6,3.6,660.0,5
,235,20.4,13.0,3.2,360.0,5
,236,21.4,15.4,4.6,780.0,6
,237,24.0,15.4,3.7,620.0,5
,238,23.4,15.4,5.0,680.0,6
,239,21.8,14.8,1.6,220.0,4
,240,21.4,13.6,4.2,522.0,6
,241,20.8,14.0,3.8,860.0,5
,242,17.8,10.6,5.4,720.0,6
,243,24.2,19.2,3.6,1220.0,10
,244,20.4,13.8,2.0,480.0,5
,245,22.3,14.0,2.3,340.0,4
,246,30.6,23.8,2.4,1380.0,10
,247,22.9,18.5,1.5,280.0,4
,248,24.0,19.4,2.8,640.0,5
,249,19.8,14.0,3.8,680.0,5
,250,22.8,14.4,3.4,580.0,5
,251,22.8,15.2,2.4,430.0,4
,252,23.4,19.2,3.2,1740.0,11
,253,27.4,25.4,3.2,1780.0,17
,254,20.2,16.8,2.4,460.0,4
,255,22.0,22.0,2.8,1080.0,10
,256,22.0,17.2,1.6,540.0,5
,257,22.6,15.2,3.0,460.0,5
,258,23.8,17.0,2.2,840.0,5
,259,29.0,22.4,2.4,1302.0,10
,260,22.3,18.8,1.3,230.0,4
,261,20.8,15.0,1.6,340.0,4
,262,24.0,19.2,2.4,581.0,5
,263,24.0,19.0,2.8,640.0,5
,264,23.6,19.4,2.8,581.0,5
,265,18.8,14.0,3.8,740.0,5
,266,25.0,19.6,1.6,560.0,5
,267,22.4,13.8,2.0,260.0,4
,268,18.8,13.0,3.0,360.0,5
,269,22.4,14.0,2.8,420.0,5
,270,24.0,19.2,3.0,960.0,5
,271,19.2,19.2,2.4,720.0,5
,272,28.4,23.2,1.4,520.0,9
,273,24.0,19.4,3.0,1040.0,10
,274,27.4,19.2,6.6,280.0,8
,275,18.0,13.8,1.5,83.0,3
,277,14.4,8.6,1.4,82.0,3
,278,19.0,13.6,1.6,100.0,3
,279,39.0,29.2,5.6,1140.0,16
,280,18.0,13.8,1.5,83.0,3
,281,18.0,13.8,1.5,83.0,3
,282,18.8,13.7,1.5,113.0,3
,283,19.2,13.6,3.2,200.0,5
,284,19.0,14.0,3.2,222.0,5
,285,18.0,13.8,1.5,83.0,3
,286,17.1,13.6,1.2,60.0,2
,287,17.0,13.6,1.4,80.0,3
,288,20.0,14.6,4.6,320.0,6
,290,18.4,13.6,1.6,200.0,3
,291,18.0,13.8,1.5,83.0,3
,292,18.0,13.8,1.5,83.0,3
,293,18.0,13.8,1.5,83.0,3
,294,18.0,13.8,1.5,83.0,3
,295,18.0,13.8,1.5,83.0,3
,296,19.1,13.6,1.5,80.0,3
,297,49.2,31.2,4.5,660.0,23
,298,20.2,20.0,6.8,380.0,8
,299,27.0,27.0,6.5,1061.0,16
,300,18.0,13.8,1.5,83.0,3
,301,15.4,13.4,4.0,20.0,5
,302,20.6,14.8,4.0,75.0,5
,303,18.0,13.8,1.5,83.0,3
,304,17.5,14.0,1.0,60.0,1
,305,33.8,23.4,5.4,280.0,8
,306,17.0,15.8,2.8,80.0,5
,307,18.0,13.8,1.5,83.0,3
,308,29.0,12.0,12.0,300.0,8
,309,32.6,27.2,5.0,340.0,14
,310,49.9,24.2,9.9,220.0,23
,311,18.0,13.8,1.5,83.0,3
