fbaFeeId,asinId,packageLength,packageWidth,packageHeight,packageWeight,priceGridFbaFeeId
,654,21.0,14.6,3.4,520.0,5
,655,24.6,18.2,1.2,440.0,4
,656,21.8,15.0,2.0,460.0,4
,657,22.3,14.0,1.2,190.0,3
,658,23.8,19.0,1.2,620.0,5
,659,27.2,21.0,1.0,460.0,4
,660,22.8,16.0,2.2,380.0,4
,661,19.4,14.6,1.6,320.0,4
,662,23.0,15.0,4.6,1180.0,10
,663,20.8,14.8,1.4,200.0,3
,664,21.8,13.4,2.2,180.0,3
,665,21.8,14.0,3.0,399.0,5
,666,20.4,14.0,1.4,140.0,3
,667,22.4,14.0,3.6,499.0,5
,668,22.0,14.0,2.3,380.0,4
,669,20.8,14.2,2.0,380.0,4
,670,25.0,17.0,3.6,780.0,5
,671,21.8,14.0,2.2,560.0,5
,672,18.8,12.8,1.8,200.0,3
,673,31.6,26.3,1.4,850.0,15
,674,21.6,13.8,2.8,640.0,5
,675,21.4,14.9,1.8,358.0,4
,676,25.6,19.8,2.4,1160.0,10
,677,16.2,14.0,3.4,920.0,5
,678,31.0,23.5,2.0,1380.0,10
,679,21.9,14.1,4.2,680.0,6
,680,26.4,19.4,1.8,721.0,5
,681,21.4,14.9,1.8,358.0,4
,682,21.8,15.0,3.0,520.0,5
,683,34.2,20.8,1.0,560.0,9
,684,23.8,19.6,1.0,380.0,4
,685,21.1,14.1,1.6,200.0,3
,686,24.0,19.6,1.1,440.0,4
,687,28.0,22.4,3.4,1860.0,11
,688,23.9,16.0,3.3,570.0,5
,689,20.4,14.1,2.4,320.0,4
,690,21.0,15.0,2.5,420.0,4
,691,20.4,13.2,2.4,310.0,4
,692,23.8,19.6,1.2,460.0,4
,693,28.0,22.0,3.0,1460.0,11
,694,20.8,16.4,3.0,700.0,5
,695,23.8,19.2,1.2,100.0,3
,696,23.8,19.6,1.2,360.0,4
,697,21.0,19.6,5.4,100.0,6
,698,25.2,19.2,2.0,840.0,5
,699,23.9,16.1,3.4,730.0,5
,700,23.0,15.0,3.4,590.0,5
,701,20.8,14.0,1.8,360.0,4
,702,25.2,19.4,1.2,660.0,5
,703,25.2,19.8,2.4,740.0,5
,704,24.1,17.2,2.3,920.0,5
,705,29.2,23.4,2.6,1520.0,11
,706,37.6,27.6,1.6,960.0,16
,707,24.0,16.0,2.4,420.0,4
,708,25.2,18.6,2.0,820.0,5
,709,28.2,20.4,1.4,640.0,5
,710,23.9,16.1,2.4,490.0,5
,711,26.0,21.8,2.4,1070.0,10
,712,22.2,14.4,2.8,680.0,5
,713,28.2,22.0,1.8,720.0,5
,714,22.1,19.6,1.0,360.0,4
,715,21.4,14.9,1.8,358.0,4
,716,22.8,16.6,2.8,680.0,5
,717,21.8,15.0,2.2,340.0,4
,718,25.0,17.5,5.5,2060.0,12
,719,25.0,19.0,1.6,820.0,5
,720,21.2,13.4,3.0,400.0,5
,721,20.5,13.0,2.8,300.0,5
,722,18.8,13.0,1.4,340.0,4
,723,24.0,16.1,3.6,730.0,5
,724,23.0,15.2,3.8,580.0,5
,725,19.6,16.5,1.0,140.0,3
,726,26.7,26.6,1.9,1250.0,16
,727,22.0,14.0,2.2,320.0,4
,728,22.8,15.4,3.0,440.0,5
,729,20.6,14.2,2.8,400.0,5
,730,18.8,12.8,2.2,260.0,4
,731,36.2,28.8,4.0,3800.0,19
,732,19.8,15.0,1.2,420.0,4
,733,26.2,24.0,2.4,700.0,9
,734,21.0,14.0,2.8,640.0,5
,735,19.8,11.8,2.4,240.0,4
,736,17.9,12.6,2.1,130.0,3
,737,20.8,14.6,2.2,380.0,4
,738,39.1,26.6,3.4,2480.0,18
,739,24.6,24.2,2.2,980.0,10
,740,19.0,17.2,2.0,500.0,5
,741,24.0,16.0,3.4,1440.0,11
,742,22.8,15.0,2.6,440.0,5
,743,23.1,15.2,4.5,720.0,6
,744,21.8,17.0,1.0,280.0,4
,745,21.2,14.0,2.2,299.0,4
,746,21.8,15.0,1.5,220.0,4
,747,18.0,14.4,1.6,200.0,3
,748,36.5,29.0,3.5,3440.0,19
,749,18.8,12.8,1.4,160.0,3
,750,21.4,14.0,1.8,200.0,3
,751,24.0,16.2,3.7,770.0,5
,752,21.8,14.0,2.3,420.0,4
,753,26.8,26.6,2.2,1260.0,16
,754,22.0,14.2,3.0,500.0,5
,755,29.8,23.0,0.8,420.0,4
,756,21.8,13.8,1.6,160.0,3
,757,31.8,25.8,2.4,1880.0,17
,758,22.8,15.0,3.0,480.0,5
,759,18.8,18.8,1.2,400.0,4
,760,27.0,21.4,2.8,1120.0,10
,761,17.6,12.4,2.0,180.0,3
,762,21.9,16.5,0.9,270.0,4
,763,18.0,14.4,3.0,480.0,5
,764,20.4,14.0,1.8,380.0,4
,765,20.4,14.0,1.4,140.0,3
,766,26.0,26.0,3.2,2080.0,18
,767,21.4,14.9,1.8,358.0,4
,768,23.9,19.9,1.7,390.0,4
,769,18.2,17.0,5.0,59.0,6
,770,20.6,20.6,1.4,340.0,4
,771,35.6,22.8,1.0,500.0,15
,772,24.8,24.7,1.8,590.0,9
,773,24.0,16.0,3.0,940.0,5
,774,23.4,20.0,4.2,1400.0,10
,775,20.2,15.2,5.0,540.0,6
,776,20.8,20.4,2.0,620.0,5
,777,20.5,14.0,2.0,340.0,4
,778,21.0,14.0,2.4,320.0,4
,779,23.8,16.0,3.0,760.0,5
,780,21.0,14.2,2.4,500.0,5
,781,19.6,13.0,2.4,260.0,4
,782,28.8,28.6,1.4,1200.0,16
,783,19.8,16.6,1.6,320.0,4
,784,21.4,14.9,1.8,358.0,4
,785,21.6,20.0,1.6,520.0,5
,786,21.8,14.2,1.8,440.0,4
,787,23.0,14.3,2.2,410.0,4
,788,28.5,21.6,1.2,430.0,4
,789,20.4,14.1,2.0,220.0,4
,790,15.5,15.5,1.5,340.0,4
,791,23.4,15.2,3.2,500.0,5
,792,19.0,13.0,3.8,560.0,5
,793,28.8,28.0,1.0,520.0,15
,794,21.4,21.2,2.6,740.0,5
,795,30.4,26.4,1.4,860.0,15
,796,23.0,18.0,2.2,620.0,5
,797,26.8,19.0,0.4,260.0,4
,798,20.2,13.8,2.2,420.0,4
,799,20.1,13.7,3.0,260.0,5
,800,20.0,12.5,2.0,400.0,4
,801,22.4,19.4,1.2,280.0,4
,802,25.6,21.3,3.2,1180.0,10
,803,22.2,19.2,1.8,499.0,5
,804,22.4,19.4,1.0,300.0,4
,805,20.7,14.1,1.8,390.0,4
,806,27.4,16.5,1.4,330.0,4
,807,27.4,20.8,1.6,500.0,5
,808,22.3,15.0,1.6,260.0,4
,809,27.1,20.5,1.3,410.0,4
,810,21.8,15.0,1.7,290.0,4
,811,19.2,13.0,1.8,322.0,4
,812,21.8,13.8,1.6,220.0,4
,813,22.0,14.0,1.8,160.0,3
,814,20.4,15.0,1.4,380.0,4
,815,24.1,17.2,1.4,410.0,4
,816,23.8,17.2,1.4,400.0,4
,817,20.2,14.0,1.8,240.0,4
,818,21.9,14.2,2.9,470.0,5
,819,19.2,13.4,1.8,390.0,4
,820,20.8,14.8,1.0,360.0,4
,821,21.4,13.4,1.6,200.0,3
,822,23.8,17.2,1.4,410.0,4
,823,21.4,14.9,1.9,358.0,4
,824,22.8,15.0,2.4,380.0,4
,825,26.1,19.6,1.7,720.0,5
,826,19.8,13.4,2.4,400.0,4
,827,21.0,14.0,4.0,821.0,5
,828,21.3,14.0,1.7,270.0,4
,829,26.0,19.2,1.4,480.0,5
,830,21.9,15.0,1.8,360.0,4
,831,21.8,14.0,1.8,260.0,4
,832,22.0,15.0,2.2,360.0,4
,833,29.4,21.8,1.8,760.0,5
,834,23.8,16.0,2.2,440.0,4
,835,29.0,21.2,1.8,780.0,5
,836,24.0,20.8,1.2,460.0,4
,837,25.6,22.2,3.4,1760.0,11
,838,35.6,26.6,1.2,740.0,15
,839,37.2,26.6,1.3,760.0,15
,840,23.6,18.4,2.4,620.0,5
,841,34.4,25.6,2.5,1040.0,16
,842,23.0,15.6,3.0,480.0,5
,843,22.1,21.9,1.7,690.0,5
,844,22.9,17.1,1.1,250.0,4
,845,18.8,12.4,1.8,240.0,4
,846,20.2,14.6,1.4,180.0,3
,847,24.6,19.0,1.4,440.0,4
,848,22.4,15.6,4.4,610.0,6
,849,23.4,16.0,3.8,620.0,5
,850,20.2,16.0,2.2,520.0,5
,851,28.7,24.0,2.4,1380.0,10
,852,28.2,24.6,3.0,1540.0,11
,853,25.4,21.2,3.2,1040.0,10
,854,23.8,15.8,3.4,660.0,5
,855,37.2,27.2,3.6,910.0,16
,856,27.0,26.5,9.0,602.0,15
,857,27.1,26.7,10.9,793.0,15
,858,32.5,27.0,6.2,780.0,15
,859,29.4,28.6,7.4,480.0,15
,861,23.4,15.5,3.6,870.0,5
,862,15.4,11.0,7.6,880.0,9
,863,27.0,18.0,1.2,200.0,3
,865,19.4,10.0,1.4,50.0,2
,867,16.0,6.9,4.0,270.0,5
,868,31.2,26.6,2.8,1900.0,17
,869,30.6,25.6,3.6,2760.0,18
,870,18.2,15.4,2.4,540.0,5
,871,24.8,19.8,2.4,960.0,5
,872,22.8,15.2,2.0,320.0,4
,873,23.4,19.6,2.2,900.0,5
,874,29.4,24.0,2.8,1778.0,11
,875,21.4,16.4,2.4,520.0,5
,876,30.7,25.4,2.3,1500.0,17
,877,27.2,21.6,2.0,900.0,5
,878,25.4,21.0,3.0,940.0,5
,879,22.4,22.4,2.7,880.0,5
,880,23.6,20.0,3.2,860.0,5
,881,29.6,24.6,2.6,1580.0,11
,882,17.2,10.7,2.4,181.0,3
,883,22.8,15.2,3.4,440.0,5
,884,27.2,27.0,3.2,1920.0,18
,885,30.8,26.0,2.8,2200.0,18
,886,24.8,19.4,2.4,910.0,5
,887,32.6,24.6,3.2,1560.0,11
,888,28.6,22.6,2.8,1560.0,11
,889,26.0,19.6,3.0,1140.0,10
,890,24.2,19.6,2.6,1060.0,10
,891,26.4,18.0,9.9,680.0,9
,892,20.8,15.0,1.6,460.0,4
,893,22.4,14.0,2.8,380.0,5
,894,23.0,17.2,3.2,800.0,5
,895,23.1,17.3,2.8,640.0,5
,896,21.0,21.0,2.6,400.0,5
,897,25.2,18.6,3.8,1380.0,10
,898,18.2,18.0,1.8,340.0,4
,899,18.8,14.4,2.8,280.0,5
,900,20.9,14.1,2.4,270.0,4
,901,22.6,15.2,3.6,720.0,5
,902,19.8,13.4,2.0,320.0,4
,903,18.8,13.4,3.2,399.0,5
,904,18.8,13.6,4.0,458.0,5
,905,27.4,21.2,2.0,1000.0,10
,906,18.6,18.6,3.6,420.0,5
,907,22.4,22.2,1.4,621.0,5
,908,27.0,23.8,3.0,120.0,7
,909,16.2,15.8,2.4,340.0,4
,910,27.4,23.2,1.2,500.0,9
,911,25.6,23.0,1.0,420.0,4
,912,25.6,19.0,3.3,1160.0,10
,913,21.2,15.8,3.4,640.0,5
,914,23.8,16.6,2.0,700.0,5
,915,21.9,15.1,2.3,390.0,4
,916,22.0,14.8,2.2,380.0,4
,917,23.0,15.4,1.8,400.0,4
,918,21.3,14.0,3.0,420.0,5
,919,21.8,12.8,1.8,320.0,4
,920,22.8,15.0,2.8,480.0,5
,921,20.6,15.9,2.4,530.0,5
,922,16.4,12.6,1.0,200.0,3
,923,19.2,15.8,3.2,522.0,5
,924,26.2,20.0,1.6,520.0,5
,925,32.8,23.2,0.6,440.0,9
,926,21.4,14.9,1.8,358.0,4
,927,28.4,21.8,1.8,920.0,5
,928,21.2,13.4,2.4,780.0,5
,929,23.8,15.8,2.4,481.0,5
,930,28.2,23.9,3.7,1530.0,11
,931,20.0,12.6,2.0,500.0,5
,932,21.8,15.8,2.2,700.0,5
,933,21.2,13.8,2.0,320.0,4
,934,37.4,24.6,1.0,621.0,15
,935,27.4,21.0,2.0,780.0,5
,936,21.1,15.5,2.5,620.0,5
,937,30.3,22.3,2.1,780.0,5
,938,18.8,14.0,1.4,259.0,4
,939,28.6,21.9,2.9,1700.0,11
,940,22.6,21.2,1.6,580.0,5
,941,28.0,21.2,1.2,600.0,5
,942,22.2,19.2,1.4,499.0,5
,943,23.8,16.2,2.6,640.0,5
,944,22.8,15.1,2.0,350.0,4
,945,25.8,18.3,2.5,910.0,5
,946,19.8,13.0,1.8,200.0,3
,947,23.2,16.7,2.8,717.0,5
,948,22.9,15.2,1.5,200.0,3
,949,25.6,21.0,2.0,920.0,5
,950,25.8,21.4,2.4,1080.0,10
,951,23.0,15.0,2.8,500.0,5
,952,21.6,13.8,2.0,260.0,4
,953,21.4,14.9,1.8,358.0,4
,954,27.4,21.4,2.0,780.0,5
,955,28.6,24.2,3.0,1940.0,12
,956,16.2,15.2,1.8,280.0,4
,957,28.6,22.4,2.2,1180.0,10
,958,21.8,15.0,1.8,400.0,4
,959,24.0,16.0,2.2,500.0,5
,960,25.8,20.4,3.4,1479.0,11
,961,16.6,14.0,2.6,600.0,5
,962,24.2,16.1,3.2,600.0,5
,963,23.8,15.6,2.4,481.0,5
,964,19.0,12.0,1.8,400.0,4
,965,21.8,14.0,2.2,340.0,4
,966,24.4,16.2,2.8,510.0,5
,967,23.0,15.4,3.4,620.0,5
,968,26.0,21.5,2.6,1060.0,10
,969,27.6,21.2,2.4,1020.0,10
,970,20.8,13.4,2.2,280.0,4
,971,27.4,21.4,2.0,800.0,5
,972,26.6,20.4,1.6,540.0,5
,973,22.8,15.8,1.6,340.0,4
,974,24.2,16.0,2.6,740.0,5
,975,24.8,21.0,2.2,580.0,5
,976,27.7,19.9,2.6,540.0,5
,977,21.4,14.0,2.2,320.0,4
,978,22.0,15.0,2.2,360.0,4
,979,22.8,15.0,2.4,380.0,4
,980,23.9,16.1,1.5,290.0,4
,981,28.6,22.4,1.2,900.0,5
,982,22.0,21.6,1.8,800.0,5
,983,27.5,21.0,1.8,660.0,5
,984,22.4,14.0,2.6,420.0,5
,985,23.0,16.0,2.6,620.0,5
,986,35.2,26.7,5.8,1220.0,16
,987,22.6,16.0,2.8,480.0,5
,988,23.7,19.3,2.7,600.0,5
,989,29.8,27.1,1.4,860.0,15
,990,22.6,19.8,1.2,420.0,4
,991,28.8,24.0,2.2,1360.0,10
,992,28.5,22.1,2.6,1610.0,11
,993,28.6,21.3,1.4,690.0,5
,994,19.8,13.0,1.6,140.0,3
,995,23.6,16.0,2.6,500.0,5
,996,23.6,21.4,2.4,480.0,5
,997,24.8,19.2,1.0,340.0,4
,998,22.4,14.0,2.4,381.0,4
,999,25.8,21.4,2.6,1000.0,10
,1000,20.4,13.0,3.6,420.0,5
,1001,21.0,14.4,2.2,480.0,5
,1002,19.8,13.0,2.0,240.0,4
,1003,25.6,21.2,2.2,1060.0,10
,1004,20.4,13.0,3.8,420.0,5
,1005,30.6,21.6,1.8,680.0,5
,1006,23.9,21.1,2.4,890.0,5
,1007,22.9,15.5,2.3,380.0,4
,1008,22.6,14.4,3.4,820.0,5
,1009,21.4,14.9,1.8,358.0,4
,1010,29.4,29.2,1.2,560.0,15
,1011,21.8,15.0,2.2,380.0,4
,1012,22.8,16.8,1.8,380.0,4
,1013,22.4,14.2,4.0,600.0,5
,1014,23.2,20.0,1.4,500.0,5
,1015,28.7,20.6,2.2,980.0,10
,1016,21.6,15.0,3.4,740.0,5
,1017,23.0,20.0,1.5,420.0,4
,1018,33.8,26.0,3.0,1940.0,18
,1019,24.0,17.0,3.0,640.0,5
,1020,18.8,13.4,3.0,400.0,5
,1021,22.8,15.2,2.8,400.0,5
,1022,22.8,17.4,2.8,921.0,5
,1023,22.1,15.0,1.4,360.0,4
,1024,22.2,19.4,1.2,360.0,4
,1025,34.2,26.8,1.4,880.0,15
,1026,25.6,23.6,4.8,2820.0,12
,1027,22.6,18.6,3.0,940.0,5
,1028,22.8,18.8,2.2,798.0,5
,1029,33.3,22.9,2.0,1542.0,11
,1030,22.8,17.0,2.4,700.0,5
,1031,26.8,26.8,2.4,1500.0,17
,1032,26.2,18.0,1.8,400.0,4
,1033,26.2,21.0,0.8,1402.0,11
,1034,24.0,15.8,1.2,280.0,4
,1035,23.4,19.6,4.0,1220.0,10
,1036,32.6,24.0,2.8,2120.0,12
,1037,28.2,22.0,3.2,1800.0,11
,1038,22.8,17.0,1.8,480.0,5
,1039,21.8,13.7,1.5,280.0,4
,1040,21.8,16.0,2.4,520.0,5
,1041,25.6,17.4,1.8,340.0,4
,1042,22.4,14.6,3.6,480.0,5
,1043,33.2,28.4,2.6,2420.0,18
,1044,22.8,15.2,4.2,640.0,6
,1045,21.0,14.4,2.6,360.0,5
,1046,22.2,14.0,2.6,440.0,5
,1047,34.0,26.2,2.8,1880.0,17
,1048,15.8,11.8,2.6,222.0,5
,1049,22.8,17.0,2.0,540.0,5
,1050,27.4,21.0,2.6,1100.0,10
,1051,23.6,16.0,1.6,762.0,5
,1052,28.6,23.4,2.4,1470.0,11
,1053,33.7,25.7,2.9,2180.0,18
,1054,20.0,15.4,1.4,280.0,4
,1055,28.8,26.2,3.8,2140.0,18
,1056,30.4,22.8,3.4,1980.0,12
,1057,28.8,21.9,2.4,1470.0,11
,1058,25.8,20.8,2.0,780.0,5
,1059,23.6,19.6,2.4,780.0,5
,1060,31.4,29.8,2.6,2300.0,18
,1061,20.9,20.9,2.0,270.0,4
,1062,28.5,28.1,3.5,1760.0,17
,1063,27.6,25.3,1.2,680.0,15
,1064,29.4,22.6,5.4,860.0,6
,1065,23.0,15.4,3.0,480.0,5
,1066,23.2,16.7,2.8,717.0,5
,1067,29.5,23.1,2.4,1650.0,11
,1068,26.2,17.8,1.8,480.0,5
,1069,28.2,24.4,1.0,460.0,9
,1070,33.6,25.6,3.0,2040.0,18
,1071,32.2,24.4,2.2,1400.0,10
,1072,26.5,21.1,3.4,1110.0,10
,1073,23.8,16.8,1.6,440.0,4
,1074,35.4,21.6,0.8,440.0,15
,1075,29.0,23.6,1.8,640.0,9
,1076,20.2,14.0,2.2,299.0,4
,1077,28.9,28.7,1.7,1190.0,16
,1078,21.8,21.0,1.8,720.0,5
,1079,21.0,13.6,3.4,740.0,5
,1080,25.0,21.6,2.0,760.0,5
,1081,23.0,19.0,3.6,1000.0,10
,1082,25.5,25.3,1.9,1040.0,16
,1083,28.4,23.1,2.0,940.0,10
,1084,21.8,17.0,3.2,1100.0,10
,1085,22.8,19.0,2.8,820.0,5
,1086,32.2,27.6,2.6,1000.0,16
,1087,22.8,19.0,4.4,1140.0,10
,1088,28.6,22.0,2.9,1880.0,11
,1089,20.4,13.0,2.3,280.0,4
,1090,20.8,14.0,2.8,400.0,5
,1091,28.6,21.8,3.0,1440.0,11
,1092,14.0,13.8,4.0,259.0,5
,1093,22.4,19.6,1.4,420.0,4
,1094,26.6,25.0,12.2,1500.0,17
,1095,22.2,19.6,1.4,360.0,4
,1096,30.4,23.0,2.6,1840.0,11
,1097,25.4,20.0,1.4,520.0,5
,1098,27.6,20.8,2.6,1040.0,10
,1099,25.8,20.0,1.0,520.0,5
,1100,22.4,14.0,2.6,380.0,5
,1101,22.8,18.8,2.4,640.0,5
,1102,20.4,19.8,1.8,720.0,5
,1103,22.8,18.8,2.0,680.0,5
,1104,29.8,26.2,2.8,1820.0,17
,1105,23.8,15.4,3.2,560.0,5
,1106,14.2,10.4,3.4,581.0,5
,1107,20.0,14.8,2.4,460.0,4
,1108,27.8,25.8,2.4,1280.0,16
,1109,25.4,22.0,4.6,1880.0,11
,1110,22.2,22.0,6.2,700.0,9
,1111,22.8,15.0,2.8,320.0,5
,1112,23.4,23.4,6.6,720.0,9
,1113,20.4,20.0,1.8,740.0,5
,1114,20.8,13.0,2.8,300.0,5
,1115,25.2,20.2,1.6,480.0,5
,1116,25.8,20.8,2.2,821.0,5
,1117,21.4,13.2,2.2,240.0,4
,1118,21.6,20.8,2.8,360.0,5
,1119,22.4,19.4,1.4,499.0,5
,1120,25.8,20.8,2.4,940.0,5
,1121,30.6,17.4,2.6,1060.0,10
,1122,21.0,14.0,3.0,440.0,5
,1123,24.1,17.3,2.3,580.0,5
,1124,30.4,24.2,1.2,820.0,9
,1125,27.4,21.2,2.2,980.0,10
,1126,21.8,16.8,3.0,1100.0,10
,1127,21.8,17.0,2.4,980.0,10
,1128,28.4,23.8,1.8,1060.0,10
,1129,30.2,24.8,3.6,1440.0,11
,1130,12.4,9.2,7.0,432.0,9
,1131,32.6,29.4,13.0,880.0,15
,1133,27.9,26.3,8.3,650.0,15
,1134,23.8,22.2,13.2,760.0,15
,1135,16.3,11.4,4.0,70.0,5
,1136,17.8,12.8,11.2,200.0,8
,1139,44.8,34.2,9.6,1380.0,25
,1140,26.8,26.5,10.2,670.0,15
,1141,14.8,10.6,7.4,820.0,9
,1142,16.8,7.8,4.0,320.0,5
,1143,16.2,7.8,2.6,340.0,5
,1144,21.2,8.4,8.2,900.0,9
,1145,19.0,4.8,0.8,180.0,3
,1146,31.2,25.2,2.2,1680.0,17
,1147,35.2,26.4,1.6,1000.0,16
,1148,28.2,23.4,1.8,1120.0,10
,1149,28.8,21.8,2.0,820.0,5
,1150,28.0,23.4,5.0,500.0,9
,1151,28.4,22.0,3.8,2180.0,12
,1152,28.6,21.6,3.4,1960.0,12
,1153,23.4,19.8,2.0,660.0,5
,1154,26.7,20.3,1.8,760.0,5
,1155,31.2,24.0,3.0,1200.0,10
,1156,15.3,12.4,9.0,620.0,9
,1157,22.8,17.3,1.9,420.0,4
,1158,32.1,26.2,2.2,1580.0,17
,1159,20.8,14.2,1.8,320.0,4
,1160,20.8,18.4,1.6,380.0,4
,1161,31.6,24.8,3.0,2118.0,12
,1162,21.4,14.9,1.8,358.0,4
,1163,22.4,22.0,2.6,700.0,5
,1164,28.6,22.6,1.4,760.0,5
,1165,21.8,15.0,3.2,460.0,5
,1166,19.8,15.0,2.6,380.0,5
,1167,21.6,14.8,2.2,260.0,4
,1168,26.6,20.8,1.6,740.0,5
,1169,29.0,23.2,1.8,900.0,9
,1170,20.8,14.2,1.8,340.0,4
,1171,28.2,23.6,2.2,1300.0,10
,1172,23.0,18.0,2.2,540.0,5
,1173,20.4,14.0,2.6,500.0,5
,1174,31.6,26.6,1.2,660.0,15
,1175,23.0,15.4,2.4,420.0,4
,1176,22.8,15.4,1.8,320.0,4
,1177,22.9,15.4,2.4,450.0,4
,1178,22.9,15.5,3.0,580.0,5
,1179,22.9,15.6,3.4,680.0,5
,1180,20.8,14.4,1.4,340.0,4
,1181,20.0,16.4,2.8,680.0,5
,1182,14.2,10.4,3.6,181.0,5
,1183,25.5,21.0,3.0,680.0,5
,1184,20.2,14.8,2.6,440.0,5
,1185,20.8,13.8,2.2,140.0,3
,1186,22.4,14.0,2.2,320.0,4
,1187,15.6,15.2,4.0,680.0,5
,1188,23.2,18.6,1.8,680.0,5
,1189,23.2,18.8,1.8,620.0,5
,1190,22.9,16.0,3.6,580.0,5
,1191,23.2,18.2,1.8,660.0,5
,1192,19.9,15.1,1.6,280.0,4
,1193,20.8,13.8,2.6,380.0,5
,1194,25.1,19.3,1.8,720.0,5
,1195,23.8,17.0,1.6,580.0,5
,1196,23.9,16.3,3.4,700.0,5
,1197,21.8,15.0,2.5,380.0,4
,1198,25.9,19.7,2.6,1320.0,10
,1199,17.9,14.5,2.4,480.0,5
,1200,23.8,15.8,2.2,300.0,4
,1201,21.2,14.0,2.0,220.0,4
,1202,20.8,14.0,1.6,200.0,3
,1203,18.0,14.8,2.4,358.0,4
,1204,23.9,16.0,2.6,550.0,5
,1205,26.0,19.8,2.2,960.0,5
,1206,21.9,15.1,3.2,550.0,5
,1207,25.0,15.8,2.2,1402.0,11
,1208,21.8,15.0,1.6,280.0,4
,1209,21.0,14.8,2.6,400.0,5
,1210,21.8,15.0,2.6,440.0,5
,1211,23.8,15.4,2.6,540.0,5
,1212,24.0,16.0,2.2,620.0,5
,1213,21.8,15.0,2.4,600.0,5
,1214,24.0,16.0,1.9,381.0,4
,1215,22.8,17.0,1.7,330.0,4
,1216,30.6,30.4,2.8,1720.0,17
,1217,22.8,15.0,2.2,400.0,4
,1218,21.8,14.8,2.0,260.0,4
,1219,24.0,16.0,2.2,420.0,4
,1220,20.8,16.0,2.6,660.0,5
,1221,23.6,16.2,2.6,480.0,5
,1222,24.0,19.0,5.6,1760.0,11
,1223,19.0,19.0,2.2,440.0,4
,1224,26.2,20.1,1.4,530.0,5
,1225,25.8,20.0,1.4,540.0,5
,1226,25.6,20.1,1.5,460.0,4
,1227,22.8,19.0,2.8,800.0,5
,1228,25.8,19.6,1.4,480.0,5
,1229,26.1,20.0,1.4,540.0,5
,1230,23.4,19.0,2.6,1200.0,10
,1231,23.1,19.1,2.3,1000.0,10
,1232,27.4,21.0,2.8,780.0,5
,1233,25.8,19.6,1.4,560.0,5
,1234,25.8,19.4,1.4,540.0,5
,1235,18.8,13.2,1.8,380.0,4
,1236,18.8,13.0,1.6,300.0,4
,1237,23.0,19.0,2.2,1080.0,10
,1238,26.4,20.0,1.4,560.0,5
,1239,29.2,24.4,2.3,1620.0,11
,1240,26.1,19.5,2.3,1080.0,10
,1241,26.4,19.8,2.0,980.0,10
,1242,31.6,24.6,3.4,2450.0,12
,1243,25.4,19.0,1.8,740.0,5
,1244,29.2,24.4,2.2,1380.0,10
,1245,20.2,13.6,2.0,300.0,4
,1246,27.2,23.6,1.8,880.0,9
,1247,28.4,23.7,1.9,1170.0,10
,1248,23.8,16.8,2.2,640.0,5
,1249,26.1,19.8,2.9,1330.0,10
,1250,24.8,19.0,2.0,840.0,5
,1251,26.1,19.7,1.9,710.0,5
,1252,29.2,22.8,3.6,2280.0,12
,1253,25.4,19.2,1.2,540.0,5
,1254,26.4,19.8,2.4,900.0,5
,1255,22.6,22.5,1.7,850.0,5
,1256,26.0,19.6,2.6,1040.0,10
,1257,26.0,19.6,1.7,840.0,5
,1258,23.2,16.7,2.8,717.0,5
,1259,25.6,18.4,1.8,760.0,5
,1260,25.8,16.0,1.6,840.0,5
,1261,25.8,19.2,2.6,699.0,5
,1262,26.4,19.2,2.2,820.0,5
,1263,26.0,19.6,2.2,1060.0,10
,1264,28.6,24.0,1.6,1400.0,10
,1265,29.3,25.3,2.4,1620.0,17
,1266,28.2,22.1,1.8,1300.0,10
,1267,29.6,22.6,2.2,1240.0,10
,1268,29.1,24.7,2.4,1580.0,11
,1269,29.2,22.8,2.4,1400.0,10
,1270,27.7,21.1,2.4,1240.0,10
,1271,31.6,24.4,2.8,2100.0,12
,1272,32.6,31.0,3.0,2800.0,18
,1273,29.4,23.0,2.0,920.0,5
,1274,24.2,17.4,1.8,560.0,5
,1275,21.9,17.3,1.9,510.0,5
,1276,20.5,13.7,2.1,280.0,4
,1277,20.0,15.0,2.6,340.0,5
,1278,26.1,19.5,2.1,830.0,5
,1279,28.4,21.8,2.4,1361.0,10
,1280,29.2,24.4,2.7,1730.0,11
,1281,22.0,14.3,3.2,140.0,5
,1282,21.8,14.2,2.0,240.0,4
,1283,29.8,23.6,1.6,900.0,9
,1284,29.4,24.8,1.0,560.0,9
,1285,22.0,16.8,2.6,660.0,5
,1286,28.0,22.8,1.6,780.0,5
,1287,20.8,14.0,3.6,540.0,5
,1288,21.0,13.8,3.2,558.0,5
,1289,33.0,27.4,1.4,1000.0,16
,1290,28.6,21.8,3.0,1760.0,11
,1291,23.0,18.0,8.7,2220.0,12
,1292,28.0,22.4,1.4,440.0,4
,1293,27.8,21.6,2.2,1460.0,11
,1294,27.6,21.2,1.8,1140.0,10
,1295,29.4,23.2,2.4,1360.0,10
,1296,28.4,23.6,2.2,1300.0,10
,1297,28.7,21.6,2.8,1580.0,11
,1298,29.2,23.6,1.6,1000.0,10
,1299,23.2,17.8,2.8,920.0,5
,1300,21.2,15.6,2.0,500.0,5
,1301,24.2,17.8,2.0,480.0,5
,1302,25.8,25.6,2.2,1360.0,16
