fbaFeeId,asinId,packageLength,packageWidth,packageHeight,packageWeight,priceGridFbaFeeId,fbaFeesLocalAndPanEu,fbaFeesEfn
,39,28.4,22.2,3.2,1840.0,11,6.24,10.90
,40,25.8,21.4,2.4,1102.0,10,6.16,9.56
,41,29.0,23.8,3.4,1760.0,11,6.24,10.90
,42,30.4,21.8,2.8,1500.0,11,6.24,10.90
,43,29.2,27.6,2.0,1320.0,16,6.77,10.74
,44,31.2,25.0,2.2,1400.0,10,6.16,9.56
,45,25.1,17.8,1.5,522.0,5,4.45,6.17
,46,20.2,12.8,2.6,300.0,5,4.45,6.17
,47,26.4,19.6,1.6,399.0,4,3.82,5.61
,48,23.4,15.4,2.0,560.0,5,4.45,6.17
,49,28.4,24.4,1.8,1080.0,10,6.16,9.56
,50,20.8,13.4,1.2,220.0,4,3.82,5.61
,51,20.5,13.2,2.7,340.0,5,4.45,6.17
,52,20.0,14.0,2.4,316.0,4,3.82,5.61
,53,25.8,20.4,1.6,740.0,5,4.45,6.17
,54,23.4,22.2,5.4,2830.0,12,9.55,13.82
,55,26.2,21.6,2.4,1080.0,10,6.16,9.56
,56,25.2,24.0,1.4,739.0,9,5.92,8.70
,57,21.4,15.8,3.2,740.0,5,4.45,6.17
,58,31.8,24.6,2.6,1878.0,11,6.24,10.90
,59,23.1,19.8,2.0,620.0,5,4.45,6.17
,60,25.8,21.4,2.6,1102.0,10,6.16,9.56
,61,24.8,22.6,2.2,1020.0,10,6.16,9.56
,62,29.2,21.2,1.8,940.0,5,4.45,6.17
,63,25.0,20.0,3.6,1600.0,11,6.24,10.90
,64,8.0,8.0,5.0,82.0,6,4.79,6.81
,65,21.8,14.0,3.2,480.0,5,4.45,6.17
,66,22.8,15.0,4.0,680.0,5,4.45,6.17
,67,21.8,14.0,3.0,400.0,5,4.45,6.17
,68,28.8,23.6,1.8,1040.0,10,6.16,9.56
,69,25.2,20.2,1.6,662.0,5,4.45,6.17
,70,28.6,21.4,2.8,1500.0,11,6.24,10.90
,71,38.0,26.0,23.0,2080.0,18,9.55,13.82
,72,21.0,14.0,3.6,480.0,5,4.45,6.17
,73,21.8,14.2,2.6,350.0,5,4.45,6.17
,74,18.0,13.8,1.5,83.0,3,3.34,5.57
,75,22.0,14.2,2.6,380.0,5,4.45,6.17
,76,22.4,14.0,2.6,480.0,5,4.45,6.17
,77,19.2,13.8,1.4,120.0,3,3.34,5.57
,78,19.6,13.4,3.0,360.0,5,4.45,6.17
,79,21.8,14.0,2.0,240.0,4,3.82,5.61
,80,33.0,22.9,7.4,440.0,9,5.92,8.70
,81,25.6,19.8,3.4,2018.0,12,9.55,13.82
,83,30.6,25.6,2.4,1640.0,17,6.97,12.33
,84,21.2,14.2,3.6,480.0,5,4.45,6.17
,86,30.8,24.2,3.0,1760.0,11,6.24,10.90
,87,25.8,18.6,4.8,320.0,6,4.79,6.81
,88,18.5,16.5,13.5,100.0,13,4.84,6.83
,89,27.6,22.8,2.2,1100.0,10,6.16,9.56
,90,28.8,23.8,1.8,1060.0,10,6.16,9.56
,91,22.8,15.2,3.4,540.0,5,4.45,6.17
,92,30.4,24.6,3.0,1919.0,12,9.55,13.82
,93,23.8,17.4,2.4,660.0,5,4.45,6.17
,94,20.8,17.0,15.6,300.0,14,5.50,7.96
,95,19.4,12.0,2.7,100.0,5,4.45,6.17
,96,27.4,21.4,4.2,2241.0,12,9.55,13.82
,97,23.8,15.2,2.6,480.0,5,4.45,6.17
,98,24.2,20.4,2.0,939.0,5,4.45,6.17
,99,31.6,25.6,2.0,1719.0,17,6.97,12.33
,100,24.0,19.6,2.2,939.0,5,4.45,6.17
,101,22.2,18.6,0.6,458.0,4,3.82,5.61
,102,21.4,14.9,1.8,358.0,4,3.82,5.61
,103,27.4,23.6,1.6,1020.0,10,6.16,9.56
,104,23.0,18.6,2.4,880.0,5,4.45,6.17
,105,22.0,14.6,2.6,481.0,5,4.45,6.17
,106,23.4,15.2,5.0,880.0,6,4.79,6.81
,107,24.4,17.0,1.8,739.0,5,4.45,6.17
,108,27.6,22.6,1.4,798.0,5,4.45,6.17
,109,23.0,20.4,1.6,640.0,5,4.45,6.17
,110,22.4,14.2,2.6,222.0,5,4.45,6.17
,111,26.4,19.6,2.4,1220.0,10,6.16,9.56
,112,22.8,18.6,3.2,860.0,5,4.45,6.17
,113,25.2,18.6,4.0,1520.0,11,6.24,10.90
,114,26.8,21.8,1.0,900.0,5,4.45,6.17
,115,21.4,15.8,2.4,480.0,5,4.45,6.17
,116,33.6,26.7,2.3,2182.0,18,9.55,13.82
,117,21.2,14.6,4.4,480.0,6,4.79,6.81
,118,24.2,15.4,2.4,440.0,4,3.82,5.61
,119,23.4,15.4,2.6,458.0,5,4.45,6.17
,120,23.8,15.4,2.8,499.0,5,4.45,6.17
,121,21.0,14.4,2.8,340.0,5,4.45,6.17
,122,23.0,16.2,2.0,1940.0,12,9.55,13.82
,123,21.6,14.4,2.8,380.0,5,4.45,6.17
,124,20.4,14.0,2.2,290.0,4,3.82,5.61
,125,20.9,14.8,1.9,240.0,4,3.82,5.61
,126,22.4,14.4,2.6,400.0,5,4.45,6.17
,127,19.2,14.0,2.0,399.0,4,3.82,5.61
,128,24.0,17.0,3.8,1179.0,10,6.16,9.56
,129,21.2,15.2,2.0,280.0,4,3.82,5.61
,130,31.2,23.6,1.6,821.0,9,5.92,8.70
,131,27.8,23.0,1.8,940.0,5,4.45,6.17
,132,23.9,17.4,2.0,710.0,5,4.45,6.17
,133,19.6,13.0,3.8,680.0,5,4.45,6.17
,134,23.8,15.4,4.0,680.0,5,4.45,6.17
,135,21.6,14.6,2.2,240.0,4,3.82,5.61
,136,23.9,15.9,4.6,600.0,6,4.79,6.81
,137,21.8,14.0,2.0,272.0,4,3.82,5.61
,138,20.8,15.0,1.4,299.0,4,3.82,5.61
,139,24.8,19.2,2.2,1080.0,10,6.16,9.56
,140,26.3,20.8,2.3,960.0,5,4.45,6.17
,141,29.0,21.8,2.0,1202.0,10,6.16,9.56
,142,31.0,23.6,1.2,700.0,9,5.92,8.70
,143,21.0,15.0,1.0,80.0,3,3.34,5.57
,144,20.2,20.2,2.6,840.0,5,4.45,6.17
,145,31.4,24.0,1.2,600.0,9,5.92,8.70
,146,29.6,22.0,2.0,940.0,5,4.45,6.17
,147,23.8,15.4,3.0,540.0,5,4.45,6.17
,148,43.4,36.0,3.0,3680.0,30,11.56,19.82
,149,20.8,14.8,2.2,380.0,4,3.82,5.61
,150,27.8,21.4,2.6,1440.0,11,6.24,10.90
,151,25.4,19.6,2.6,1190.0,10,6.16,9.56
,152,22.8,18.4,2.6,760.0,5,4.45,6.17
,153,13.3,13.1,4.8,310.0,6,4.79,6.81
,154,20.8,15.0,1.8,220.0,4,3.82,5.61
,155,24.0,21.4,2.2,962.0,10,6.16,9.56
,156,23.2,16.7,2.8,717.0,5,4.45,6.17
,157,26.0,20.6,1.8,558.0,5,4.45,6.17
,158,20.2,13.4,2.8,500.0,5,4.45,6.17
,159,20.8,15.0,1.7,320.0,4,3.82,5.61
,160,29.5,24.4,2.3,1480.0,11,6.24,10.90
,161,33.0,26.2,2.8,2160.0,18,9.55,13.82
,162,13.2,12.9,4.8,300.0,6,4.79,6.81
,163,31.0,21.6,2.2,1060.0,10,6.16,9.56
,164,23.8,16.0,3.8,760.0,5,4.45,6.17
,165,22.2,14.2,3.0,499.0,5,4.45,6.17
,166,24.8,19.2,2.6,920.0,5,4.45,6.17
,167,28.6,22.8,2.4,1520.0,11,6.24,10.90
,168,21.0,13.6,5.4,780.0,6,4.79,6.81
,169,22.2,13.8,2.6,460.0,5,4.45,6.17
,170,26.2,20.4,2.4,1139.0,10,6.16,9.56
,171,20.8,14.8,1.8,380.0,4,3.82,5.61
,172,20.8,15.0,1.4,260.0,4,3.82,5.61
,173,24.0,19.2,2.0,780.0,5,4.45,6.17
,174,21.8,16.6,2.2,1501.0,11,6.24,10.90
,175,23.3,15.4,3.2,580.0,5,4.45,6.17
,176,20.8,14.8,1.6,220.0,4,3.82,5.61
,177,25.0,17.2,2.2,780.0,5,4.45,6.17
,178,29.0,21.8,0.8,422.0,4,3.82,5.61
,179,20.8,14.8,2.0,300.0,4,3.82,5.61
,180,29.0,21.0,2.4,1080.0,10,6.16,9.56
,181,22.8,18.8,2.8,940.0,5,4.45,6.17
,182,23.2,19.0,1.8,800.0,5,4.45,6.17
,183,24.9,20.1,2.5,880.0,5,4.45,6.17
,184,22.8,18.8,3.2,1061.0,10,6.16,9.56
,185,23.2,17.0,3.8,898.0,5,4.45,6.17
,186,25.8,20.4,1.4,740.0,5,4.45,6.17
,187,22.6,18.8,4.0,1040.0,10,6.16,9.56
,188,23.8,15.4,3.2,580.0,5,4.45,6.17
,189,48.0,30.2,5.8,1360.0,25,10.39,14.92
,190,23.2,16.7,2.8,717.0,5,4.45,6.17
,191,29.5,23.6,2.5,1440.0,11,6.24,10.90
,192,34.4,26.2,2.0,1460.0,17,6.97,12.33
,193,23.6,19.6,2.0,660.0,5,4.45,6.17
,194,23.5,19.9,2.1,820.0,5,4.45,6.17
,195,26.6,24.6,1.8,1060.0,10,6.16,9.56
,196,25.2,19.6,2.4,1080.0,10,6.16,9.56
,197,29.6,25.8,2.8,1800.0,17,6.97,12.33
,198,29.2,24.0,2.0,1202.0,10,6.16,9.56
,199,26.2,24.2,2.0,1280.0,10,6.16,9.56
,200,22.8,18.6,2.0,400.0,4,3.82,5.61
,201,18.8,10.6,1.4,340.0,4,3.82,5.61
,202,28.0,22.0,1.2,800.0,5,4.45,6.17
,203,18.8,13.0,1.2,120.0,3,3.34,5.57
,204,27.4,20.0,1.0,381.0,4,3.82,5.61
,205,28.8,24.6,2.4,1420.0,11,6.24,10.90
,206,29.4,17.8,10.2,300.0,8,5.18,7.26
,207,22.2,18.4,1.8,340.0,4,3.82,5.61
,208,19.8,13.0,2.2,10.0,2,2.80,5.22
,209,20.8,13.8,7.2,280.0,8,5.18,7.26
,210,22.4,14.2,3.4,520.0,5,4.45,6.17
,211,21.8,14.0,2.2,340.0,4,3.82,5.61
,212,20.4,14.0,2.6,440.0,5,4.45,6.17
,213,21.9,14.6,4.6,800.0,6,4.79,6.81
,214,22.5,14.0,2.8,428.0,5,4.45,6.17
,215,22.5,14.7,2.0,300.0,4,3.82,5.61
,216,22.4,14.0,3.6,460.0,5,4.45,6.17
,217,21.4,13.6,3.0,420.0,5,4.45,6.17
,218,23.6,15.2,3.6,581.0,5,4.45,6.17
,219,20.8,13.0,2.0,240.0,4,3.82,5.61
,220,20.2,14.0,2.6,540.0,5,4.45,6.17
,221,20.0,13.0,2.0,358.0,4,3.82,5.61
,222,22.4,14.0,4.0,481.0,5,4.45,6.17
,223,22.4,14.4,2.6,422.0,5,4.45,6.17
,224,23.1,14.2,3.0,680.0,5,4.45,6.17
,225,23.2,14.6,3.8,662.0,5,4.45,6.17
,226,24.0,15.2,3.8,700.0,5,4.45,6.17
,227,22.6,15.8,3.6,370.0,5,4.45,6.17
,228,20.8,14.0,4.1,750.0,6,4.79,6.81
,229,20.5,14.0,1.9,180.0,3,3.34,5.57
,230,21.6,14.8,2.4,500.0,5,4.45,6.17
,231,21.4,13.8,3.4,431.0,5,4.45,6.17
,232,21.4,13.4,1.6,10.0,2,2.80,5.22
,233,22.3,15.6,3.6,640.0,5,4.45,6.17
,234,23.8,14.6,3.6,660.0,5,4.45,6.17
,235,20.4,13.0,3.2,360.0,5,4.45,6.17
,236,21.4,15.4,4.6,780.0,6,4.79,6.81
,237,24.0,15.4,3.7,620.0,5,4.45,6.17
,238,23.4,15.4,5.0,680.0,6,4.79,6.81
,239,21.8,14.8,1.6,220.0,4,3.82,5.61
,240,21.4,13.6,4.2,522.0,6,4.79,6.81
,241,20.8,14.0,3.8,860.0,5,4.45,6.17
,242,17.8,10.6,5.4,720.0,6,4.79,6.81
,243,24.2,19.2,3.6,1220.0,10,6.16,9.56
,244,20.4,13.8,2.0,480.0,5,4.45,6.17
,245,22.3,14.0,2.3,340.0,4,3.82,5.61
,246,30.6,23.8,2.4,1380.0,10,6.16,9.56
,247,22.9,18.5,1.5,280.0,4,3.82,5.61
,248,24.0,19.4,2.8,640.0,5,4.45,6.17
,249,19.8,14.0,3.8,680.0,5,4.45,6.17
,250,22.8,14.4,3.4,580.0,5,4.45,6.17
,251,22.8,15.2,2.4,430.0,4,3.82,5.61
,252,23.4,19.2,3.2,1740.0,11,6.24,10.90
,253,27.4,25.4,3.2,1780.0,17,6.97,12.33
,254,20.2,16.8,2.4,460.0,4,3.82,5.61
,255,22.0,22.0,2.8,1080.0,10,6.16,9.56
,256,22.0,17.2,1.6,540.0,5,4.45,6.17
,257,22.6,15.2,3.0,460.0,5,4.45,6.17
,258,23.8,17.0,2.2,840.0,5,4.45,6.17
,259,29.0,22.4,2.4,1302.0,10,6.16,9.56
,260,22.3,18.8,1.3,230.0,4,3.82,5.61
,261,20.8,15.0,1.6,340.0,4,3.82,5.61
,262,24.0,19.2,2.4,581.0,5,4.45,6.17
,263,24.0,19.0,2.8,640.0,5,4.45,6.17
,264,23.6,19.4,2.8,581.0,5,4.45,6.17
,265,18.8,14.0,3.8,740.0,5,4.45,6.17
,266,25.0,19.6,1.6,560.0,5,4.45,6.17
,267,22.4,13.8,2.0,260.0,4,3.82,5.61
,268,18.8,13.0,3.0,360.0,5,4.45,6.17
,269,22.4,14.0,2.8,420.0,5,4.45,6.17
,270,24.0,19.2,3.0,960.0,5,4.45,6.17
,271,19.2,19.2,2.4,720.0,5,4.45,6.17
,272,28.4,23.2,1.4,520.0,9,5.92,8.70
,273,24.0,19.4,3.0,1040.0,10,6.16,9.56
,274,27.4,19.2,6.6,280.0,8,5.18,7.26
,275,18.0,13.8,1.5,83.0,3,3.34,5.57
,277,14.4,8.6,1.4,82.0,3,3.34,5.57
,278,19.0,13.6,1.6,100.0,3,3.34,5.57
,279,39.0,29.2,5.6,1140.0,16,6.77,10.74
,280,18.0,13.8,1.5,83.0,3,3.34,5.57
,281,18.0,13.8,1.5,83.0,3,3.34,5.57
,282,18.8,13.7,1.5,113.0,3,3.34,5.57
,283,19.2,13.6,3.2,200.0,5,4.45,6.17
,284,19.0,14.0,3.2,222.0,5,4.45,6.17
,285,18.0,13.8,1.5,83.0,3,3.34,5.57
,286,17.1,13.6,1.2,60.0,2,2.80,5.22
,287,17.0,13.6,1.4,80.0,3,3.34,5.57
,288,20.0,14.6,4.6,320.0,6,4.79,6.81
,290,18.4,13.6,1.6,200.0,3,3.34,5.57
,291,18.0,13.8,1.5,83.0,3,3.34,5.57
,292,18.0,13.8,1.5,83.0,3,3.34,5.57
,293,18.0,13.8,1.5,83.0,3,3.34,5.57
,294,18.0,13.8,1.5,83.0,3,3.34,5.57
,295,18.0,13.8,1.5,83.0,3,3.34,5.57
,296,19.1,13.6,1.5,80.0,3,3.34,5.57
,297,49.2,31.2,4.5,660.0,23,9.36,14.33
,298,20.2,20.0,6.8,380.0,8,5.18,7.26
,299,27.0,27.0,6.5,1061.0,16,6.77,10.74
,300,18.0,13.8,1.5,83.0,3,3.34,5.57
,301,15.4,13.4,4.0,20.0,5,4.45,6.17
,302,20.6,14.8,4.0,75.0,5,4.45,6.17
,303,18.0,13.8,1.5,83.0,3,3.34,5.57
,304,17.5,14.0,1.0,60.0,1,2.70,5.06
,305,33.8,23.4,5.4,280.0,8,5.18,7.26
,306,17.0,15.8,2.8,80.0,5,4.45,6.17
,307,18.0,13.8,1.5,83.0,3,3.34,5.57
,308,29.0,12.0,12.0,300.0,8,5.18,7.26
,309,32.6,27.2,5.0,340.0,14,5.50,7.96
,310,49.9,24.2,9.9,220.0,23,9.36,14.33
,311,18.0,13.8,1.5,83.0,3,3.34,5.57
,312,19.4,13.8,4.6,260.0,6,4.79,6.81
,313,18.0,13.8,1.5,82.0,3,3.34,5.57
,314,18.0,13.8,1.5,83.0,3,3.34,5.57
,315,18.0,13.8,1.5,83.0,3,3.34,5.57
,316,18.0,13.8,1.5,83.0,3,3.34,5.57
,317,20.8,20.4,5.4,380.0,6,4.79,6.81
,318,33.4,23.0,5.0,300.0,8,5.18,7.26
,319,23.4,15.4,3.0,480.0,5,4.45,6.17
,320,19.2,13.6,1.6,82.0,3,3.34,5.57
,321,18.0,13.8,1.5,83.0,3,3.34,5.57
,322,18.0,13.8,1.5,83.0,3,3.34,5.57
,323,18.0,13.8,1.5,83.0,3,3.34,5.57
,324,18.0,13.8,1.5,83.0,3,3.34,5.57
,325,18.0,13.8,1.5,83.0,3,3.34,5.57
,326,18.0,13.8,1.5,83.0,3,3.34,5.57
,327,18.0,13.8,1.5,83.0,3,3.34,5.57
,328,18.0,13.8,1.5,83.0,3,3.34,5.57
,329,18.6,13.6,1.8,141.0,3,3.34,5.57
,330,18.0,13.8,1.5,83.0,3,3.34,5.57
,331,19.2,13.8,1.8,159.0,3,3.34,5.57
,332,18.0,13.8,1.5,83.0,3,3.34,5.57
,333,18.8,13.7,1.3,90.0,3,3.34,5.57
,334,18.0,13.8,1.5,83.0,3,3.34,5.57
,335,19.0,13.6,1.4,60.0,2,2.80,5.22
,336,19.0,13.6,1.6,100.0,3,3.34,5.57
,337,18.0,13.8,1.5,83.0,3,3.34,5.57
,338,23.1,15.0,2.0,380.0,4,3.82,5.61
,339,18.0,13.8,1.5,83.0,3,3.34,5.57
,340,21.1,15.5,2.9,690.0,5,4.45,6.17
,341,21.0,15.0,2.2,420.0,4,3.82,5.61
,342,22.1,15.2,2.9,450.0,5,4.45,6.17
,343,19.2,14.0,2.4,140.0,3,3.34,5.57
,344,21.2,14.8,1.2,80.0,3,3.34,5.57
,345,24.6,15.4,1.8,80.0,3,3.34,5.57
,346,18.4,13.6,1.6,100.0,3,3.34,5.57
,348,20.2,15.1,4.3,80.0,6,4.79,6.81
,349,25.7,23.2,13.2,1310.0,16,6.77,10.74
,350,19.2,13.8,1.8,120.0,3,3.34,5.57
,351,19.0,13.8,1.8,118.0,3,3.34,5.57
,352,18.0,13.8,1.5,83.0,3,3.34,5.57
,353,11.0,4.0,2.0,40.0,2,2.80,5.22
,354,18.0,13.8,1.5,83.0,3,3.34,5.57
,355,19.2,13.6,1.6,120.0,3,3.34,5.57
,356,22.4,14.2,2.3,380.0,4,3.82,5.61
,357,15.2,5.0,2.8,60.0,5,4.45,6.17
,358,19.2,13.8,2.6,140.0,5,4.45,6.17
,359,27.8,27.6,5.8,640.0,15,6.40,9.47
,360,18.4,13.6,1.4,100.0,3,3.34,5.57
,361,23.8,23.6,3.4,1780.0,11,6.24,10.90
,362,19.4,9.9,1.9,40.0,2,2.80,5.22
,363,27.2,15.4,4.2,220.0,6,4.79,6.81
,364,19.8,13.0,3.0,340.0,5,4.45,6.17
,365,23.2,17.8,1.5,381.0,4,3.82,5.61
,366,15.2,5.4,4.0,120.0,5,4.45,6.17
,367,15.0,5.4,3.6,60.0,5,4.45,6.17
,368,19.2,13.6,1.8,118.0,3,3.34,5.57
,369,22.3,14.0,2.0,160.0,3,3.34,5.57
,370,26.4,18.4,2.0,660.0,5,4.45,6.17
,371,22.4,14.0,3.0,500.0,5,4.45,6.17
,372,24.2,19.2,2.8,920.0,5,4.45,6.17
,373,18.0,13.8,1.5,83.0,3,3.34,5.57
,374,21.4,14.9,1.8,358.0,4,3.82,5.61
,375,20.8,13.6,2.8,440.0,5,4.45,6.17
,376,26.0,25.6,3.0,1941.0,18,9.55,13.82
,377,19.0,13.6,1.6,80.0,3,3.34,5.57
,378,18.9,13.6,1.4,100.0,3,3.34,5.57
,379,27.0,19.0,1.6,520.0,5,4.45,6.17
,380,20.6,14.2,2.2,400.0,4,3.82,5.61
,381,20.6,15.0,1.4,300.0,4,3.82,5.61
,382,21.4,14.9,1.8,358.0,4,3.82,5.61
,383,23.8,17.4,1.6,500.0,5,4.45,6.17
,384,20.4,15.4,3.8,80.0,5,4.45,6.17
,385,20.2,13.0,2.8,340.0,5,4.45,6.17
,386,23.6,18.0,1.6,740.0,5,4.45,6.17
,387,20.4,13.0,2.6,300.0,5,4.45,6.17
,388,28.4,23.0,2.2,1220.0,10,6.16,9.56
,389,20.4,13.0,2.6,300.0,5,4.45,6.17
,390,26.0,19.6,2.8,880.0,5,4.45,6.17
,391,24.8,20.4,2.0,620.0,5,4.45,6.17
,392,24.6,18.8,2.8,950.0,5,4.45,6.17
,393,20.8,13.4,3.0,420.0,5,4.45,6.17
,394,26.2,20.0,2.6,920.0,5,4.45,6.17
,395,24.2,18.6,2.6,840.0,5,4.45,6.17
,396,21.4,14.9,1.8,358.0,4,3.82,5.61
,397,23.8,21.4,2.4,1361.0,10,6.16,9.56
,398,23.6,15.8,3.0,700.0,5,4.45,6.17
,399,20.8,13.4,2.0,200.0,3,3.34,5.57
,400,21.4,14.9,1.8,358.0,4,3.82,5.61
,401,22.0,19.6,1.6,520.0,5,4.45,6.17
,402,23.8,15.2,3.6,620.0,5,4.45,6.17
,403,21.4,16.2,3.6,1200.0,10,6.16,9.56
,404,19.4,13.8,3.2,200.0,5,4.45,6.17
,405,18.0,13.8,1.5,200.0,3,3.34,5.57
,406,30.2,23.4,2.0,940.0,10,6.16,9.56
,407,25.4,20.2,3.4,1400.0,10,6.16,9.56
,408,25.8,20.2,2.2,1060.0,10,6.16,9.56
,409,10.0,4.1,2.3,60.0,2,2.80,5.22
,410,23.2,16.7,2.8,717.0,5,4.45,6.17
,411,28.2,21.4,3.8,1780.0,11,6.24,10.90
,412,29.6,21.6,2.4,1160.0,10,6.16,9.56
,413,29.2,23.2,2.8,1560.0,11,6.24,10.90
,414,27.2,21.2,4.0,1840.0,11,6.24,10.90
,415,12.4,5.8,3.8,100.0,5,4.45,6.17
,416,30.8,24.6,3.2,2481.0,12,9.55,13.82
,417,23.8,19.8,2.0,620.0,5,4.45,6.17
,418,25.2,20.2,4.6,1920.0,12,9.55,13.82
,419,15.2,5.4,3.4,60.0,5,4.45,6.17
,420,25.8,20.4,1.4,740.0,5,4.45,6.17
,421,20.2,8.8,1.8,40.0,2,2.80,5.22
,422,16.5,10.0,1.6,40.0,2,2.80,5.22
,423,18.6,7.8,2.0,80.0,3,3.34,5.57
,424,16.9,11.3,1.3,100.0,3,3.34,5.57
,425,15.0,3.2,1.4,20.0,2,2.80,5.22
,426,27.2,19.0,5.8,520.0,6,4.79,6.81
,427,20.8,8.2,8.0,920.0,10,6.16,9.56
,428,20.0,7.0,4.0,440.0,5,4.45,6.17
,429,21.6,6.0,2.2,450.0,4,3.82,5.61
,430,16.8,7.3,4.6,281.0,6,4.79,6.81
,431,20.5,7.7,7.6,810.0,9,5.92,8.70
,432,20.6,7.6,7.5,780.0,9,5.92,8.70
,433,25.4,8.5,8.0,820.0,9,5.92,8.70
,434,20.8,7.8,7.8,800.0,9,5.92,8.70
,435,24.0,16.0,2.2,450.0,4,3.82,5.61
,436,34.5,23.5,2.0,1460.0,11,6.24,10.90
,437,22.8,20.2,1.4,660.0,5,4.45,6.17
,438,22.6,15.4,2.6,660.0,5,4.45,6.17
,439,34.2,24.4,1.7,840.0,9,5.92,8.70
,440,21.8,14.0,1.6,260.0,4,3.82,5.61
,441,22.8,16.8,1.4,400.0,4,3.82,5.61
,442,30.0,24.8,4.2,1720.0,11,6.24,10.90
,443,36.4,26.6,1.2,600.0,15,6.40,9.47
,444,21.8,14.4,1.8,200.0,3,3.34,5.57
,445,24.0,16.0,3.4,600.0,5,4.45,6.17
,446,23.2,15.2,2.6,480.0,5,4.45,6.17
,447,24.0,16.0,3.8,800.0,5,4.45,6.17
,448,23.8,16.0,3.2,620.0,5,4.45,6.17
,449,25.6,18.6,1.4,600.0,5,4.45,6.17
,450,23.4,19.8,2.4,720.0,5,4.45,6.17
,451,24.0,16.2,2.5,640.0,5,4.45,6.17
,452,21.7,16.4,1.6,520.0,5,4.45,6.17
,453,23.0,15.0,2.6,420.0,5,4.45,6.17
,454,31.6,24.8,1.8,1360.0,10,6.16,9.56
,455,20.8,15.0,2.4,360.0,4,3.82,5.61
,456,22.9,16.0,2.3,540.0,5,4.45,6.17
,457,29.1,24.6,2.7,1770.0,11,6.24,10.90
,458,24.6,19.9,2.9,1040.0,10,6.16,9.56
,459,23.8,17.8,3.8,980.0,10,6.16,9.56
,460,25.6,21.0,2.2,1060.0,10,6.16,9.56
,461,21.3,16.0,2.0,320.0,4,3.82,5.61
,462,21.4,13.4,2.8,420.0,5,4.45,6.17
,463,22.8,15.0,3.0,520.0,5,4.45,6.17
,464,26.8,23.8,2.0,1120.0,10,6.16,9.56
,465,24.2,16.2,3.2,580.0,5,4.45,6.17
,466,30.6,23.8,2.6,1720.0,11,6.24,10.90
,467,25.2,20.8,2.6,1102.0,10,6.16,9.56
,468,21.8,14.7,1.5,220.0,4,3.82,5.61
,469,21.4,16.0,2.2,540.0,5,4.45,6.17
,470,25.7,22.3,3.2,1500.0,11,6.24,10.90
,471,23.8,16.0,3.0,840.0,5,4.45,6.17
,472,22.0,15.0,1.8,260.0,4,3.82,5.61
,473,23.2,16.0,3.6,699.0,5,4.45,6.17
,474,20.6,15.4,2.2,680.0,5,4.45,6.17
,475,29.8,21.4,3.0,1500.0,11,6.24,10.90
,476,22.0,14.0,2.4,520.0,5,4.45,6.17
,477,22.2,14.0,2.6,600.0,5,4.45,6.17
,478,24.8,16.8,3.2,1060.0,10,6.16,9.56
,479,21.8,14.4,2.2,280.0,4,3.82,5.61
,480,21.6,14.6,3.8,460.0,5,4.45,6.17
,481,31.6,26.4,1.4,720.0,15,6.40,9.47
,482,20.4,13.8,2.2,320.0,4,3.82,5.61
,483,26.2,19.5,1.7,860.0,5,4.45,6.17
,484,18.8,13.0,1.8,220.0,4,3.82,5.61
,485,18.8,13.0,1.6,180.0,3,3.34,5.57
,486,33.6,26.0,3.2,1880.0,17,6.97,12.33
,487,22.4,16.8,2.6,360.0,5,4.45,6.17
,488,23.9,19.1,1.7,810.0,5,4.45,6.17
,489,23.8,18.6,2.2,1120.0,10,6.16,9.56
,490,23.1,18.0,2.8,1110.0,10,6.16,9.56
,491,18.6,18.4,3.4,580.0,5,4.45,6.17
,492,22.8,14.8,2.0,300.0,4,3.82,5.61
,493,25.6,20.8,2.4,1080.0,10,6.16,9.56
,494,22.8,16.8,2.0,520.0,5,4.45,6.17
,495,24.7,19.6,1.7,870.0,5,4.45,6.17
,496,24.0,20.4,1.0,399.0,4,3.82,5.61
,497,25.6,19.0,2.2,960.0,5,4.45,6.17
,498,28.8,21.0,2.0,820.0,5,4.45,6.17
,499,24.0,16.0,1.5,240.0,4,3.82,5.61
,500,24.0,16.2,2.7,510.0,5,4.45,6.17
,501,31.0,24.0,2.0,1120.0,10,6.16,9.56
,502,22.1,20.8,4.1,1340.0,10,6.16,9.56
,503,29.4,21.6,2.2,1180.0,10,6.16,9.56
,504,20.0,13.6,2.2,160.0,3,3.34,5.57
,505,22.8,15.0,3.2,540.0,5,4.45,6.17
,506,23.9,16.1,3.2,610.0,5,4.45,6.17
,507,22.0,14.0,2.7,710.0,5,4.45,6.17
,508,27.9,19.9,0.9,460.0,4,3.82,5.61
,509,28.0,20.6,2.6,1400.0,10,6.16,9.56
,510,30.4,26.0,2.6,2140.0,18,9.55,13.82
,511,20.4,13.4,3.0,420.0,5,4.45,6.17
,512,21.8,14.0,1.9,320.0,4,3.82,5.61
,513,21.8,14.0,2.8,420.0,5,4.45,6.17
,514,20.8,14.0,2.5,340.0,4,3.82,5.61
,515,23.8,19.6,2.0,800.0,5,4.45,6.17
,516,23.8,18.0,2.8,1120.0,10,6.16,9.56
,517,20.6,13.8,1.2,180.0,3,3.34,5.57
,518,29.2,25.0,3.0,2020.0,12,9.55,13.82
,519,21.0,18.6,2.0,600.0,5,4.45,6.17
