fbaFeeId,asinId,packageLength,packageWidth,packageHeight,packageWeight,priceGridFbaFeeId,fbaFeesLocalAndPanEu,fbaFeesEfn
,1,25.0,24.8,2.0,740.0,9,5.92,8.70
,2,20.4,14.2,2.8,360.0,5,4.45,6.17
,3,18.8,16.6,2.0,380.0,4,3.82,5.61
,4,17.0,12.6,1.4,381.0,4,3.82,5.61
,5,17.0,12.6,1.6,281.0,4,3.82,5.61
,6,29.2,22.4,1.0,440.0,4,3.82,5.61
,7,17.8,10.8,2.0,200.0,3,3.34,5.57
,8,17.8,12.4,1.4,200.0,3,3.34,8.70
,9,19.0,10.8,2.8,281.0,5,4.45,6.17
,10,17.0,10.8,2.6,281.0,5,4.45,5.61
,11,23.9,15.5,3.3,560.0,5,4.45,5.61
,12,20.8,13.6,2.4,458.0,4,3.82,5.61
,13,28.4,22.4,3.6,500.0,5,4.45,5.61
,14,28.6,24.4,2.2,1460.0,11,6.24,5.57
,15,17.6,10.8,1.8,141.0,3,3.34,5.57
,16,17.0,11.0,2.8,259.0,5,4.45,6.17
,17,24.4,15.4,4.8,800.0,6,4.79,6.81
,18,17.8,11.2,2.5,259.0,4,3.82,5.61
,19,25.4,25.2,1.2,400.0,14,5.50,7.96
,20,21.2,16.0,4.0,920.0,5,4.45,6.17
,21,17.6,10.8,1.4,140.0,3,3.34,5.57
,22,17.8,11.4,2.8,422.0,5,3.82,6.17
,23,24.0,18.8,2.6,920.0,5,3.82,6.17
,24,18.0,11.0,3.0,281.0,5,3.82,6.17
,25,30.0,22.4,1.0,400.0,4,3.82,5.61
,26,27.2,21.2,4.4,1338.0,10,6.16,9.56
,27,27.4,23.2,2.4,1320.0,10,6.16,9.56
,28,23.2,22.6,3.4,520.0,5,4.45,6.17
,29,23.9,15.5,3.8,600.0,5,4.45,6.17
,30,28.6,24.8,3.0,2018.0,12,9.55,13.82
,31,17.2,10.7,2.4,181.0,3,3.34,5.57
,33,28.6,28.2,1.2,560.0,15,6.40,9.47
,34,27.8,22.2,1.8,800.0,5,4.45,6.17
,35,36.2,27.6,1.4,939.0,16,6.77,10.74
,36,17.7,10.8,2.3,200.0,3,3.34,5.57
,37,21.4,15.2,1.6,299.0,4,3.82,5.61
,38,31.0,26.0,3.8,2420.0,18,9.55,13.82
