productCategoryRankId,countryCode,productCategoryId,rankingThreshold,rankingThresholdPercentage
909,ES,5,85425,0.04000
910,ES,5,64069,0.03000
911,ES,5,42712,0.02000
912,ES,5,32034,0.01500
913,ES,5,21356,0.01000
914,ES,5,10678,0.00500
915,ES,5,2136,0.00100
916,ES,5,1068,0.00050
917,ES,5,214,0.00010
918,ES,5,0,0.00000
919,ES,6,1531345,1.00000
920,ES,6,765673,0.50000
921,ES,6,612538,0.40000
922,ES,6,459404,0.30000
923,ES,6,306269,0.20000
924,ES,6,229702,0.15000
925,ES,6,153135,0.10000
926,ES,6,76567,0.05000
927,ES,6,61254,0.04000
928,ES,6,45940,0.03000
929,ES,6,30627,0.02000
930,ES,6,22970,0.01500
931,ES,6,15313,0.01000
932,ES,6,7657,0.00500
933,ES,6,1531,0.00100
934,ES,6,766,0.00050
935,ES,6,153,0.00010
936,ES,6,0,0.00000
937,ES,7,1533580,1.00000
938,ES,7,766790,0.50000
939,ES,7,613432,0.40000
940,ES,7,460074,0.30000
941,ES,7,306716,0.20000
942,ES,7,230037,0.15000
943,ES,7,153358,0.10000
944,ES,7,76679,0.05000
945,ES,7,61343,0.04000
946,ES,7,46007,0.03000
947,ES,7,30672,0.02000
948,ES,7,23004,0.01500
949,ES,7,15336,0.01000
950,ES,7,7668,0.00500
951,ES,7,1534,0.00100
952,ES,7,767,0.00050
953,ES,7,153,0.00010
954,ES,7,0,0.00000
955,ES,8,2372006,1.00000
956,ES,8,1186003,0.50000
957,ES,8,948802,0.40000
958,ES,8,711602,0.30000
959,ES,8,474401,0.20000
960,ES,8,355801,0.15000
961,ES,8,237201,0.10000
962,ES,8,118600,0.05000
963,ES,8,94880,0.04000
964,ES,8,71160,0.03000
965,ES,8,47440,0.02000
966,ES,8,35580,0.01500
967,ES,8,23720,0.01000
968,ES,8,11860,0.00500
969,ES,8,2372,0.00100
970,ES,8,1186,0.00050
971,ES,8,237,0.00010
972,ES,8,0,0.00000
973,ES,9,2480069,1.00000
974,ES,9,1240035,0.50000
975,ES,9,992028,0.40000
976,ES,9,744021,0.30000
977,ES,9,496014,0.20000
978,ES,9,372010,0.15000
979,ES,9,248007,0.10000
980,ES,9,124003,0.05000
981,ES,9,99203,0.04000
982,ES,9,74402,0.03000
983,ES,9,49601,0.02000
984,ES,9,37201,0.01500
985,ES,9,24801,0.01000
986,ES,9,12400,0.00500
987,ES,9,2480,0.00100
988,ES,9,1240,0.00050
989,ES,9,248,0.00010
990,ES,9,0,0.00000
991,ES,10,1919191,1.00000
992,ES,10,959596,0.50000
993,ES,10,767676,0.40000
994,ES,10,575757,0.30000
995,ES,10,383838,0.20000
996,ES,10,287879,0.15000
997,ES,10,191919,0.10000
998,ES,10,95960,0.05000
999,ES,10,76768,0.04000
1000,ES,10,57576,0.03000
1001,ES,10,38384,0.02000
1002,ES,10,28788,0.01500
1003,ES,10,19192,0.01000
1004,ES,10,9596,0.00500
1005,ES,10,1919,0.00100
1006,ES,10,960,0.00050
1007,ES,10,192,0.00010
1008,ES,10,0,0.00000
1009,ES,11,1912679,1.00000
1010,ES,11,956340,0.50000
1011,ES,11,765072,0.40000
1012,ES,11,573804,0.30000
1013,ES,11,382536,0.20000
1014,ES,11,286902,0.15000
1015,ES,11,191268,0.10000
1016,ES,11,95634,0.05000
1017,ES,11,76507,0.04000
1018,ES,11,57380,0.03000
1019,ES,11,38254,0.02000
1020,ES,11,28690,0.01500
1021,ES,11,19127,0.01000
1022,ES,11,9563,0.00500
1023,ES,11,1913,0.00100
1024,ES,11,956,0.00050
1025,ES,11,191,0.00010
1026,ES,11,0,0.00000
1027,ES,12,1689801,1.00000
1028,ES,12,844901,0.50000
1029,ES,12,675920,0.40000
1030,ES,12,506940,0.30000
1031,ES,12,337960,0.20000
1032,ES,12,253470,0.15000
1033,ES,12,168980,0.10000
1034,ES,12,84490,0.05000
1035,ES,12,67592,0.04000
1036,ES,12,50694,0.03000
1037,ES,12,33796,0.02000
1038,ES,12,25347,0.01500
1039,ES,12,16898,0.01000
1040,ES,12,8449,0.00500
1041,ES,12,1690,0.00100
1042,ES,12,845,0.00050
1043,ES,12,169,0.00010
1044,ES,12,0,0.00000
1045,ES,13,2080452,1.00000
1046,ES,13,1040226,0.50000
1047,ES,13,832181,0.40000
1048,ES,13,624136,0.30000
1049,ES,13,416090,0.20000
1050,ES,13,312068,0.15000
1051,ES,13,208045,0.10000
1052,ES,13,104023,0.05000
1053,ES,13,83218,0.04000
1054,ES,13,62414,0.03000
1055,ES,13,41609,0.02000
1056,ES,13,31207,0.01500
1057,ES,13,20805,0.01000
1058,ES,13,10402,0.00500
1059,ES,13,2080,0.00100
1060,ES,13,1040,0.00050
1061,ES,13,208,0.00010
1062,ES,13,0,0.00000
1063,ES,14,2304584,1.00000
1064,ES,14,1152292,0.50000
1065,ES,14,921834,0.40000
1066,ES,14,691375,0.30000
1067,ES,14,460917,0.20000
1068,ES,14,345688,0.15000
1069,ES,14,230458,0.10000
1070,ES,14,115229,0.05000
1071,ES,14,92183,0.04000
1072,ES,14,69138,0.03000
1073,ES,14,46092,0.02000
1074,ES,14,34569,0.01500
1075,ES,14,23046,0.01000
1076,ES,14,11523,0.00500
1077,ES,14,2305,0.00100
1078,ES,14,1152,0.00050
1079,ES,14,230,0.00010
1080,ES,14,0,0.00000
1081,ES,15,2798913,1.00000
1082,ES,15,1399457,0.50000
1083,ES,15,1119565,0.40000
1084,ES,15,839674,0.30000
1085,ES,15,559783,0.20000
1086,ES,15,419837,0.15000
1087,ES,15,279891,0.10000
1088,ES,15,139946,0.05000
1089,ES,15,111957,0.04000
1090,ES,15,83967,0.03000
1091,ES,15,55978,0.02000
1092,ES,15,41984,0.01500
1093,ES,15,27989,0.01000
1094,ES,15,13995,0.00500
1095,ES,15,2799,0.00100
1096,ES,15,1399,0.00050
1097,ES,15,280,0.00010
1098,ES,15,0,0.00000
1099,ES,16,2166820,1.00000
1100,ES,16,1083410,0.50000
1101,ES,16,866728,0.40000
1102,ES,16,650046,0.30000
1103,ES,16,433364,0.20000
1104,ES,16,325023,0.15000
1105,ES,16,216682,0.10000
1106,ES,16,108341,0.05000
1107,ES,16,86673,0.04000
1108,ES,16,65005,0.03000
1109,ES,16,43336,0.02000
1110,ES,16,32502,0.01500
1111,ES,16,21668,0.01000
1112,ES,16,10834,0.00500
1113,ES,16,2167,0.00100
1114,ES,16,1083,0.00050
1115,ES,16,217,0.00010
1116,ES,16,0,0.00000
1117,ES,17,1990346,1.00000
1118,ES,17,995173,0.50000
1119,ES,17,796138,0.40000
1120,ES,17,597104,0.30000
1121,ES,17,398069,0.20000
1122,ES,17,298552,0.15000
1123,ES,17,199035,0.10000
1124,ES,17,99517,0.05000
1125,ES,17,79614,0.04000
1126,ES,17,59710,0.03000
1127,ES,17,39807,0.02000
1128,ES,17,29855,0.01500
1129,ES,17,19903,0.01000
1130,ES,17,9952,0.00500
1131,ES,17,1990,0.00100
1132,ES,17,995,0.00050
1133,ES,17,199,0.00010
1134,ES,17,0,0.00000
1135,ES,18,1930934,1.00000
1136,ES,18,965467,0.50000
1137,ES,18,772374,0.40000
1138,ES,18,579280,0.30000
1139,ES,18,386187,0.20000
1140,ES,18,289640,0.15000
1141,ES,18,193093,0.10000
1142,ES,18,96547,0.05000
1143,ES,18,77237,0.04000
1144,ES,18,57928,0.03000
1145,ES,18,38619,0.02000
1146,ES,18,28964,0.01500
1147,ES,18,19309,0.01000
1148,ES,18,9655,0.00500
1149,ES,18,1931,0.00100
1150,ES,18,965,0.00050
1151,ES,18,193,0.00010
1152,ES,18,0,0.00000
1153,ES,19,1911064,1.00000
1154,ES,19,955532,0.50000
1155,ES,19,764426,0.40000
1156,ES,19,573319,0.30000
1157,ES,19,382213,0.20000
1158,ES,19,286660,0.15000
1159,ES,19,191106,0.10000
1160,ES,19,95553,0.05000
1161,ES,19,76443,0.04000
1162,ES,19,57332,0.03000
1163,ES,19,38221,0.02000
1164,ES,19,28666,0.01500
1165,ES,19,19111,0.01000
1166,ES,19,9555,0.00500
1167,ES,19,1911,0.00100
1168,ES,19,956,0.00050
1169,ES,19,191,0.00010
1170,ES,19,0,0.00000
1171,ES,20,1928009,1.00000
1172,ES,20,964005,0.50000
1173,ES,20,771204,0.40000
1174,ES,20,578403,0.30000
1175,ES,20,385602,0.20000
1176,ES,20,289201,0.15000
1177,ES,20,192801,0.10000
1178,ES,20,96400,0.05000
1179,ES,20,77120,0.04000
1180,ES,20,57840,0.03000
1181,ES,20,38560,0.02000
1182,ES,20,28920,0.01500
1183,ES,20,19280,0.01000
1184,ES,20,9640,0.00500
1185,ES,20,1928,0.00100
1186,ES,20,964,0.00050
1187,ES,20,193,0.00010
1188,ES,20,0,0.00000
1189,ES,21,1960334,1.00000
1190,ES,21,980167,0.50000
1191,ES,21,784134,0.40000
1192,ES,21,588100,0.30000
1193,ES,21,392067,0.20000
1194,ES,21,294050,0.15000
1195,ES,21,196033,0.10000
1196,ES,21,98017,0.05000
1197,ES,21,78413,0.04000
1198,ES,21,58810,0.03000
1199,ES,21,39207,0.02000
1200,ES,21,29405,0.01500
1201,ES,21,19603,0.01000
1202,ES,21,9802,0.00500
1203,ES,21,1960,0.00100
1204,ES,21,980,0.00050
1205,ES,21,196,0.00010
1206,ES,21,0,0.00000
1207,ES,22,1950823,1.00000
1208,ES,22,975412,0.50000
1209,ES,22,780329,0.40000
1210,ES,22,585247,0.30000
1211,ES,22,390165,0.20000
1212,ES,22,292623,0.15000
1213,ES,22,195082,0.10000
1214,ES,22,97541,0.05000
1215,ES,22,78033,0.04000
1216,ES,22,58525,0.03000
1217,ES,22,39016,0.02000
1218,ES,22,29262,0.01500
1219,ES,22,19508,0.01000
1220,ES,22,9754,0.00500
1221,ES,22,1951,0.00100
1222,ES,22,975,0.00050
1223,ES,22,195,0.00010
1224,ES,22,0,0.00000
1225,ES,23,2400128,1.00000
1226,ES,23,1200064,0.50000
1227,ES,23,960051,0.40000
1228,ES,23,720038,0.30000
1229,ES,23,480026,0.20000
1230,ES,23,360019,0.15000
1231,ES,23,240013,0.10000
1232,ES,23,120006,0.05000
1233,ES,23,96005,0.04000
1234,ES,23,72004,0.03000
1235,ES,23,48003,0.02000
1236,ES,23,36002,0.01500
1237,ES,23,24001,0.01000
1238,ES,23,12001,0.00500
1239,ES,23,2400,0.00100
1240,ES,23,1200,0.00050
1241,ES,23,240,0.00010
1242,ES,23,0,0.00000
1243,IT,1,2563895,1.00000
1244,IT,1,1281948,0.50000
1245,IT,1,1025558,0.40000
1246,IT,1,769169,0.30000
1247,IT,1,512779,0.20000
1248,IT,1,384584,0.15000
1249,IT,1,256390,0.10000
1250,IT,1,128195,0.05000
1251,IT,1,102556,0.04000
1252,IT,1,76917,0.03000
1253,IT,1,51278,0.02000
1254,IT,1,38458,0.01500
1255,IT,1,25639,0.01000
1256,IT,1,12819,0.00500
1257,IT,1,2564,0.00100
1258,IT,1,1282,0.00050
1259,IT,1,256,0.00010
1260,IT,1,0,0.00000
1261,IT,2,2313757,1.00000
1262,IT,2,1156879,0.50000
1263,IT,2,925503,0.40000
1264,IT,2,694127,0.30000
1265,IT,2,462751,0.20000
1266,IT,2,347064,0.15000
1267,IT,2,231376,0.10000
1268,IT,2,115688,0.05000
1269,IT,2,92550,0.04000
1270,IT,2,69413,0.03000
1271,IT,2,46275,0.02000
1272,IT,2,34706,0.01500
1273,IT,2,23138,0.01000
1274,IT,2,11569,0.00500
1275,IT,2,2314,0.00100
1276,IT,2,1157,0.00050
1277,IT,2,231,0.00010
1278,IT,2,0,0.00000
1279,IT,3,2369207,1.00000
1280,IT,3,1184604,0.50000
1281,IT,3,947683,0.40000
1282,IT,3,710762,0.30000
1283,IT,3,473841,0.20000
1284,IT,3,355381,0.15000
1285,IT,3,236921,0.10000
1286,IT,3,118460,0.05000
1287,IT,3,94768,0.04000
1288,IT,3,71076,0.03000
1289,IT,3,47384,0.02000
1290,IT,3,35538,0.01500
1291,IT,3,23692,0.01000
1292,IT,3,11846,0.00500
1293,IT,3,2369,0.00100
1294,IT,3,1185,0.00050
1295,IT,3,237,0.00010
1296,IT,3,0,0.00000
1297,IT,4,2355433,1.00000
1298,IT,4,1177717,0.50000
1299,IT,4,942173,0.40000
1300,IT,4,706630,0.30000
1301,IT,4,471087,0.20000
1302,IT,4,353315,0.15000
1303,IT,4,235543,0.10000
1304,IT,4,117772,0.05000
1305,IT,4,94217,0.04000
1306,IT,4,70663,0.03000
1307,IT,4,47109,0.02000
1308,IT,4,35331,0.01500
1309,IT,4,23554,0.01000
1310,IT,4,11777,0.00500
1311,IT,4,2355,0.00100
1312,IT,4,1178,0.00050
1313,IT,4,236,0.00010
1314,IT,4,0,0.00000
1315,IT,5,2354570,1.00000
1316,IT,5,1177285,0.50000
1317,IT,5,941828,0.40000
1318,IT,5,706371,0.30000
1319,IT,5,470914,0.20000
1320,IT,5,353186,0.15000
1321,IT,5,235457,0.10000
1322,IT,5,117729,0.05000
1323,IT,5,94183,0.04000
1324,IT,5,70637,0.03000
1325,IT,5,47091,0.02000
1326,IT,5,35319,0.01500
1327,IT,5,23546,0.01000
1328,IT,5,11773,0.00500
1329,IT,5,2355,0.00100
1330,IT,5,1177,0.00050
1331,IT,5,235,0.00010
1332,IT,5,0,0.00000
1333,IT,6,2273923,1.00000
1334,IT,6,1136962,0.50000
1335,IT,6,909569,0.40000
1336,IT,6,682177,0.30000
1337,IT,6,454785,0.20000
1338,IT,6,341088,0.15000
1339,IT,6,227392,0.10000
1340,IT,6,113696,0.05000
1341,IT,6,90957,0.04000
1342,IT,6,68218,0.03000
1343,IT,6,45478,0.02000
1344,IT,6,34109,0.01500
1345,IT,6,22739,0.01000
1346,IT,6,11370,0.00500
1347,IT,6,2274,0.00100
1348,IT,6,1137,0.00050
1349,IT,6,227,0.00010
1350,IT,6,0,0.00000
1351,IT,7,1793804,1.00000
1352,IT,7,896902,0.50000
1353,IT,7,717522,0.40000
1354,IT,7,538141,0.30000
1355,IT,7,358761,0.20000
1356,IT,7,269071,0.15000
1357,IT,7,179380,0.10000
1358,IT,7,89690,0.05000
1359,IT,7,71752,0.04000
1360,IT,7,53814,0.03000
1361,IT,7,35876,0.02000
1362,IT,7,26907,0.01500
1363,IT,7,17938,0.01000
1364,IT,7,8969,0.00500
1365,IT,7,1794,0.00100
1366,IT,7,897,0.00050
1367,IT,7,179,0.00010
1368,IT,7,0,0.00000
1369,IT,8,2864850,1.00000
1370,IT,8,1432425,0.50000
1371,IT,8,1145940,0.40000
1372,IT,8,859455,0.30000
1373,IT,8,572970,0.20000
1374,IT,8,429728,0.15000
1375,IT,8,286485,0.10000
1376,IT,8,143243,0.05000
1377,IT,8,114594,0.04000
1378,IT,8,85946,0.03000
1379,IT,8,57297,0.02000
1380,IT,8,42973,0.01500
1381,IT,8,28649,0.01000
1382,IT,8,14324,0.00500
1383,IT,8,2865,0.00100
1384,IT,8,1432,0.00050
1385,IT,8,286,0.00010
1386,IT,8,0,0.00000
1387,IT,9,4122037,1.00000
1388,IT,9,2061019,0.50000
1389,IT,9,1648815,0.40000
1390,IT,9,1236611,0.30000
1391,IT,9,824407,0.20000
1392,IT,9,618306,0.15000
1393,IT,9,412204,0.10000
1394,IT,9,206102,0.05000
1395,IT,9,164881,0.04000
1396,IT,9,123661,0.03000
1397,IT,9,82441,0.02000
1398,IT,9,61831,0.01500
1399,IT,9,41220,0.01000
1400,IT,9,20610,0.00500
1401,IT,9,4122,0.00100
1402,IT,9,2061,0.00050
1403,IT,9,412,0.00010
1404,IT,9,0,0.00000
1405,IT,10,3458890,1.00000
1406,IT,10,1729445,0.50000
1407,IT,10,1383556,0.40000
1408,IT,10,1037667,0.30000
1409,IT,10,691778,0.20000
1410,IT,10,518834,0.15000
1411,IT,10,345889,0.10000
1412,IT,10,172945,0.05000
1413,IT,10,138356,0.04000
1414,IT,10,103767,0.03000
1415,IT,10,69178,0.02000
1416,IT,10,51883,0.01500
1417,IT,10,34589,0.01000
1418,IT,10,17294,0.00500
1419,IT,10,3459,0.00100
1420,IT,10,1729,0.00050
1421,IT,10,346,0.00010
1422,IT,10,0,0.00000
1423,IT,11,2335743,1.00000
1424,IT,11,1167872,0.50000
1425,IT,11,934297,0.40000
1426,IT,11,700723,0.30000
1427,IT,11,467149,0.20000
1428,IT,11,350361,0.15000
1429,IT,11,233574,0.10000
1430,IT,11,116787,0.05000
1431,IT,11,93430,0.04000
1432,IT,11,70072,0.03000
1433,IT,11,46715,0.02000
1434,IT,11,35036,0.01500
1435,IT,11,23357,0.01000
1436,IT,11,11679,0.00500
1437,IT,11,2336,0.00100
1438,IT,11,1168,0.00050
1439,IT,11,234,0.00010
1440,IT,11,0,0.00000
1441,IT,12,2136729,1.00000
1442,IT,12,1068365,0.50000
1443,IT,12,854692,0.40000
1444,IT,12,641019,0.30000
1445,IT,12,427346,0.20000
1446,IT,12,320509,0.15000
1447,IT,12,213673,0.10000
1448,IT,12,106836,0.05000
1449,IT,12,85469,0.04000
1450,IT,12,64102,0.03000
1451,IT,12,42735,0.02000
1452,IT,12,32051,0.01500
1453,IT,12,21367,0.01000
1454,IT,12,10684,0.00500
1455,IT,12,2137,0.00100
1456,IT,12,1068,0.00050
1457,IT,12,214,0.00010
1458,IT,12,0,0.00000
1459,IT,13,4094424,1.00000
1460,IT,13,2047212,0.50000
1461,IT,13,1637770,0.40000
1462,IT,13,1228327,0.30000
1463,IT,13,818885,0.20000
1464,IT,13,614164,0.15000
1465,IT,13,409442,0.10000
1466,IT,13,204721,0.05000
1467,IT,13,163777,0.04000
1468,IT,13,122833,0.03000
1469,IT,13,81888,0.02000
1470,IT,13,61416,0.01500
1471,IT,13,40944,0.01000
1472,IT,13,20472,0.00500
1473,IT,13,4094,0.00100
1474,IT,13,2047,0.00050
1475,IT,13,409,0.00010
1476,IT,13,0,0.00000
1477,IT,14,2175366,1.00000
1478,IT,14,1087683,0.50000
1479,IT,14,870146,0.40000
1480,IT,14,652610,0.30000
1481,IT,14,435073,0.20000
1482,IT,14,326305,0.15000
1483,IT,14,217537,0.10000
1484,IT,14,108768,0.05000
1485,IT,14,87015,0.04000
1486,IT,14,65261,0.03000
1487,IT,14,43507,0.02000
1488,IT,14,32630,0.01500
1489,IT,14,21754,0.01000
1490,IT,14,10877,0.00500
1491,IT,14,2175,0.00100
1492,IT,14,1088,0.00050
1493,IT,14,218,0.00010
1494,IT,14,0,0.00000
1495,IT,15,3498320,1.00000
1496,IT,15,1749160,0.50000
1497,IT,15,1399328,0.40000
1498,IT,15,1049496,0.30000
1499,IT,15,699664,0.20000
1500,IT,15,524748,0.15000
1501,IT,15,349832,0.10000
1502,IT,15,174916,0.05000
1503,IT,15,139933,0.04000
1504,IT,15,104950,0.03000
1505,IT,15,69966,0.02000
1506,IT,15,52475,0.01500
1507,IT,15,34983,0.01000
1508,IT,15,17492,0.00500
1509,IT,15,3498,0.00100
1510,IT,15,1749,0.00050
1511,IT,15,350,0.00010
1512,IT,15,0,0.00000
1513,IT,16,2546753,1.00000
1514,IT,16,1273377,0.50000
1515,IT,16,1018701,0.40000
1516,IT,16,764026,0.30000
1517,IT,16,509351,0.20000
1518,IT,16,382013,0.15000
1519,IT,16,254675,0.10000
1520,IT,16,127338,0.05000
1521,IT,16,101870,0.04000
1522,IT,16,76403,0.03000
1523,IT,16,50935,0.02000
1524,IT,16,38201,0.01500
1525,IT,16,25468,0.01000
1526,IT,16,12734,0.00500
1527,IT,16,2547,0.00100
1528,IT,16,1273,0.00050
1529,IT,16,255,0.00010
1530,IT,16,0,0.00000
1531,IT,17,3067508,1.00000
1532,IT,17,1533754,0.50000
1533,IT,17,1227003,0.40000
1534,IT,17,920252,0.30000
1535,IT,17,613502,0.20000
1536,IT,17,460126,0.15000
1537,IT,17,306751,0.10000
1538,IT,17,153375,0.05000
1539,IT,17,122700,0.04000
1540,IT,17,92025,0.03000
1541,IT,17,61350,0.02000
1542,IT,17,46013,0.01500
1543,IT,17,30675,0.01000
1544,IT,17,15338,0.00500
1545,IT,17,3068,0.00100
1546,IT,17,1534,0.00050
1547,IT,17,307,0.00010
1548,IT,17,0,0.00000
1549,IT,18,2346930,1.00000
1550,IT,18,1173465,0.50000
1551,IT,18,938772,0.40000
1552,IT,18,704079,0.30000
1553,IT,18,469386,0.20000
1554,IT,18,352040,0.15000
1555,IT,18,234693,0.10000
1556,IT,18,117347,0.05000
1557,IT,18,93877,0.04000
1558,IT,18,70408,0.03000
1559,IT,18,46939,0.02000
1560,IT,18,35204,0.01500
1561,IT,18,23469,0.01000
1562,IT,18,11735,0.00500
1563,IT,18,2347,0.00100
1564,IT,18,1173,0.00050
1565,IT,18,235,0.00010
1566,IT,18,0,0.00000
1567,IT,19,3963928,1.00000
1568,IT,19,1981964,0.50000
1569,IT,19,1585571,0.40000
1570,IT,19,1189178,0.30000
1571,IT,19,792786,0.20000
1572,IT,19,594589,0.15000
1573,IT,19,396393,0.10000
1574,IT,19,198196,0.05000
1575,IT,19,158557,0.04000
1576,IT,19,118918,0.03000
1577,IT,19,79279,0.02000
1578,IT,19,59459,0.01500
1579,IT,19,39639,0.01000
1580,IT,19,19820,0.00500
1581,IT,19,3964,0.00100
1582,IT,19,1982,0.00050
1583,IT,19,396,0.00010
1584,IT,19,0,0.00000
1585,IT,20,2370294,1.00000
1586,IT,20,1185147,0.50000
1587,IT,20,948118,0.40000
1588,IT,20,711088,0.30000
1589,IT,20,474059,0.20000
1590,IT,20,355544,0.15000
1591,IT,20,237029,0.10000
1592,IT,20,118515,0.05000
1593,IT,20,94812,0.04000
1594,IT,20,71109,0.03000
1595,IT,20,47406,0.02000
1596,IT,20,35554,0.01500
1597,IT,20,23703,0.01000
1598,IT,20,11851,0.00500
1599,IT,20,2370,0.00100
1600,IT,20,1185,0.00050
1601,IT,20,237,0.00010
1602,IT,20,0,0.00000
1603,IT,21,4251189,1.00000
1604,IT,21,2125595,0.50000
1605,IT,21,1700476,0.40000
1606,IT,21,1275357,0.30000
1607,IT,21,850238,0.20000
1608,IT,21,637678,0.15000
1609,IT,21,425119,0.10000
1610,IT,21,212559,0.05000
1611,IT,21,170048,0.04000
1612,IT,21,127536,0.03000
1613,IT,21,85024,0.02000
1614,IT,21,63768,0.01500
1615,IT,21,42512,0.01000
1616,IT,21,21256,0.00500
1617,IT,21,4251,0.00100
1618,IT,21,2126,0.00050
1619,IT,21,425,0.00010
1620,IT,21,0,0.00000
1621,IT,22,4032985,1.00000
1622,IT,22,2016493,0.50000
1623,IT,22,1613194,0.40000
1624,IT,22,1209896,0.30000
1625,IT,22,806597,0.20000
1626,IT,22,604948,0.15000
1627,IT,22,403299,0.10000
1628,IT,22,201649,0.05000
1629,IT,22,161319,0.04000
1630,IT,22,120990,0.03000
1631,IT,22,80660,0.02000
1632,IT,22,60495,0.01500
1633,IT,22,40330,0.01000
1634,IT,22,20165,0.00500
1635,IT,22,4033,0.00100
1636,IT,22,2016,0.00050
1637,IT,22,403,0.00010
1638,IT,22,0,0.00000
1639,IT,23,3580095,1.00000
1640,IT,23,1790048,0.50000
1641,IT,23,1432038,0.40000
1642,IT,23,1074029,0.30000
1643,IT,23,716019,0.20000
1644,IT,23,537014,0.15000
1645,IT,23,358010,0.10000
1646,IT,23,179005,0.05000
1647,IT,23,143204,0.04000
1648,IT,23,107403,0.03000
1649,IT,23,71602,0.02000
1650,IT,23,53701,0.01500
1651,IT,23,35801,0.01000
1652,IT,23,17900,0.00500
1653,IT,23,3580,0.00100
1654,IT,23,1790,0.00050
1655,IT,23,358,0.00010
1656,IT,23,0,0.00000
